addrcode,ngsv_bin,ngsv_bowl,ngsv_bucket,ngsv_cup,ngsv_jar,ngsv_pottedplant,ngsv_tire,ngsv_vase,ngsv_total,n_bin,n_bowl,n_bucket,n_cup,n_jar,n_pottedplant,n_tire,n_vase,n_total,bin,bowl,bucket,cup,jar,pottedplant,tire,vase,total,a_bin,a_bowl,a_cup,a_bucket,a_jar,a_pottedplant,a_tire,a_vase,a_total,population,cases,normalized_cases,area,image_area,land_area,pop_density,predicted,error,norm_error
100111,2.6119402985,1.3059701493,7.0895522388,0.5597014925,0.1865671642,22.7611940299,1.8656716418,0,36.3805970149,0.2958579882,0.1479289941,0.8030431107,0.0633981403,0.0211327134,2.5781910397,0.2113271344,0,4.1208791209,14,7,38,3,1,122,10,0,195,3.3492822967,1.6746411483,0.7177033493,9.0909090909,0.2392344498,29.1866028708,2.3923444976,0,46.6507177033,4732,29,61.2848689772,4.18,5.36,4.18,1132.0574162679,75.3592350935,14.0743661163,0.1030001712
100112,1.7716535433,1.3779527559,9.4488188976,0.3937007874,0,30.5118110236,1.968503937,0,45.4724409449,0.3016085791,0.2345844504,1.6085790885,0.0670241287,0,5.1943699732,0.3351206434,0,7.7412868633,9,7,48,2,0,155,10,0,231,1.9189765458,1.4925373134,0.4264392324,10.2345415778,0,33.0490405117,2.132196162,0,49.2537313433,2984,19,63.672922252,4.69,5.08,4.69,636.2473347548,101.2607533947,37.5878311427,0.2278966439
100201,2.187966186,0.3480855296,3.9781203381,0.1989060169,0.2983590254,9.6966683242,1.1934361014,0.0497265042,17.9512680259,0.3153217715,0.0501648273,0.5733123119,0.0286656156,0.0429984234,1.3974487602,0.1719936936,0.0071664039,2.5870718074,44,7,80,4,6,195,24,1,361,2.0027309968,0.3186162949,0.1820664543,3.6413290851,0.2730996814,8.875739645,1.0923987255,0.0455166136,16.4314974966,13954,149,106.779418088,21.97,20.11,21.97,635.1388256714,67.6297256266,39.1496924614,0.2244704127
100202,3.8314176245,0.8939974457,11.3665389527,0.8939974457,0.1277139208,21.2005108557,3.1928480204,0,41.5070242656,0.2586206897,0.0603448276,0.7672413793,0.0603448276,0.0086206897,1.4310344828,0.2155172414,0,2.8017241379,30,7,89,7,1,166,25,0,325,2.9041626331,0.6776379477,0.6776379477,8.6156824782,0.0968054211,16.0696999032,2.4201355276,0,31.4617618587,11600,78,67.2413793103,10.33,7.83,10.33,1122.9428848016,75.1141509426,7.8727716322,0.0553035883
100203,1.2719563901,0.3028467595,3.7552998183,0.2422774076,0.1211387038,13.0829800121,1.1508176863,0,19.9273167777,0.222504768,0.0529773257,0.6569188387,0.0423818606,0.0211909303,2.2886204704,0.2013138377,0,3.4859080314,21,5,62,4,2,216,19,0,329,1.2020606754,0.2862049227,0.2289639382,3.5489410418,0.1144819691,12.3640526617,1.0875787064,0,18.8322839153,9438,89,94.2996397542,17.47,16.51,17.47,540.2404121351,81.7152996786,12.5843400756,0.0714958635
100204,1.9607843137,1.0893246187,13.2897603486,1.0893246187,0.2178649237,11.5468409586,1.9607843137,0,31.1546840959,0.1186552406,0.0659195781,0.804218853,0.0659195781,0.0131839156,0.698747528,0.1186552406,0,1.8852999341,9,5,61,5,1,53,9,0,143,2.7272727273,1.5151515152,1.5151515152,18.4848484848,0.303030303,16.0606060606,2.7272727273,0,43.3333333333,7585,70,92.2874093606,3.3,4.59,3.3,2298.4848484849,67.8697221945,24.4176871661,0.1524608173
100301,2.3782398177,0.1139276559,9.5129592709,0.1281686129,0.3845058388,10.7234406152,2.6488180006,0.028481914,25.918541726,0.4457017801,0.0213509835,1.7828071206,0.0240198564,0.0720595692,2.00966132,0.4964103659,0.0053377459,4.8573487416,167,8,668,9,27,753,186,2,1820,0.4495410374,0.0215349,0.0242267625,1.7981641498,0.0726802875,2.0269724622,0.5006864249,0.005383725,4.8991897494,37469,265,70.7251327764,371.49,70.22,371.49,100.8613959999,77.4709372426,6.7458044662,0.0455194558
100302,2.2633339894,0.0393623302,4.2314505019,0,0.2755363117,3.3457980712,1.259594568,0,11.4150757725,0.5602104443,0.0097427903,1.047349961,0,0.0681995323,0.8281371785,0.3117692907,0,2.8254091972,115,2,215,0,14,170,64,0,580,0.4045592064,0.0070358123,0,0.7563498206,0.049250686,0.5980440442,0.2251459931,0,2.0403855625,20528,192,93.5307872175,284.26,50.81,284.26,72.2155772884,60.8000103595,32.730776858,0.2120819524
100303,1.7610403685,0.0812787862,4.3348685993,0.0541858575,0.5147656462,3.6304524519,0.4876727174,0,10.864264427,0.7367108693,0.0340020401,1.8134421399,0.0226680267,0.2153462541,1.5187577921,0.2040122407,0,4.544939363,65,3,160,2,19,134,18,0,401,0.2266782912,0.010462075,0.0069747167,0.5579773322,0.0662598082,0.4673060157,0.0627724499,0,1.3984306888,8823,43,48.7362575088,286.75,36.91,286.75,30.7689625109,40.7310520182,8.0052054906,0.0894763186
100304,2.0649432535,0.078814628,7.6923076923,0.0630517024,0.4886506936,7.1090794451,1.1349306431,0.0157629256,18.6475409836,1.2058173785,0.0460235641,4.4918998527,0.0368188513,0.2853460972,4.1513254786,0.6627393225,0.0092047128,10.8891752577,131,5,488,4,31,451,72,1,1183,0.3412613645,0.0130252429,0.0104201943,1.2712637091,0.0807565061,1.1748769115,0.1875634981,0.0026050486,3.0817724751,10864,58,53.3873343152,383.87,63.44,383.87,28.3012478183,64.2598545429,10.8725202277,0.0924163198
100305,3.8272816487,0.3336604514,16.4278704612,0.2158979392,0.9813542689,21.1776251227,4.2198233562,0.0392541708,47.222767419,0.5828725153,0.050814527,2.5018681811,0.032879988,0.1494544911,3.2252279181,0.6426543118,0.0059781796,7.1917501121,195,17,837,11,50,1079,215,2,2406,0.9593151965,0.0836326069,0.0541152162,4.1176759974,0.2459782555,5.3082107542,1.0577064987,0.0098391302,11.8364736557,33455,205,61.2763413541,203.27,50.95,203.27,164.5840507699,75.8520102191,14.575668865,0.1062921613
100306,2.8395784543,0.2049180328,6.7330210773,0.0878220141,0.6147540984,10.9192037471,1.0245901639,0.0585480094,22.4824355972,0.5563840771,0.0401514282,1.3192612137,0.017207755,0.1204542847,2.1394975336,0.2007571412,0.0114718366,4.4051852702,97,7,230,3,21,373,35,2,768,0.5853952927,0.0422450211,0.0181050091,1.388050694,0.1267350634,2.2510561255,0.2112251056,0.012070006,4.6348823174,17434,93,53.3440403809,165.7,34.16,165.7,105.2142426071,63.3120478218,9.968007441,0.0854478116
100307,0.7057546145,0.1357220413,2.1986970684,0.0271444083,0.1900108578,1.8729641694,2.3072747014,0,7.437567861,0.0869216368,0.0167156994,0.27079433,0.0033431399,0.0234019791,0.2306766515,0.2841668895,0,0.9160203263,26,5,81,1,7,69,85,0,274,0.0841260597,0.0161780884,0.0032356177,0.262085032,0.0226493238,0.2232576199,0.2750275028,0,0.8865592442,29912,156,52.1529820808,309.06,36.84,309.06,96.7837960267,63.8025950959,11.6496130151,0.1004661725
100401,2.0869565217,1.5652173913,8.5217391304,0.6956521739,0.1739130435,17.0434782609,2.2608695652,0.0869565217,32.4347826087,0.2009377093,0.150703282,0.8204956463,0.0669792364,0.0167448091,1.6409912927,0.2176825184,0.0083724046,3.1229068989,24,18,98,8,2,196,26,1,373,4.0336134454,3.025210084,1.3445378151,16.4705882353,0.3361344538,32.9411764706,4.3697478992,0.1680672269,62.6890756303,11944,76,63.6302746149,5.95,11.5,5.95,2007.3949579832,68.2047100584,4.5744354436,0.0346981907
100402,1.7072129748,0.4268032437,5.76184379,0.8536064874,0.1280409731,12.4626547162,1.6645326504,0.2134016219,23.2180964575,0.2462296091,0.0615574023,0.8310249307,0.1231148046,0.0184672207,1.7974761465,0.2400738689,0.0307787011,3.3487226839,40,10,135,20,3,292,39,5,544,2.8429282161,0.710732054,1.421464108,9.5948827292,0.2132196162,20.7533759773,2.7718550107,0.355366027,38.6638237385,16245,59,36.3188673438,14.07,23.43,14.07,1154.5842217484,80.1307518905,43.8118845467,0.3762303804
100403,2.2113022113,1.2285012285,5.9787059787,0.4095004095,0.0819000819,13.8411138411,2.2113022113,0.2457002457,26.208026208,0.5051449953,0.2806361085,1.3657623948,0.0935453695,0.0187090739,3.1618334892,0.5051449953,0.0561272217,5.9869036483,27,15,73,5,1,169,27,3,320,4.8042704626,2.6690391459,0.8896797153,12.9893238434,0.1779359431,30.0711743772,4.8042704626,0.5338078292,56.9395017794,5345,24,44.901777362,5.62,12.21,5.62,951.0676156584,73.4128867355,28.5111093735,0.240976971
100404,3.0651340996,1.1494252874,14.9425287356,1.5325670498,1.3409961686,30.0766283525,4.7892720307,0.5747126437,57.4712643678,0.5513439008,0.2067539628,2.6878015162,0.2756719504,0.2412129566,5.4100620262,0.8614748449,0.1033769814,10.3376981392,16,6,78,8,7,157,25,3,300,3.5794183445,1.3422818792,1.7897091723,17.4496644295,1.5659955257,35.1230425056,5.5928411633,0.6711409396,67.1140939597,2902,29,99.9310820124,4.47,5.22,4.47,649.2170022371,77.3321347849,22.5989472275,0.1274880804
100405,1.6622922135,1.6622922135,7.874015748,0.3499562555,0.2624671916,22.39720035,2.2747156605,0.1749781277,36.6579177603,0.1747608536,0.1747608536,0.8278145695,0.0367917586,0.027593819,2.3546725533,0.2391464312,0.0183958793,3.8539367182,19,19,90,4,3,256,26,2,419,2.6573426573,2.6573426573,0.5594405594,12.5874125874,0.4195804196,35.8041958042,3.6363636364,0.2797202797,58.6013986014,10872,77,70.8241353937,7.15,11.43,7.15,1520.5594405594,71.4426762883,0.6185408946,0.0043477526
100502,4.3462132921,0.5316846986,14.0525502318,0.2349304482,0.8469860896,24.2349304482,2.3493044822,0.0803709428,46.6769706337,0.7329406245,0.0896627222,2.3698065996,0.0396184121,0.1428348016,4.0869519887,0.3961841214,0.0135536673,7.8715529375,703,86,2273,38,137,3920,380,13,7550,4.1952616817,0.5132183565,0.2267709017,13.5644805156,0.8175687772,23.3932088083,2.2677090171,0.077579519,45.0557975771,95915,693,72.2514726581,167.57,161.75,167.57,572.3876588888,78.5010461743,6.2495735162,0.0414558481
100508,4.3007441622,0.2258147293,10.618424429,0.2412111881,0.6415191173,19.2147806005,2.2940723634,0.0769822941,37.6135488838,0.8829138263,0.0463582439,2.1798910581,0.0495190332,0.1316995564,3.9446651144,0.4709576138,0.0158039468,7.7218083929,838,44,2069,47,125,3744,447,15,7329,3.9348265014,0.2066018688,0.2206883599,9.714983331,0.5869371273,17.5799408367,2.0988871672,0.0704324553,34.4132976476,94913,437,46.04216493,212.97,194.85,212.97,445.6637085035,81.3222646353,35.2800997053,0.277001199
100601,3.7452940413,0.5257691808,13.6699987018,0.4219135402,0.6555887317,24.2827469817,2.2199143191,0.1038556407,45.6250811372,0.7173315763,0.1006999267,2.6181980929,0.0808085831,0.1255641061,4.6508447605,0.4251774681,0.0198913435,8.7385158571,577,81,2106,65,101,3741,342,16,7029,5.2795315216,0.741147406,0.5947479184,19.2698325556,0.9241467655,34.2300301949,3.1292890475,0.1463994876,64.3151248971,80437,806,100.2026430623,109.29,154.06,109.29,735.9959740141,88.7130292849,11.4896137774,0.0608187433
100608,3.3188184065,0.4413322349,13.6048016947,0.3530657879,0.4648699541,25.2500882664,2.3949629281,0.088266447,45.9162057197,0.8299610036,0.1103671547,3.40225149,0.0882937238,0.116253403,6.3144728129,0.5989257597,0.0220734309,11.4825987786,564,75,2312,60,79,4291,407,15,7803,3.8390851542,0.5105166428,0.4084133143,15.7375263767,0.5377441971,29.2083588592,2.7704036485,0.1021033286,53.1141515213,67955,907,133.4706791259,146.91,169.94,146.91,462.5621128582,109.7480326247,23.7226465012,0.0975362723
100701,1.7329255861,0.3567787971,6.6768603466,0.5606523955,0.4587155963,16.3098878695,3.2110091743,0.1019367992,29.4087665647,0.1925800057,0.0396488247,0.7419994336,0.062305296,0.0509770603,1.8125177004,0.3568394223,0.0113282356,3.2681959785,34,7,131,11,9,320,63,2,577,2.9565217391,0.6086956522,0.9565217391,11.3913043478,0.7826086957,27.8260869565,5.4782608696,0.1739130435,50.1739130435,17655,112,63.4381195129,11.5,19.62,11.5,1535.2173913044,75.5071566591,12.0690371462,0.0868618026
100702,0.9415262636,0.7433102081,4.4598612488,0.396432111,0.0991080278,9.8116947473,3.4192269574,0.1486620416,20.0198216056,0.2492457038,0.196772924,1.1806375443,0.1049455595,0.0262363899,2.5974025974,0.9051554506,0.0393545848,5.2997507543,19,15,90,8,2,198,69,3,404,1.5310233683,1.2087026591,0.6446414182,7.2522159549,0.1611603546,15.9548751007,5.5600322321,0.2417405318,32.5543916197,7623,65,85.2682670864,12.41,20.18,12.41,614.2626913779,78.4666722161,6.8015948703,0.0415402778
100703,0.4777070064,0.2786624204,2.1098726115,0.199044586,0.0796178344,8.0015923567,0.9554140127,0.2388535032,12.3407643312,0.1980524839,0.1155306156,0.8747318039,0.0825218683,0.0330087473,3.3173791055,0.3961049678,0.099026242,5.1163558343,12,7,53,5,2,201,24,6,310,0.6144393241,0.3584229391,0.256016385,2.7137736815,0.102406554,10.291858679,1.2288786482,0.3072196621,15.873015873,6059,84,138.6367387358,19.53,25.12,19.53,310.2406554019,91.615328339,47.0214103968,0.2042171043
100704,1.3678136354,0.5343022013,3.8469758495,0.5129301133,0.1068604403,10.066253473,1.1327206668,0.1068604403,17.6747168198,0.3505504738,0.1369337788,0.9859232075,0.1314564277,0.0273867558,2.5798323931,0.2902996111,0.0273867558,4.5297694035,64,25,180,24,5,471,53,5,827,2.053915276,0.8023106547,0.7702182285,5.7766367137,0.1604621309,15.1155327343,1.7008985879,0.1604621309,26.540436457,18257,108,59.1553924522,31.16,46.79,31.16,585.9114249037,78.577763582,19.4223711298,0.1410144927
100801,1.7716535433,1.1811023622,8.7598425197,1.8700787402,0.1968503937,16.1417322835,8.2677165354,0.3937007874,38.5826771654,0.1129659847,0.0753106565,0.5585540354,0.1192418727,0.0125517761,1.0292456383,0.5271745952,0.0251035522,2.460148111,18,12,89,19,2,164,84,4,392,3.125,2.0833333333,3.2986111111,15.4513888889,0.3472222222,28.4722222222,14.5833333333,0.6944444444,68.0555555556,15934,134,84.0968997113,5.76,10.16,5.76,2766.3194444444,73.5012440511,10.5956556602,0.0672321095
100802,0.6684491979,0.4010695187,6.8181818182,0.8021390374,0.1336898396,21.9251336898,3.6096256684,0,34.3582887701,0.0685494927,0.0411296956,0.6992048259,0.0822593913,0.0137098985,2.2484233617,0.3701672608,0,3.5234439265,5,3,51,6,1,164,27,0,257,1.2195121951,0.7317073171,1.4634146341,12.4390243902,0.243902439,40,6.5853658537,0,62.6829268293,7294,53,72.6624622978,4.1,7.48,4.1,1779.0243902439,87.4733415658,14.810879268,0.0924894927
100803,1.5222482436,1.1709601874,13.700234192,0.2341920375,0.5854800937,31.850117096,3.981264637,0,53.0444964871,0.1325583767,0.1019679821,1.19302539,0.0203935964,0.050983991,2.7735291119,0.346691139,0,4.619149587,13,10,117,2,5,272,34,0,453,2.4029574861,1.8484288355,0.3696857671,21.6266173752,0.9242144177,50.2772643253,6.2846580407,0,83.7338262477,9807,79,80.5547058224,5.41,8.54,5.41,1812.7541589649,80.4949508341,0.0597549883,0.0003710346
100804,1.647446458,1.9769357496,11.2026359143,1.647446458,0.3294892916,25.7001647446,2.8006589786,0.1647446458,45.4695222405,0.1391014049,0.1669216859,0.9458895535,0.1391014049,0.027820281,2.1699819168,0.2364723884,0.0139101405,3.8391987759,10,12,68,10,2,156,17,1,276,2.6737967914,3.2085561497,2.6737967914,18.1818181818,0.5347593583,41.7112299465,4.5454545455,0.2673796791,73.7967914439,7189,44,61.2046181666,3.74,6.07,3.74,1922.192513369,72.9207733692,11.7161552025,0.0873522535
100805,1.8372703412,1.1811023622,6.6929133858,1.1811023622,0.2624671916,20.9973753281,1.8372703412,0,33.9895013123,0.1937448104,0.1245502353,0.7057846665,0.1245502353,0.0276778301,2.2142264046,0.1937448104,0,3.5842789925,14,9,51,9,2,160,14,0,259,3.3018867925,2.1226415094,2.1226415094,12.0283018868,0.4716981132,37.7358490566,3.3018867925,0,61.0849056604,7226,41,56.7395516192,4.24,7.62,4.24,1704.2452830189,74.6297220357,17.8901704166,0.1361823044
101001,3.5313714603,0.3498056635,16.5019433648,0.2720710716,1.0049972238,23.1260410883,2.5430316491,0.0666296502,47.3958911716,0.6563535227,0.0650161508,3.0671111157,0.0505681173,0.1867924334,4.298289972,0.4726570966,0.0123840287,8.8091724373,636,63,2972,49,181,4165,458,12,8536,2.7534851502,0.2727508875,0.2121395792,12.8669148844,0.7836176292,18.0318642307,1.9828556585,0.05195255,36.9555805697,96899,700,72.2401675972,230.98,180.1,230.98,419.5125119058,80.2259857574,7.9858181602,0.0523776457
101002,2.3112259546,0.100488085,5.9862187769,0.100488085,0.645994832,5.2971576227,2.7849554981,0,17.2265288544,0.3633081349,0.0157960059,0.9409906352,0.0157960059,0.101545752,0.8326751664,0.4377750197,0,2.7078867201,161,7,417,7,45,369,194,0,1200,0.4781988832,0.0207912558,0.0207912558,1.2385648093,0.1336580729,1.0959961982,0.5762148034,0,3.5642152786,44315,354,79.8826582421,336.68,69.66,336.68,131.6235000594,57.1055722717,22.7770859704,0.166270386
101102,0.8403361345,0.1200480192,5.2220888355,0,0.2400960384,3.5414165666,1.9807923169,0,11.9447779112,0.0208983296,0.0029854757,0.1298681912,0,0.0059709513,0.088071532,0.0492603484,0,0.2970548283,14,2,87,0,4,59,33,0,199,0.0933955971,0.0133422282,0,0.5803869246,0.0266844563,0.3935957305,0.2201467645,0,1.3275517011,66991,417,62.24716753,149.9,16.66,149.9,446.9046030687,65.6505964344,3.4034289044,0.0266105427
101103,0.9424321562,0.0340638129,5.13228114,0.1589644601,0.272510503,4.0876575451,4.6326785512,0.0113546043,15.2719427728,0.5360718207,0.0193760899,2.919330879,0.0904217529,0.1550087192,2.3251307886,2.6351482271,0.0064586966,8.6869469741,83,3,452,14,24,360,408,1,1345,0.5082669933,0.0183710961,0.085731782,2.7679118187,0.1469687691,2.204531537,2.4984690753,0.0061236987,8.2363747704,15483,86,55.5447910612,163.3,88.07,163.3,94.8132271892,83.0760258318,27.5312347707,0.1986082277
101104,0.8036658442,0.1550934085,8.4243919633,0.126894607,0.5216778287,6.3376806486,1.4874867818,0.0211491012,17.8780401833,0.4810938555,0.0928426739,5.0430452397,0.0759621877,0.3122889939,3.793889264,0.8904456448,0.0126603646,10.7022282242,114,22,1195,18,74,899,211,3,2536,0.3730488563,0.0719918846,0.058902451,3.9104682745,0.2421545208,2.9418501914,0.69046762,0.0098170752,8.2987008737,23696,168,70.8980418636,305.59,141.85,305.59,77.5418043784,64.7121458237,6.18589604,0.0456152753
101105,0.8841428407,0.103341371,5.5689516592,0.1492708692,0.4248478585,5.9478700195,1.4927086922,0.0344471237,14.605580434,0.2718926554,0.031779661,1.7125706215,0.0459039548,0.1306497175,1.8290960452,0.459039548,0.0105932203,4.4915254237,77,9,485,13,37,518,130,3,1272,0.2979069138,0.0348202886,0.0502959725,1.8764266646,0.1431500754,2.0041010562,0.5029597245,0.0116067629,4.9212674585,28320,105,37.0762711864,258.47,87.09,258.47,109.567841529,66.4241433943,29.3478722079,0.283553185
101106,1.087325858,0.1019367992,3.4658511723,0.0679578661,0.2718314645,2.5484199796,1.4610941216,0,9.0044172613,0.4015560296,0.0376458778,1.2799598444,0.0250972519,0.1003890074,0.9411469444,0.5395909148,0,3.3253858702,32,3,102,2,8,75,43,0,265,0.1486988848,0.0139405204,0.0092936803,0.4739776952,0.0371747212,0.3485130112,0.1998141264,0,1.2314126394,7969,38,47.6847785168,215.2,29.43,215.2,37.030669145,58.1230049644,10.4382264477,0.0986527277
101203,2.7911324786,0.4540598291,7.4519230769,0.3071581197,0.3605769231,15.2377136752,2.0833333333,0.0667735043,28.7526709402,0.426556728,0.0693920036,1.1388452354,0.0469416495,0.0551054146,2.3287140029,0.31838684,0.0102047064,4.3941465804,209,34,558,23,27,1141,156,5,2153,3.0753384344,0.5002942908,0.3384343732,8.2107121836,0.397292525,16.7892878164,2.2954679223,0.0735726898,31.6804002354,48997,358,73.0656978999,67.96,74.88,67.96,720.968216598,75.5917872808,2.5260893809,0.0169926821
101204,1.206480524,0.3791795932,5.6876938987,0.1723543606,0.2412961048,9.1692519821,1.9648397104,0.0344708721,18.8555670458,0.1144651208,0.0359747523,0.539621284,0.0163521601,0.0228930242,0.8699349184,0.1864146254,0.003270432,1.7889263172,35,11,165,5,7,266,57,1,547,0.7268951194,0.2284527518,0.1038421599,3.4267912773,0.1453790239,5.5244029076,1.1838006231,0.020768432,11.3603322949,30577,270,88.3016646499,48.15,29.01,48.15,635.036344756,69.2485109406,19.0531537093,0.120933878
101301,1.7699115044,0.8849557522,9.0265486726,0.7079646018,0.3539823009,15.0442477876,2.6548672566,0.3539823009,30.796460177,0.1302083333,0.0651041667,0.6640625,0.0520833333,0.0260416667,1.1067708333,0.1953125,0.0260416667,2.265625,10,5,51,4,2,85,15,2,174,2.1645021645,1.0822510823,0.8658008658,11.038961039,0.4329004329,18.3982683983,3.2467532468,0.4329004329,37.6623376623,7680,37,48.1770833333,4.62,5.65,4.62,1662.3376623377,70.3623414951,22.1852581618,0.1871551021
101302,4.118616145,1.647446458,13.1795716639,1.3179571664,0,29.489291598,3.6243822076,0.3294892916,53.7067545305,0.2717095968,0.1086838387,0.8694707097,0.086947071,0,1.945440713,0.2391044452,0.0217367677,3.543093142,25,10,80,8,0,179,22,2,326,5.4112554113,2.1645021645,1.7316017316,17.316017316,0,38.7445887446,4.7619047619,0.4329004329,70.5627705628,9201,63,68.4708183893,4.62,6.07,4.62,1991.5584415584,78.9526014936,10.4817831043,0.0710998504
101303,6.0367454068,2.624671916,8.3989501312,2.0997375328,0.2624671916,24.6719160105,3.1496062992,0.7874015748,48.031496063,0.2909919028,0.1265182186,0.4048582996,0.1012145749,0.0126518219,1.1892712551,0.1518218623,0.0379554656,2.3152834008,23,10,32,8,1,94,12,3,183,6.2330623306,2.7100271003,2.1680216802,8.6720867209,0.27100271,25.4742547425,3.2520325203,0.8130081301,49.593495935,7904,47,59.463562753,3.69,3.81,3.69,2142.0054200542,65.3951512707,5.9315885176,0.0475064041
