addrcode,ngsv_bin,ngsv_bowl,ngsv_bucket,ngsv_cup,ngsv_jar,ngsv_pottedplant,ngsv_tire,ngsv_vase,ngsv_total,n_bin,n_bowl,n_bucket,n_cup,n_jar,n_pottedplant,n_tire,n_vase,n_total,bin,bowl,bucket,cup,jar,pottedplant,tire,vase,total,a_bin,a_bowl,a_cup,a_bucket,a_jar,a_pottedplant,a_tire,a_vase,a_total,population,cases,normalized_cases,area,image_area,land_area,pop_density,predicted,error,norm_error
101301,1.7699115044,0.8849557522,9.0265486726,0.7079646018,0.3539823009,15.0442477876,2.6548672566,0.3539823009,30.796460177,0.1302083333,0.0651041667,0.6640625,0.0520833333,0.0260416667,1.1067708333,0.1953125,0.0260416667,2.265625,10,5,51,4,2,85,15,2,174,2.1645021645,1.0822510823,0.8658008658,11.038961039,0.4329004329,18.3982683983,3.2467532468,0.4329004329,37.6623376623,7680,37,48.1770833333,4.62,5.65,4.62,1662.3376623377,65.8836552139,17.7065718806,0.155238096
101302,4.118616145,1.647446458,13.1795716639,1.3179571664,0,29.489291598,3.6243822076,0.3294892916,53.7067545305,0.2717095968,0.1086838387,0.8694707097,0.086947071,0,1.945440713,0.2391044452,0.0217367677,3.543093142,25,10,80,8,0,179,22,2,326,5.4112554113,2.1645021645,1.7316017316,17.316017316,0,38.7445887446,4.7619047619,0.4329004329,70.5627705628,9201,63,68.4708183893,4.62,6.07,4.62,1991.5584415584,72.8682980748,4.3974796855,0.03111297
101303,6.0367454068,2.624671916,8.3989501312,2.0997375328,0.2624671916,24.6719160105,3.1496062992,0.7874015748,48.031496063,0.2909919028,0.1265182186,0.4048582996,0.1012145749,0.0126518219,1.1892712551,0.1518218623,0.0379554656,2.3152834008,23,10,32,8,1,94,12,3,183,6.2330623306,2.7100271003,2.1680216802,8.6720867209,0.27100271,25.4742547425,3.2520325203,0.8130081301,49.593495935,7904,47,59.463562753,3.69,3.81,3.69,2142.0054200542,69.2876193531,9.8240566001,0.0763026517
101401,1.9690781797,0.3646441074,4.5288798133,0.2771295216,0.1677362894,12.1936989498,1.5533838973,0.1239789965,21.178529755,0.3744695015,0.069346204,0.8612798535,0.052703115,0.0318992538,2.3189370614,0.295414829,0.0235777094,4.0276275277,270,50,621,38,23,1672,213,17,2904,3.1545741325,0.5841803949,0.4439771001,7.2555205047,0.2687229817,19.5349924057,2.4886084823,0.1986213343,33.9291973361,72102,687,95.2816842806,85.59,137.12,85.59,842.4114966702,74.1318772342,21.1498070464,0.124841287
101501,0.8403361345,0.3601440576,8.0432172869,0.1200480192,0.1200480192,14.1656662665,1.8007202881,0.8403361345,26.2905162065,0.0749464668,0.0321199143,0.7173447537,0.0107066381,0.0107066381,1.2633832976,0.1605995717,0.0749464668,2.3447537473,7,3,67,1,1,118,15,7,219,1.0043041607,0.4304160689,0.143472023,9.612625538,0.143472023,16.9296987088,2.1520803443,1.0043041607,31.4203730273,9340,62,66.3811563169,6.97,8.33,6.97,1340.0286944046,75.6493909833,9.2682346664,0.0652552204
101502,1.3483146067,0.8988764045,10.7865168539,0.2247191011,0.6741573034,16.6292134831,2.2471910112,0,32.808988764,0.0472701489,0.0315134326,0.3781611912,0.0078783582,0.0236350745,0.5829985031,0.0787835815,0,1.1502402899,6,4,48,1,3,74,10,0,146,0.9933774834,0.6622516556,0.1655629139,7.9470198675,0.4966887417,12.2516556291,1.6556291391,0,24.1721854305,12693,54,42.5431340109,6.04,4.45,6.04,2101.4900662252,59.0880979368,16.544963926,0.1627940901
101503,1.978021978,2.0879120879,17.3626373626,0.5494505495,0.2197802198,26.4835164835,3.956043956,0.1098901099,52.7472527473,0.0821805232,0.0867461078,0.7213623705,0.0228279231,0.0091311692,1.1003058942,0.1643610464,0.0045655846,2.1914806191,18,19,158,5,2,241,36,1,480,1.888772298,1.9937040923,0.5246589717,16.5792235047,0.2098635887,25.2885624344,3.777544596,0.1049317943,50.3672612802,21903,165,75.3321462813,9.53,9.1,9.53,2298.3210912907,63.8819775992,11.4501686822,0.0822486136
101504,1.7997750281,0.8436445444,11.4735658043,0.5624296963,0.5061867267,18.3914510686,1.8560179978,0.0562429696,35.4893138358,0.1874414246,0.0878631678,1.1949390815,0.0585754452,0.0527179007,1.9154170572,0.1932989691,0.0058575445,3.6961105904,32,15,204,10,9,327,33,1,631,2.4902723735,1.1673151751,0.7782101167,15.8754863813,0.7003891051,25.4474708171,2.5680933852,0.0778210117,49.1050583658,17072,390,228.4442361762,12.85,17.78,12.85,1328.5603112841,66.7862862617,161.6579499145,0.5475651656
101505,1.8076644975,0.8676789588,7.8091106291,0.5784526392,0.8676789588,24.6565437455,1.5184381779,0,38.1055676067,0.1523647001,0.0731350561,0.6582155046,0.048756704,0.0731350561,2.07825451,0.1279863481,0,3.2118478791,25,12,108,8,12,341,21,0,527,1.7934002869,0.8608321377,0.5738880918,7.7474892396,0.8608321377,24.4619799139,1.506456241,0,37.8048780488,16408,106,64.602632862,13.94,13.83,13.94,1177.0444763271,67.9125057168,3.3098728547,0.0249773187
101506,1.5803814714,0.5994550409,6.5395095368,0.5994550409,0.3814713896,17.2207084469,2.7247956403,0,29.6457765668,0.1643338811,0.0623335411,0.6800022667,0.0623335411,0.0396667989,1.7906726356,0.2833342778,0,3.0826769423,29,11,120,11,7,316,50,0,544,1.8147684606,0.6883604506,0.6883604506,7.5093867334,0.4380475594,19.774718398,3.1289111389,0,34.0425531915,17647,108,61.2002040007,15.98,18.35,15.98,1104.3178973717,66.7818165767,5.581612576,0.0436124742
101507,2.4777006938,1.8830525273,13.478691774,1.2884043608,1.189296333,23.2903865213,2.9732408325,0.0991080278,46.6798810704,0.1566023553,0.11901779,0.8519168128,0.0814332248,0.0751691305,1.4720621398,0.1879228264,0.0062640942,2.9503883738,25,19,136,13,12,235,30,1,471,1.8839487566,1.431801055,0.9796533534,10.2486812359,0.9042954032,17.709118312,2.2607385079,0.0753579503,35.4935945742,15964,73,45.7278877474,13.27,10.09,13.27,1203.0143180106,62.6483262881,16.9204385407,0.156126865
101601,2.2684310019,0.5671077505,3.5916824197,0,0.7561436673,28.3553875236,1.1342155009,0.9451795841,37.618147448,0.086200704,0.021550176,0.136484448,0,0.028733568,1.0775087997,0.043100352,0.03591696,1.4294950075,12,3,19,0,4,150,6,5,199,1.472392638,0.3680981595,0,2.3312883436,0.490797546,18.4049079755,0.736196319,0.6134969325,24.4171779141,13921,128,91.9474175706,8.15,5.29,8.15,1708.0981595092,69.0576804532,22.8897371174,0.1421677785
101602,1.4479359211,0.6161429452,7.7942082563,0.4004929144,0.5545286506,19.9630314233,1.4787430684,0.0924214418,32.3475046211,0.0870918727,0.0370603713,0.4688136975,0.0240892414,0.0333543342,1.2007560316,0.0889448912,0.0055590557,1.9456694956,47,20,253,13,18,648,48,3,1050,0.933651172,0.3972983711,0.2582439412,5.0258243941,0.357568534,12.8724672229,0.9535160906,0.0595947557,20.8581644815,53966,407,75.4178556869,50.34,32.46,50.34,1072.0301946762,64.2803652435,11.1374904434,0.0797253563
101701,4.0278061746,0.6951543652,12.8399100388,0.5315886322,0.4906971989,24.7393171131,3.8642404416,0.1226742997,47.3113882642,0.7822426938,0.1350063532,2.4936467598,0.1032401525,0.0952986023,4.8046378653,0.750476493,0.0238246506,9.1883735705,197,34,628,26,24,1210,189,6,2314,4.3855743544,0.7569011576,0.5788067676,13.9804096171,0.5342831701,26.9367764915,4.2074799644,0.1335707925,51.5138023152,25184,385,152.874841169,44.92,48.91,44.92,560.6411398041,85.0519063208,67.8229348482,0.2850580507
101702,1.6574585635,0.2491604377,3.9432347525,0.2491604377,0.2708265627,10.388906944,2.2099447514,0.0324991875,19.0011916369,0.8970450281,0.1348499062,2.1341463415,0.1348499062,0.146575985,5.6226547842,1.1960600375,0.0175891182,10.2837711069,153,23,364,23,25,959,204,3,1754,2.6955602537,0.4052149401,0.4052149401,6.4129668781,0.4404510218,16.895701198,3.5940803383,0.0528541226,30.9020436927,17056,129,75.6332082552,56.76,92.31,56.76,300.4933051445,87.5532938165,11.9200855613,0.0730457814
101704,4.579244722,0.223015165,12.2807017544,0.1932798097,0.4608980077,25.5129348796,2.3193577163,0.2081474874,45.7775795421,0.7907573813,0.0385109114,2.1206675225,0.0333761232,0.0795892169,4.405648267,0.4005134788,0.0359435173,7.9050064185,308,15,826,13,31,1716,156,14,3079,6.174819567,0.3007217322,0.2606255012,16.5597433841,0.6214915798,34.4025661588,3.1275060144,0.2806736167,61.7281475541,38950,363,93.1964056483,49.88,67.26,49.88,780.8740978348,86.3168679715,6.8795376767,0.0383232813
101801,0.6543075245,1.5267175573,12.1046892039,0.2181025082,1.5267175573,29.1166848419,3.0534351145,0.1090512541,48.3097055616,0.0439013683,0.1024365259,0.8121753128,0.0146337894,0.1024365259,1.9536108875,0.2048730519,0.0073168947,3.2413843565,6,14,111,2,14,267,28,1,443,0.7075471698,1.6509433962,0.2358490566,13.0896226415,1.6509433962,31.4858490566,3.3018867925,0.1179245283,52.2405660377,13667,92,67.3154313309,8.48,9.17,8.48,1611.6745283019,66.1212208576,1.1942104734,0.0089496435
101802,2.3839397742,1.5056461731,14.9309912171,1.0037641154,0.6273525721,25.0941028858,4.5169385194,0.1254705144,50.1882057716,0.1186906547,0.0749625187,0.7433783108,0.0499750125,0.0312343828,1.2493753123,0.2248875562,0.0062468766,2.4987506247,19,12,119,8,5,200,36,1,400,1.9547325103,1.2345679012,0.8230452675,12.2427983539,0.5144032922,20.5761316872,3.7037037037,0.1028806584,41.1522633745,16008,134,83.708145927,9.72,7.97,9.72,1646.9135802469,63.6697058972,20.0384400299,0.1359664277
101803,3.3333333333,0.9722222222,13.4027777778,0.4166666667,0.9027777778,25.8333333333,2.5694444444,0,47.4305555556,0.1910219675,0.0557147405,0.7680674944,0.0238777459,0.0517351162,1.4804202483,0.1472461,0,2.7180834129,48,14,193,6,13,372,37,0,683,2.2630834512,0.6600660066,0.2828854314,9.0994813767,0.6129184347,17.5388967468,1.7444601603,0,32.2017916077,25128,173,68.8475007959,21.21,14.4,21.21,1184.7241867044,63.5239602852,5.3235405108,0.0402166786
101804,1.8607442977,0.7803121248,5.2220888355,0.300120048,0.2400960384,11.1044417767,1.7406962785,0.0600240096,21.3085234094,0.1625760436,0.0681770506,0.4562617999,0.0262219425,0.020977554,0.9702118733,0.1520872666,0.0052443885,1.861757919,31,13,87,5,4,185,29,1,355,1.9387116948,0.8130081301,0.3126954346,5.4409005629,0.2501563477,11.5697310819,1.813633521,0.0625390869,22.2013758599,19068,103,54.0172015943,15.99,16.66,15.99,1192.4953095685,62.5745760717,8.5573744774,0.0733960374
101901,5.1502145923,1.0729613734,39.2703862661,1.2875536481,1.5021459227,82.1888412017,7.9399141631,0.2145922747,138.6266094421,0.2251407129,0.0469043152,1.7166979362,0.0562851782,0.0656660413,3.5928705441,0.3470919325,0.009380863,6.0600375235,24,5,183,6,7,383,37,1,646,2.0797227036,0.4332755633,0.5199306759,15.8578856153,0.6065857886,33.1889081456,3.2062391681,0.0866551127,55.979202773,10660,54,50.6566604128,11.54,4.66,11.54,923.7435008666,79.243510029,28.5868496163,0.2200678376
101902,1.0007251632,0.0435097897,4.6265409717,0.1305293691,0.1160261059,8.7454677302,1.6388687455,0.0290065265,16.3306744017,0.274550374,0.0119369728,1.269298106,0.0358109184,0.0318319274,2.3993315295,0.4496259749,0.0079579819,4.4803437848,69,3,319,9,8,603,113,2,1126,1.1890401516,0.0516973979,0.1550921937,5.4971566431,0.1378597277,10.3911769774,1.9472686541,0.0344649319,19.4037566776,25132,226,89.9251949706,58.03,68.95,58.03,433.0863346545,71.3666743575,18.5585206131,0.1150617244
101904,1.5088757396,0.2662721893,5.6213017751,0.1183431953,0.4437869822,11.2130177515,1.6568047337,0.0295857988,20.8579881657,0.3683640303,0.0650054171,1.3723365836,0.0288912965,0.1083423619,2.7374503431,0.404478151,0.0072228241,5.0920910076,51,9,190,4,15,379,56,1,705,1.0734582193,0.1894338034,0.0841928015,3.999158072,0.3157230057,7.9772679436,1.1786992212,0.0210482004,14.8389812671,13845,118,85.2293246659,47.51,33.8,47.51,291.4123342454,69.3333118301,15.8960128358,0.1028451196
101905,2.1714922049,0.2783964365,5.4565701559,0.1948775056,0.2227171492,10.6347438753,1.4476614699,0,20.4064587973,0.4013171434,0.0514509158,1.0084379502,0.0360156411,0.0411607327,1.9654249846,0.2675447623,0,3.7713521301,78,10,196,7,8,382,52,0,733,0.8533916849,0.1094091904,0.0765864333,2.1444201313,0.0875273523,4.1794310722,0.5689277899,0,8.0196936543,19436,121,62.2556081498,91.4,35.92,91.4,212.647702407,66.6283981914,4.3727900416,0.0339281045
101907,1.3179571664,0.2745744097,4.7775947282,0,0.6589785832,5.5464030752,1.8671059857,0,14.4426139484,0.2049005379,0.0426876121,0.7427644498,0,0.1024502689,0.8622897635,0.290275762,0,2.2453683941,24,5,87,0,12,101,34,0,263,0.6134969325,0.1278118609,0,2.2239263804,0.3067484663,2.581799591,0.8691206544,0,6.7229038855,11713,61,52.0788867071,39.12,18.21,39.12,299.4120654397,54.855277828,2.7763911209,0.0259635555
102004,2.5112107623,0.269058296,4.7533632287,0.5381165919,0.4484304933,19.1031390135,1.7040358744,0,29.3273542601,0.1681479702,0.018015854,0.3182800865,0.0360317079,0.0300264233,1.2791256306,0.1141004084,0,1.9637280807,28,3,53,6,5,213,19,0,327,2.1406727829,0.2293577982,0.4587155963,4.0519877676,0.3822629969,16.2844036697,1.4525993884,0,25,16652,125,75.0660581312,13.08,11.15,13.08,1273.0886850153,64.3218672788,10.7441908523,0.0770812165
102005,3.231292517,0.566893424,10.6575963719,0.7936507937,0.283446712,20.3514739229,2.7210884354,0.1700680272,38.7755102041,0.17582282,0.0308461088,0.5799068448,0.0431845523,0.0154230544,1.1073753046,0.1480613221,0.0092538326,2.1098738394,57,10,188,14,5,359,48,3,684,2.662307333,0.4670714619,0.6539000467,8.7809434844,0.233535731,16.7678654834,2.2419430173,0.1401214386,31.9476879963,32419,250,77.1152719084,21.41,17.64,21.41,1514.1989724428,64.2092540522,12.9060178563,0.0913218549
102006,2.6011560694,0.1445086705,7.225433526,0.1445086705,0.5780346821,24.2774566474,1.3005780347,0,36.2716763006,0.1892545474,0.0105141415,0.525707076,0.0105141415,0.0420565661,1.7663757754,0.0946272737,0,2.6390495216,18,1,50,1,4,168,9,0,251,1.1811023622,0.0656167979,0.0656167979,3.280839895,0.2624671916,11.0236220472,0.5905511811,0,16.469816273,9511,108,113.5527284197,15.24,6.92,15.24,624.0813648294,67.3882048832,46.1645235365,0.2551358761
102007,3.8305084746,0.406779661,14.1694915254,0.2711864407,0.7796610169,32.6101694915,2.6101694915,0.1016949153,54.7796610169,0.3394310775,0.0360457781,1.2555946051,0.0240305188,0.0690877414,2.8896698807,0.2312937431,0.0090114445,4.8541647893,113,12,418,8,23,962,77,3,1616,3.0773420479,0.3267973856,0.2178649237,11.3834422658,0.6263616558,26.1982570806,2.0969498911,0.0816993464,44.0087145969,33291,254,76.2968970593,36.72,29.5,36.72,906.6176470588,74.0882981727,2.2085988866,0.0146862787
102009,1.958118031,0.1903725863,6.1735110144,0.2447647539,0.3263530052,14.6586891488,1.9853141148,0.0543921675,25.5915148219,0.3476917133,0.033803361,1.0961947074,0.0434614642,0.0579486189,2.6028587985,0.3525207649,0.0096581031,4.5441375314,72,7,227,9,12,539,73,2,941,2.5695931478,0.249821556,0.3211991435,8.1013561742,0.4282655246,19.2362598144,2.6052819415,0.0713775874,33.5831548894,20708,222,107.2049449488,28.02,36.77,28.02,739.0435403283,72.3302908182,34.8746541306,0.1942496356
102105,2.7351710823,0.1716185777,8.8383567521,0.1716185777,0.2788801888,9.1494154242,1.9736136437,0.0536308055,23.372305052,0.4471330878,0.0280554094,1.4448535858,0.0280554094,0.0455900403,1.4957040154,0.3226372085,0.0087673154,3.8207960722,255,16,824,16,26,853,184,5,2179,0.3763115565,0.0236117055,0.0236117055,1.2160028334,0.0383690214,1.2587990496,0.2715346133,0.007378658,3.2156191432,57030,399,69.9631772751,677.63,93.23,677.63,84.1609728023,62.0670447213,7.8961325539,0.0598054933
102107,1.9376671579,0.300201954,9.5191310518,0.2347033459,0.6440696469,12.9250586758,2.128704765,0.0654986082,27.7550352055,0.2892339781,0.044810898,1.4209128387,0.0350339748,0.0961397448,1.9293128452,0.3177500041,0.0097769232,4.142971207,355,55,1744,43,118,2368,390,12,5085,0.7773155244,0.1204291658,0.0941537114,3.818699365,0.2583753011,5.185022991,0.8539522663,0.0262754543,11.1342237793,122738,772,62.8982059346,456.7,183.21,456.7,268.7497262974,63.6776082609,0.7794023263,0.0061575928
102201,3.1314168378,0.6673511294,18.249486653,0.5133470226,1.1036960986,27.4127310062,3.1570841889,0.1796714579,54.4147843943,0.3212470706,0.0684624905,1.8721857967,0.0526634542,0.1132264265,2.8122284541,0.3238802433,0.018432209,5.5823261448,122,26,711,20,43,1068,123,7,2120,2.1107266436,0.4498269896,0.3460207612,12.3010380623,0.7439446367,18.4775086505,2.1280276817,0.1211072664,36.678200692,37977,238,62.6695104932,57.8,38.96,57.8,657.0415224913,70.2992641421,7.629753649,0.0573800403
102202,1.4657980456,0.9229098806,13.8436482085,0.1628664495,0.5971769815,24.5385450597,2.5515743757,0.108577633,44.1910966341,0.091348919,0.0575159861,0.8627397909,0.0101498799,0.0372162263,1.5292485706,0.159014785,0.0067665866,2.7540007443,27,17,255,3,11,452,47,2,814,0.8737864078,0.5501618123,0.0970873786,8.2524271845,0.355987055,14.6278317152,1.5210355987,0.0647249191,26.3430420712,29557,165,55.824339412,30.9,18.42,30.9,956.5372168285,65.9262776639,10.1019382519,0.0829723782
102206,2.4064171123,0.1336898396,9.8930481283,0.2673796791,0.6684491979,20.7219251337,2.6737967914,0.1336898396,36.8983957219,0.2195389682,0.0121966093,0.9025490914,0.0243932187,0.0609830467,1.8904744481,0.2439321869,0.0121966093,3.3662641786,18,1,74,2,5,155,20,1,276,1.3264554164,0.0736919676,0.1473839352,5.4532056006,0.3684598379,11.4222549742,1.4738393515,0.0736919676,20.3389830508,8199,53,64.6420295158,13.57,7.48,13.57,604.2004421518,67.5984727414,2.9564432256,0.0223565638
102207,2.1956087824,0.5988023952,19.0119760479,0.3493013972,1.4471057884,31.9361277445,3.5928143713,0.1497005988,59.2814371257,0.231469304,0.063127992,2.0043137461,0.036824662,0.152559314,3.3668262402,0.378767952,0.015781998,6.2496712084,44,12,381,7,29,640,72,3,1188,1.6236162362,0.442804428,0.258302583,14.0590405904,1.0701107011,23.6162361624,2.6568265683,0.110701107,43.8376383764,19009,179,94.1659214057,27.1,20.04,27.1,701.4391143911,72.3265962687,21.839325137,0.1311730127
102208,2.4004683841,0.5269320843,14.6370023419,0.1756440281,0.9367681499,21.1943793911,1.8735362998,0,41.7447306792,0.3647686833,0.0800711744,2.2241992883,0.0266903915,0.1423487544,3.2206405694,0.2846975089,0,6.3434163701,41,9,250,3,16,362,32,0,713,1.6373801917,0.3594249201,0.1198083067,9.9840255591,0.6389776358,14.4568690096,1.2779552716,0,28.4744408946,11240,87,77.4021352313,25.04,17.08,25.04,448.8817891374,68.5547217153,8.847413516,0.060616635
102209,2.7510316369,1.0316368638,10.6602475928,0.4814305365,0.4126547455,21.3204951857,3.4387895461,0,40.0962861073,0.2651992309,0.0994497116,1.0276470198,0.0464098654,0.0397798846,2.0552940396,0.3314990387,0,3.8652787907,40,15,155,7,6,310,50,0,583,2.4067388688,0.9025270758,0.421179302,9.3261131167,0.3610108303,18.6522262335,3.008423586,0,35.0782190132,15083,114,75.5817808128,16.62,14.54,16.62,907.5210589651,67.7800579142,7.8017228986,0.0544198021
102210,3.8626609442,1.0729613734,12.8755364807,0.2145922747,1.0729613734,35.6223175966,3.8626609442,0.2145922747,58.7982832618,0.2762007058,0.0767224183,0.9206690195,0.0153444837,0.0767224183,2.5471842872,0.2762007058,0.0153444837,4.2043885223,18,5,60,1,5,166,18,1,274,2.5316455696,0.7032348805,0.1406469761,8.4388185654,0.7032348805,23.3473980309,2.5316455696,0.1406469761,38.5372714487,6517,39,59.8434862667,7.11,4.66,7.11,916.5963431786,72.6757321248,12.8322458582,0.0968330934
102302,2.8439283606,0.2755363117,13.314308207,0.2361739815,1.3383192285,22.6136587286,2.4601456406,0.0492029128,43.1312733714,0.3665605459,0.0355145166,1.7161121751,0.0304410142,0.1724990804,2.914727109,0.3170938978,0.006341878,5.559290217,289,28,1353,24,136,2298,250,5,4383,1.607073347,0.155702608,0.1334593783,7.5237724518,0.7562698104,12.7787354724,1.3902018573,0.0278040371,24.3730189624,78841,371,47.0567344402,179.83,101.62,179.83,438.4196185286,66.2532786636,19.1965442234,0.1694161328
102303,2.686239265,0.4893149591,13.760734971,0.279608548,1.4180147793,21.9292989814,2.9259037348,0.069902137,43.5590173757,0.3521495523,0.064146201,1.8039482641,0.036654972,0.1858930722,2.8747970885,0.3835680997,0.009163743,5.7103209928,269,49,1378,28,142,2196,293,7,4362,1.7204988807,0.3133994244,0.1790853854,8.813559322,0.90821874,14.045410937,1.8740006396,0.0447713463,27.8989446754,76388,356,46.6041786668,156.35,100.14,156.35,488.5705148705,65.1871327987,18.5829541319,0.1662289662
102401,3.1454375584,0.2802865151,9.1560261601,0.1557147306,0.3425724073,15.1043288695,3.1142946123,0.0934288384,31.3920896917,0.302214243,0.026929982,0.8797127469,0.0149611011,0.0329144225,1.4512268103,0.2992220227,0.0089766607,3.0161579892,101,9,294,5,11,485,100,3,1008,2.129005059,0.1897133221,0.1053962901,6.197301855,0.2318718381,10.2234401349,2.107925801,0.063237774,21.2478920742,33420,348,104.1292639138,47.44,32.11,47.44,704.4688026981,64.6031786905,39.5260852233,0.2342530258
102402,2.7520963234,0.4515158031,13.1369597936,0.4300150505,0.8815308536,20.0817028596,2.04257149,0.0860030101,39.8623951838,0.2568836799,0.0421449787,1.2262181906,0.040138075,0.0822830537,1.8744481015,0.1906558561,0.008027615,3.7207995505,128,21,611,20,41,934,95,4,1854,1.9084538542,0.3131057105,0.2981959147,9.1098851946,0.6113016252,13.9257492172,1.4164305949,0.0596391829,27.6427612942,49828,381,76.4630328329,67.07,46.51,67.07,742.9253019234,64.7026851292,11.7603477037,0.0833088081
102501,2.3169981546,0.2050440845,6.9920032807,0.2870617183,0.6151322534,16.4650399836,2.152962887,0.0410088169,29.075251179,0.4681415196,0.0414284531,1.4127102494,0.0579998343,0.1242853592,3.3267047808,0.4349987571,0.0082856906,5.8745546441,113,10,341,14,30,803,105,2,1418,3.6557748302,0.3235198965,0.4529278551,11.0320284698,0.9705596894,25.9786476868,3.396958913,0.0647039793,45.87512132,24138,326,135.0567569807,30.91,48.77,30.91,780.9123261081,73.0275845814,62.0291723993,0.2980963004
102502,2.2965879265,0.3280839895,5.1837270341,0.2624671916,0.5249343832,12.4015748031,1.7060367454,0,22.7034120735,0.1385864185,0.0197980598,0.3128093447,0.0158384478,0.0316768957,0.7483666601,0.1029499109,0,1.3700257375,35,5,79,4,8,189,26,0,346,1.2165450122,0.1737921446,0.1390337157,2.7459158846,0.2780674314,6.5693430657,0.9037191519,0,12.026416406,25255,257,101.7620273213,28.77,15.24,28.77,877.8241223497,59.8076464879,41.9543808334,0.259667423
102503,1.5645371578,0.4780530204,9.4741416775,0.4780530204,0.6084311169,20.0347674924,1.8687527162,0.086918731,34.5936549326,0.1891849283,0.0578065059,1.1456198434,0.0578065059,0.0735719165,2.4226181092,0.2259708865,0.0105102738,4.1830889695,36,11,218,11,14,461,43,2,796,1.628959276,0.4977375566,0.4977375566,9.8642533937,0.6334841629,20.8597285068,1.9457013575,0.0904977376,36.0180995475,19029,190,99.84760103,22.1,23.01,22.1,861.0407239819,70.6966884019,29.1509126281,0.1709286938
102504,1.8237082067,0.5319148936,7.0288753799,0.4559270517,0.6838905775,17.7811550152,1.8237082067,0.1139817629,30.2431610942,0.1893565821,0.0552290031,0.7298118269,0.0473391455,0.0710087183,1.8462266756,0.1893565821,0.0118347864,3.1401633201,48,14,185,12,18,468,48,3,796,1.7216642755,0.5021520803,0.4304160689,6.6355810617,0.6456241033,16.7862266858,1.7216642755,0.1076040172,28.5509325681,25349,277,109.2745275948,27.88,26.32,27.88,909.2180774749,67.2526389809,42.0218886138,0.2380477149
102601,5.062713797,0.950209046,14.1467122767,0.5397187381,0.5929304447,24.1429114405,2.8962371722,0.1520334474,48.4834663626,0.5372440831,0.1008340997,1.5012180759,0.0572737686,0.0629204782,2.5619928045,0.3073423358,0.0161334559,5.1449591017,666,125,1861,71,78,3176,381,20,6378,8.4700495994,1.5897240239,0.9029632456,23.667811268,0.9919877909,40.3917079995,4.8454788249,0.2543558438,81.114078596,123966,1238,99.8660923156,78.63,131.55,78.63,1576.5738267837,71.0256930253,28.8403992903,0.1687641055
102701,3,0.48,12.95,0.14,0.59,23.62,2.43,0.07,43.28,0.4305272524,0.0688843604,1.8584426394,0.0200912718,0.0846703596,3.389684567,0.3487270744,0.0100456359,6.2110731609,300,48,1295,14,59,2362,243,7,4328,3.1884366033,0.5101498565,0.1487937082,13.763418004,0.6270591986,25.1036241896,2.5826336486,0.0743968541,45.9985120629,69682,696,99.882322551,94.09,100,94.09,740.5887979594,75.5035159438,24.3788066072,0.1390009981
102801,2.8164838423,0.8301215535,10.554402609,0.5040023718,0.4743551734,27.2754224726,3.7058997925,0.17788319,46.338571005,0.2389155748,0.070417222,0.8953046802,0.0427533134,0.0402384126,2.3137087242,0.3143625984,0.0150894047,3.9307899303,95,28,356,17,16,920,125,6,1563,4.1214750542,1.2147505423,0.737527115,15.4446854664,0.694143167,39.9132321041,5.4229934924,0.2603036876,67.8091106291,39763,172,43.2562935392,23.05,33.73,23.05,1725.0759219089,72.7195528184,29.4632592792,0.2540465123
102802,2.1172638436,0.9771986971,9.1748099891,0.542888165,0.2714440825,22.8013029316,3.0401737242,0.108577633,39.0336590662,0.1850885103,0.0854254663,0.8020502112,0.0474585924,0.0237292962,1.9932608799,0.2657681173,0.0094917185,3.412272792,39,18,169,10,5,420,56,2,719,2.3325358852,1.0765550239,0.5980861244,10.1076555024,0.2990430622,25.1196172249,3.3492822967,0.1196172249,43.0023923445,21071,133,63.1199278629,16.72,18.42,16.72,1260.2272727273,70.6259423915,7.5060145286,0.0561214676
102803,1.6927899687,0.5015673981,5.7053291536,0.3448275862,0.3448275862,16.6144200627,1.724137931,0.1253918495,27.0532915361,0.2746274729,0.0813711031,0.9255962976,0.0559426334,0.0559426334,2.6954177898,0.2797131669,0.0203427758,4.3889538728,54,16,182,11,11,530,55,4,863,1.9536903039,0.5788712012,0.3979739508,6.5846599132,0.3979739508,19.1751085384,1.989869754,0.1447178003,31.2228654124,19663,127,64.5883130753,27.64,31.9,27.64,711.3965267728,75.7628316799,11.1745186045,0.0796182933
102902,3.3470120544,0.3718902283,11.0541164401,0.2051808156,0.4744806361,19.9410105155,2.1928699667,0.0512952039,37.6378558605,0.5891913856,0.0654657095,1.9459117793,0.0361190121,0.0835252156,3.5103164928,0.3860219423,0.009029753,6.6255812904,261,29,862,16,37,1555,171,4,2935,4.361631016,0.4846256684,0.2673796791,14.4050802139,0.618315508,25.9859625668,2.8576203209,0.0668449198,49.047459893,44298,138,31.1526479751,59.84,77.98,59.84,740.2740641711,75.513833532,44.361185557,0.4158868365
