addrcode,predicted,actual
100101,119.724916374155,61.1396429444852
100102,70.622106484011,37.9768686345589
100103,73.2696202598366,64.6678424456203
100104,70.8576048543026,75.7796560769456
100105,95.6351397512476,54.8780487804878
100106,72.6600314167997,63.5593220338984
100107,98.6421102633073,66.9423114786375
100108,67.0846614918444,85.3374709076803
100109,71.9268359279118,84.1167738743196
100110,84.504609686436,60.1719197707735
100111,74.2636972315751,61.2848689771766
100112,95.9876792681399,63.6729222520107
100201,64.3653510102507,106.779418088004
100202,65.0687420808725,67.2413793103449
100203,72.3637268094914,94.2996397541853
100204,59.0246724093007,92.28740936058
100301,63.1490742552717,70.7251327764285
100302,54.3863884927509,93.5307872174591
100303,49.3307902668841,48.7362575087839
100304,59.4937466478229,53.3873343151694
100305,66.5370249855032,61.2763413540577
100306,64.0420461322953,53.344040380865
100307,55.625247524341,52.1529820807703
100401,67.8151976874228,63.6302746148694
100402,71.8151821967087,36.3188673437981
100403,84.839923740405,44.9017773620206
100404,92.9777218864108,99.9310820124052
100405,75.0756826544172,70.8241353936718
100502,76.0888590410853,72.2514726580826
100508,75.5199133111989,46.0421649299885
100601,82.1385999349843,100.202643062272
100608,94.5842149152111,133.470679125892
100701,67.4947665664875,63.4381195128858
100702,77.1759290858099,85.268267086449
100703,94.2352163828594,138.636738735765
100704,76.7863952447763,59.1553924522101
100801,65.0826134717296,84.0968997113091
100802,72.2664041701092,72.662462297779
100803,73.4989441621682,80.5547058223718
100804,72.1863094124484,61.2046181666435
100805,71.0938314465797,56.739551619153
101001,73.2982172332645,72.2401675971888
101002,53.0685380586722,79.8826582421302
101102,56.6263718155936,62.2471675299668
101103,51.9365352703319,55.5447910611639
101104,55.6797324254281,70.8980418636057
101105,59.7384604893737,37.0762711864407
101106,52.7596834464959,47.6847785167524
101203,69.9058249825779,73.0656978998714
101204,61.1435950673603,88.3016646499002
101301,65.8836552139147,48.1770833333333
101302,72.8682980747784,68.4708183893055
101303,69.2876193531059,59.4635627530365
101401,74.1318772342379,95.2816842806025
101501,75.6493909833039,66.3811563169165
101502,59.0880979368294,42.5431340108721
101503,63.8819775991618,75.3321462813314
101504,66.7862862616526,228.444236176195
101505,67.9125057167669,64.6026328620185
101506,66.781816576666,61.20020400068
101507,62.6483262880828,45.7278877474317
101601,69.0576804532071,91.9474175705767
101602,64.2803652435324,75.4178556869141
101701,85.0519063207619,152.874841168996
101702,87.5532938164747,75.6332082551595
101704,86.316867971549,93.196405648267
101801,66.121220857569,67.3154313309432
101802,63.6697058971659,83.7081459270365
101803,63.5239602851507,68.8475007959249
101804,62.5745760716795,54.0172015942942
101901,79.2435100290404,50.656660412758
101902,71.366674357485,89.9251949705554
101904,69.3333118301314,85.2293246659444
101905,66.6283981914142,62.255608149825
101907,54.855277827961,52.0788867070776
102004,64.3218672788411,75.0660581311555
102005,64.2092540521864,77.1152719084488
102006,67.3882048831836,113.552728419725
102007,74.0882981726734,76.2968970592653
102009,72.330290818175,107.204944948812
102105,62.0670447212602,69.9631772751184
102107,63.6776082608644,62.8982059345924
102201,70.2992641421484,62.6695104931933
102202,65.9262776639179,55.8243394119836
102206,67.5984727414225,64.6420295157946
102207,72.3265962686773,94.16592140565
102208,68.5547217152785,77.4021352313168
102209,67.7800579141961,75.5817808128356
102210,72.6757321248373,59.8434862666871
102302,66.2532786636184,47.0567344402024
102303,65.1871327986968,46.6041786668063
102401,64.6031786905324,104.129263913824
102402,64.7026851292408,76.4630328329453
102501,73.0275845814224,135.056756980694
102502,59.8076464879112,101.762027321323
102503,70.6966884019152,99.8476010300068
102504,67.2526389809461,109.274527594777
102601,71.025693025312,99.8660923156349
102701,75.5035159437949,99.8823225510175
102801,72.7195528184173,43.2562935392199
102802,70.6259423915268,63.1199278629395
102803,75.7628316798509,64.5883130753191
102902,75.5138335320409,31.1526479750779
103001,96.6694104864846,135.932056740818
103002,73.2224637351347,60.3040119611264
103003,81.1899123066638,103.717395769152
103004,72.0260364066639,118.345093008339
103005,78.3768356300319,101.60739568585
103101,63.3384616899646,83.8886711093689
103102,62.7331624174808,51.0015522211546
103103,74.1018191281075,76.7013145018382
103201,67.2836148931936,94.737095531587
103203,63.2728729860484,61.3758417867189
103301,63.4199191889246,87.0582120582121
103302,88.0446782342191,82.1482201218974
103303,73.996977632319,57.9869635147719
103401,78.7319304978536,108.920650566782
103501,73.6971980304014,70.0847412460694
103502,65.0604013442893,56.2176748369687
103503,77.443819285776,75.7458306571283
103504,72.6008598701359,106.169702103628
103602,74.4019402619019,77.5008752665584
103604,75.0788359421418,37.1833321142077
103605,69.0749478104684,20.8055925432756
103701,63.8603720394345,72.5156391024245
103702,93.9260408039032,91.743119266055
103703,65.0248968389561,73.4303422258152
103704,70.7223014085817,91.3854027050079
103801,93.2318909824337,117.636975294092
103802,101.751462593226,74.831899356518
103901,102.227333368951,153.274500696702
103902,75.1954870742147,85.9738699504431
103903,72.9321392280952,171.789436495319
104001,79.5712352522443,134.912383029442
104003,64.0279010027948,54.3937211266206
104004,57.3406369679266,56.7031959983199
104101,86.6249736027156,68.5214339174646
104102,73.2929800879301,70.1217341781163
104201,67.6018918230226,36.7614322966355
104202,57.1951527402429,33.5142920452028
104203,62.2797395046475,43.7802813612749
104301,73.0335995859079,84.2905184085251
