addrcode,predicted,actual
800101,87.8318815946744,87.68716516324
800102,73.3354806597973,77.1001150747986
800103,73.4250487632649,68.4048219792543
800106,48.5678720798642,37.9112143818027
800107,49.5591271590474,73.2330018812147
800108,65.4173669982126,61.3685179502915
800112,54.2420289067142,35.5685741186316
800113,55.8790507908339,41.2591687041565
800114,33.0629376538208,55.8547775782965
800115,63.9321010875559,63.5668880794229
800116,49.790289039712,72.4569492801355
800118,73.0959407785442,68.1673144978825
800119,37.9550224265713,17.5406203840473
800120,46.7562426857443,49.9547042836806
800121,42.4850869032527,60.8228980322003
800122,47.1494138933317,53.6534351839222
800201,46.9799694043571,70.906512490455
800202,51.0648009719735,52.1235521235521
800203,45.9956719936095,75.9799689172854
800204,47.8204406257424,61.2401122735391
800205,46.873560922729,81.87967248131
800301,45.9344591469435,77.4278215223097
800302,46.6166132231964,88.3602378929481
800303,48.4866898944445,58.9415600702283
800304,46.1561402877571,63.5616438356164
800305,44.5006594810109,64.1025641025641
800401,47.6513670845829,72.391412880679
800403,46.2201019691189,53.8428137212332
800404,48.2941567635527,47.4769397721107
800405,45.6795390290195,33.2438307121852
800406,46.3333604324443,62.6506024096386
800407,44.8008490066038,40.8777969018933
800409,47.156392250883,69.1031941031942
800410,46.4034895504696,60.3795284646348
800415,50.4116399227999,31.6344463971881
800416,54.3730351851728,54.9450549450549
800501,48.117448779249,103.184486746131
800502,43.4833389991238,93.8628158844765
800503,46.8093512880072,74.4992672203225
800504,47.4589396922545,71.2105798575788
800505,45.347885893616,40.211108318673
800601,49.3688210209091,42.0075171346451
800603,45.433573672661,46.1538461538462
800604,45.6023969448705,56.497175141243
800605,43.3329610027776,43.3682688832671
800606,40.9909363422403,20.4359673024523
800607,43.4769526148512,42.288003561095
800610,42.1218964726263,53.9568345323741
800611,45.7412194535928,41.117255068765
800612,44.3158221036754,50.1646026022887
800613,45.840301966688,38.2939389937937
800701,45.5656988058333,24.4421666798076
800702,44.7168816229372,31.2760633861551
800703,42.4736428286409,40.127300401273
800704,45.5738409982979,22.8679042238364
800705,45.6530629906712,17.4689440993789
800706,46.0039646695545,26.6367587270434
800707,44.2082232018596,30.467163168585
800708,44.9026377786542,17.799532762265
800709,42.7789227686153,42.3092670943088
800710,45.0934014431527,36.8007850834151
800711,45.7216981946252,27.4641440341776
800801,52.6811032002946,21.8878248974008
800802,46.9046928121052,29.9504665361133
800803,47.2058405547034,37.9229871645274
800804,47.7751318210349,38.1372942593336
800806,49.2830943985416,33.5232986925914
800807,48.8279784876496,37.2714486638537
800809,45.6809791645967,48.2064369771728
800810,50.1599201850019,61.2890470541716
800811,42.2035218860478,26.6914239294418
800813,51.5285615387521,53.932584269663
800901,62.6228217482936,43.4668932609974
800902,61.0357473577206,51.9343670028602
800903,49.2602723797324,52.6793823796549
800904,45.8128033300388,37.9119276757072
800905,47.3805214342018,36.1757105943152
800906,46.657364743966,41.5863677857794
800907,47.0796067099593,51.063829787234
800908,44.3317352008917,34.1494845360825
800909,47.5858442360554,47.4410580793559
800910,45.0849501542905,42.2322775263952
800911,45.9740877631788,65.3221197027843
800912,46.2083543639263,66.6243654822335
800913,46.7901524448842,49.5189586870402
801001,47.3372662497044,97.436797752809
801002,48.0898088714296,92.6695972436735
801003,45.1458885412358,112.280701754386
801101,47.7543873773498,39.5946580766391
801102,46.2832024176667,12.4555160142349
801103,45.866153210236,17.2099615306742
801104,46.3037330740807,50.3561778432817
801105,45.8641231031292,39.8307194423699
801106,48.1907559998169,9.86301369863011
801107,45.2594094282487,27.402437872059
801202,39.8706720683005,7.14158186038208
801203,43.6197146038517,28.6217525319243
801204,43.3215269598835,11.2994350282486
801205,39.36547155059,19.7076695680735
801206,43.9319012039355,11.6595413913719
801207,39.9828012724729,13.1199160325374
801208,40.3788319306668,24.0673886883273
801209,36.6477282252957,54.6991546494282
801210,31.1098289238939,27.7808645405045
801211,31.8532695751905,46.5657741559953
801212,25.0454216167568,19.8685618217943
801213,44.3006662270487,18.8146754468485
801214,46.4187208472366,48.1442577030812
801215,38.3556827675767,16.3185378590078
801216,32.1699785447904,52.3560209424084
801217,36.5236790610201,22.5733634311512
801218,39.2586749490696,36.2976406533576
801301,45.5189117041456,29.5230885692657
801303,40.9411584135079,28.0238654854457
801304,43.8764332637716,29.1088222122705
801305,46.7209789505774,46.0613631040675
801306,43.933658676386,37.0503167204494
801401,48.4560539460279,44.5448676565526
801402,45.1274526677831,33.9839665388637
801403,45.4787036506528,30.016509079994
801404,46.8075246628355,34.7530914087125
801405,46.8304999085884,44.5026178010471
801406,45.9352827322087,41.4528227398342
801407,44.9401701237311,13.71058207653
801408,46.2236479975748,46.0421462723571
801409,45.1981596044999,21.4918957643055
801501,46.0637456431762,56.5832426550599
801502,45.4180768648042,29.1067855193742
801601,45.4122252727014,40.9709338280767
801602,49.452686133772,54.7497838824321
801603,45.9570534212581,60.2795947159164
801604,45.8325411420848,63.3322507307568
801605,44.9047032612526,51.7110266159696
801606,36.4638360159343,16.6343221513723
801607,40.9090246215151,10.0806451612903
801608,43.1296319684973,33.6247478143914
801609,44.1027101114836,20.0481154771451
801610,39.3090674903361,18.2398540811674
801611,43.6364048761808,78.4883720930232
801701,44.4680091832223,71.5665927145209
801702,44.7977068298069,84.1316629820683
801703,45.3466974910946,46.6562986003111
801704,43.7721752022467,49.6407576747224
801801,44.3858905485641,19.1497510532363
801802,44.8217211396106,34.706154558075
801803,45.3299648606843,27.0578182853888
801901,51.2897753519623,74.5804847731511
