addrcode,predicted,actual
810103,55.3651968603659,108.458591217212
810105,71.9203157951976,128.902893153824
810106,85.1319919208055,171.795637884673
810111,116.463762726833,149.770759042282
810115,109.739581905483,146.543712917292
810116,134.915063257805,202.802074463968
810117,41.6039669981513,94.0991962360321
810118,141.381934427469,133.065986146555
810201,66.2573929875328,34.0136054421769
810202,3.70330729160562,17.1057133082449
810203,23.7163030719186,20.5050723073603
810204,46.1356130278628,43.4201736806947
810205,26.7219901893328,14.8667303812254
810206,36.4667871273413,13.6054421768707
810303,69.2463137425266,77.1084337349397
810304,32.9959062845286,39.344262295082
810305,26.1707684943633,36.9970710652073
810401,61.859623950939,47.3644003055768
810402,66.9905417432002,80.2097794231066
810403,70.2436138314879,61.4083656314492
810404,15.7597152136183,47.3449684366877
810405,95.4412431677364,92.151584178919
810406,85.7061358209753,41.3844996237773
810407,51.1642070488328,58.7674714104193
810501,26.1443105894658,21.8693543786251
810503,45.0372443188529,40.4203718674212
810504,86.1239713745548,63.173007896626
810505,34.8732741704952,95.9010054137664
810506,73.2720893976974,34.8712446351931
810507,41.8585527426367,36.7816091954023
810508,11.6812917541602,30.6670074111935
810509,92.2139475593882,53.4230312623665
810601,59.7432068374413,16.6362563056778
810602,36.4697975708195,9.2980009298001
810603,51.9421100590345,36.7550538199003
810604,61.5978199359178,25.5406095692151
810701,52.8512906393232,30.126963632451
810702,72.9260634516892,47.8311067128484
810703,5.27991451289711,56.4402338238259
810704,45.9988806304225,23.1719876416066
810801,68.4650831685064,32.8542094455852
810803,41.8472976228635,29.0822921154675
810804,11.6287955519244,20.7864195392344
810805,28.7941718255814,23.2738557020946
810806,63.8686348580174,11.6414435389988
810807,30.7229529597404,19.1815856777493
810808,61.1991979636554,18.8781014023732
