addrcode,subdistrict_th,subdistrict_en,district_code,district_th,district_en,province_code,province_th,province_en,LAT,LONG,Population
450710,คำนาดี,,4507,โพนทอง,Phon Thong,45,ร้อยเอ็ด,Roi Et,16.396,103.915,0
450711,พรมสวรรค์,Phrom Sawan,4507,โพนทอง,Phon Thong,45,ร้อยเอ็ด,Roi Et,16.199,104.084,0
450712,สระนกแก้ว,Sa Nok Kaeo,4507,โพนทอง,Phon Thong,45,ร้อยเอ็ด,Roi Et,16.271,103.986,0
450713,วังสามัคคี,Wang Samakkhi,4507,โพนทอง,Phon Thong,45,ร้อยเอ็ด,Roi Et,16.267,104.041,0
450714,โคกสูง,Khok Sung,4507,โพนทอง,Phon Thong,45,ร้อยเอ็ด,Roi Et,16.206,103.873,0
450801,ขามเปี้ย,Kham Pia,4508,โพธิ์ชัย,Pho Chai,45,ร้อยเอ็ด,Roi Et,16.334,103.748,0
450802,เชียงใหม่,Chiang Mai,4508,โพธิ์ชัย,Pho Chai,45,ร้อยเอ็ด,Roi Et,16.242,103.804,0
450803,บัวคำ,Bua Kham,4508,โพธิ์ชัย,Pho Chai,45,ร้อยเอ็ด,Roi Et,16.281,103.812,0
450804,อัคคะคำ,Ak Khakham,4508,โพธิ์ชัย,Pho Chai,45,ร้อยเอ็ด,Roi Et,16.385,103.746,0
450805,สะอาด,Sa-At,4508,โพธิ์ชัย,Pho Chai,45,ร้อยเอ็ด,Roi Et,16.209,103.767,0
450806,คำพอุง,Kham Pha-Ung,4508,โพธิ์ชัย,Pho Chai,45,ร้อยเอ็ด,Roi Et,16.423,103.84,0
450807,หนองตาไก้,Nong Ta Kai,4508,โพธิ์ชัย,Pho Chai,45,ร้อยเอ็ด,Roi Et,16.256,103.76,0
450808,ดอนโอง,Don Ong,4508,โพธิ์ชัย,Pho Chai,45,ร้อยเอ็ด,Roi Et,16.206,103.826,0
450809,โพธิ์ศรี,Pho Si,4508,โพธิ์ชัย,Pho Chai,45,ร้อยเอ็ด,Roi Et,16.344,103.83,0
450901,หนองพอก,Nong Phok,4509,หนองพอก,Nong Phok,45,ร้อยเอ็ด,Roi Et,16.318,104.159,0
450902,บึงงาม,Bueng Ngam,4509,หนองพอก,Nong Phok,45,ร้อยเอ็ด,Roi Et,16.388,104.3,0
450903,ภูเขาทอง,Phu Khao Thong,4509,หนองพอก,Nong Phok,45,ร้อยเอ็ด,Roi Et,16.398,104.228,0
450904,กกโพธิ์,Kok Pho,4509,หนองพอก,Nong Phok,45,ร้อยเอ็ด,Roi Et,16.296,104.113,0
450905,โคกสว่าง,Khok Sawang,4509,หนองพอก,Nong Phok,45,ร้อยเอ็ด,Roi Et,16.268,104.275,0
450906,หนองขุ่นใหญ่,Nong Khun Yai,4509,หนองพอก,Nong Phok,45,ร้อยเอ็ด,Roi Et,16.234,104.146,0
450907,รอบเมือง,Rop Mueang,4509,หนองพอก,Nong Phok,45,ร้อยเอ็ด,Roi Et,16.283,104.207,0
450908,ผาน้ำย้อย,Pha Nam Yoi,4509,หนองพอก,Nong Phok,45,ร้อยเอ็ด,Roi Et,16.331,104.289,0
450909,ท่าสีดา,Tha Si Da,4509,หนองพอก,Nong Phok,45,ร้อยเอ็ด,Roi Et,16.2,104.215,0
451001,กลาง,Klang,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.024,103.921,0
451002,นางาม,Na Ngam,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,15.911,103.94,0
451003,เมืองไพร,Mueang Phrai,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.001,103.993,0
451004,นาแซง,Na Saeng,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.144,103.968,0
451005,นาเมือง,Na Mueang,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.074,103.94,0
451006,วังหลวง,Wang Luang,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.09,103.995,0
451007,ท่าม่วง,Tha Muang,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.124,103.893,0
451008,ขวาว,Khwao,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,15.946,103.99,0
451009,โพธิ์ทอง,Pho Thong,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.136,104.138,0
451010,ภูเงิน,Phu Ngoen,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.04,104.078,0
451011,เกาะแก้ว,Ko Kaeo,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.161,103.868,0
451012,นาเลิง,Na Loeng,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,15.933,103.915,0
451013,เหล่าน้อย,Lao Noi,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.095,104.06,0
451014,ศรีวิสัย,Si Wilai,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.132,104.079,0
451015,หนองหลวง,Nong Luang,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.148,103.923,0
451016,พรสวรรค์,Phon Sawan,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.184,104.148,0
451017,ขวัญเมือง,Khwan Mueang,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.028,103.958,0
451018,บึงเกลือ,Bueng Kluea,4510,เสลภูมิ,Selaphum,45,ร้อยเอ็ด,Roi Et,16.02,104.021,0
451101,สระคู,Sa Khu,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.552,103.766,0
451102,ดอกไม้,Dokmai,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.654,103.774,0
451103,นาใหญ่,Na Yai,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.704,103.75,0
451104,หินกอง,Hin Kong,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.599,103.73,0
451105,เมืองทุ่ง,Mueang Thung,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.627,103.85,0
451106,หัวโทน,Hua Thon,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.736,103.877,0
451107,บ่อพันขัน,Bo Phan Khan,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.604,103.898,0
451108,ทุ่งหลวง,Thung Luang,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.482,103.713,0
451109,หัวช้าง,Hua Chang,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.645,103.915,0
451110,น้ำคำ,Nam Kham,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.734,103.824,0
451111,ห้วยหินลาด,Huai Hin Lat,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.685,103.879,0
451112,ช้างเผือก,Chang Phueak,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.681,103.938,0
451113,ทุ่งกุลา,Thung Kula,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.482,103.805,0
451114,ทุ่งศรีเมือง,Thung Si Mueang,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.575,103.877,0
451115,จำปาขัน,Champa Khan,4511,สุวรรณภูมิ,Suwannaphum,45,ร้อยเอ็ด,Roi Et,15.591,103.928,0
451201,หนองผือ,Nong Phue,4512,เมืองสรวง,Mueang Suang,45,ร้อยเอ็ด,Roi Et,15.817,103.714,0
451202,หนองหิน,Nong Hin,4512,เมืองสรวง,Mueang Suang,45,ร้อยเอ็ด,Roi Et,15.786,103.797,0
451203,คูเมือง,Khu Mueang,4512,เมืองสรวง,Mueang Suang,45,ร้อยเอ็ด,Roi Et,15.749,103.722,0
451204,กกกุง,Kok Kung,4512,เมืองสรวง,Mueang Suang,45,ร้อยเอ็ด,Roi Et,15.77,103.758,0
451205,เมืองสรวง,Mueang Suang,4512,เมืองสรวง,Mueang Suang,45,ร้อยเอ็ด,Roi Et,15.817,103.755,0
451301,โพนทราย,Phon Sai,4513,โพนทราย,Phon Sai,45,ร้อยเอ็ด,Roi Et,15.497,104.005,0
451302,สามขา,Sam Kha,4513,โพนทราย,Phon Sai,45,ร้อยเอ็ด,Roi Et,15.474,103.944,0
451303,ศรีสว่าง,Si Sawang,4513,โพนทราย,Phon Sai,45,ร้อยเอ็ด,Roi Et,15.533,103.868,0
451304,ยางคำ,Yang Kham,4513,โพนทราย,Phon Sai,45,ร้อยเอ็ด,Roi Et,15.443,103.971,0
451305,ท่าหาดยาว,Tha Hat Yao,4513,โพนทราย,Phon Sai,45,ร้อยเอ็ด,Roi Et,15.493,103.91,0
451401,อาจสามารถ,At Samat,4514,อาจสามารถ,At Samat,45,ร้อยเอ็ด,Roi Et,15.864,103.85,0
451402,โพนเมือง,Phon Mueang,4514,อาจสามารถ,At Samat,45,ร้อยเอ็ด,Roi Et,15.913,103.881,0
451403,บ้านแจ้ง,Ban Chaeng,4514,อาจสามารถ,At Samat,45,ร้อยเอ็ด,Roi Et,15.865,103.925,0
451404,หน่อม,Nom,4514,อาจสามารถ,At Samat,45,ร้อยเอ็ด,Roi Et,15.808,103.955,0
451405,หนองหมื่นถ่าน,Nong Muen Than,4514,อาจสามารถ,At Samat,45,ร้อยเอ็ด,Roi Et,15.755,103.937,0
451406,หนองขาม,Nong Kham,4514,อาจสามารถ,At Samat,45,ร้อยเอ็ด,Roi Et,15.8,103.867,0
451407,โหรา,Hora,4514,อาจสามารถ,At Samat,45,ร้อยเอ็ด,Roi Et,15.854,103.802,0
451408,หนองบัว,Nong Bua,4514,อาจสามารถ,At Samat,45,ร้อยเอ็ด,Roi Et,15.861,103.765,0
451409,ขี้เหล็ก,Khi Lek,4514,อาจสามารถ,At Samat,45,ร้อยเอ็ด,Roi Et,15.903,103.791,0
451501,เมยวดี,Moei Wadi,4515,เมยวดี,Moei Wadi,45,ร้อยเอ็ด,Roi Et,16.395,104.167,0
451502,ชุมพร,Chumphon,4515,เมยวดี,Moei Wadi,45,ร้อยเอ็ด,Roi Et,16.342,104.067,0
451503,บุ่งเลิศ,Bung Loet,4515,เมยวดี,Moei Wadi,45,ร้อยเอ็ด,Roi Et,16.416,104.123,0
451504,ชมสะอาด,Chom Sa-At,4515,เมยวดี,Moei Wadi,45,ร้อยเอ็ด,Roi Et,16.393,104.098,0
451601,โพธิ์ทอง,Pho Thong,4516,ศรีสมเด็จ,Si Somdet,45,ร้อยเอ็ด,Roi Et,15.973,103.535,0
451602,ศรีสมเด็จ,Si Somdet,4516,ศรีสมเด็จ,Si Somdet,45,ร้อยเอ็ด,Roi Et,15.98,103.474,0
451603,เมืองเปลือย,Mueang Plueai,4516,ศรีสมเด็จ,Si Somdet,45,ร้อยเอ็ด,Roi Et,16.011,103.551,0
451604,หนองใหญ่,Nong Yai,4516,ศรีสมเด็จ,Si Somdet,45,ร้อยเอ็ด,Roi Et,16.044,103.541,0
451605,สวนจิก,Suan Chik,4516,ศรีสมเด็จ,Si Somdet,45,ร้อยเอ็ด,Roi Et,16.034,103.492,0
451606,โพธิ์สัย,Pho Sai,4516,ศรีสมเด็จ,Si Somdet,45,ร้อยเอ็ด,Roi Et,16.096,103.475,0
451607,หนองแวงควง,Nong Waeng Khuang,4516,ศรีสมเด็จ,Si Somdet,45,ร้อยเอ็ด,Roi Et,15.95,103.506,0
451608,บ้านบาก,Ban Bak,4516,ศรีสมเด็จ,Si Somdet,45,ร้อยเอ็ด,Roi Et,15.987,103.518,0
451701,ดินดำ,Din Dam,4517,จังหาร,Changhan,45,ร้อยเอ็ด,Roi Et,16.183,103.679,0
451702,ปาฝา,Pa Fa,4517,จังหาร,Changhan,45,ร้อยเอ็ด,Roi Et,16.14,103.637,0
451703,ม่วงลาด,Muang Lat,4517,จังหาร,Changhan,45,ร้อยเอ็ด,Roi Et,16.204,103.543,0
451704,จังหาร,Changhan,4517,จังหาร,Changhan,45,ร้อยเอ็ด,Roi Et,16.14,103.594,0
451705,ดงสิงห์,Dong Sing,4517,จังหาร,Changhan,45,ร้อยเอ็ด,Roi Et,16.175,103.58,0
451706,ยางใหญ่,Yang Yai,4517,จังหาร,Changhan,45,ร้อยเอ็ด,Roi Et,16.132,103.679,0
451707,ผักแว่น,Phak Waen,4517,จังหาร,Changhan,45,ร้อยเอ็ด,Roi Et,16.174,103.535,0
451708,แสนชาติ,Saen Chat,4517,จังหาร,Changhan,45,ร้อยเอ็ด,Roi Et,16.176,103.639,0
451801,เชียงขวัญ,,4518,เชียงขวัญ,Chiang Khwan,45,ร้อยเอ็ด,Roi Et,16.191,103.724,0
451802,พลับพลา,Phlapphla,4518,เชียงขวัญ,Chiang Khwan,45,ร้อยเอ็ด,Roi Et,16.135,103.782,0
451803,พระธาตุ,Phrathat,4518,เชียงขวัญ,Chiang Khwan,45,ร้อยเอ็ด,Roi Et,16.16,103.769,0
451804,พระเจ้า,Phrachao,4518,เชียงขวัญ,Chiang Khwan,45,ร้อยเอ็ด,Roi Et,16.128,103.741,0
451805,หมูม้น,,4518,เชียงขวัญ,Chiang Khwan,45,ร้อยเอ็ด,Roi Et,16.101,103.705,0
451806,บ้านเขือง,,4518,เชียงขวัญ,Chiang Khwan,45,ร้อยเอ็ด,Roi Et,16.15,103.71,0
451901,หนองฮี,Nong Hi,4519,หนองฮี,Nong Hi,45,ร้อยเอ็ด,Roi Et,15.621,104,0
451902,สาวแห,Sao Hae,4519,หนองฮี,Nong Hi,45,ร้อยเอ็ด,Roi Et,15.55,104.062,0
451903,ดูกอึ่ง,Duk Ueng,4519,หนองฮี,Nong Hi,45,ร้อยเอ็ด,Roi Et,15.559,104.016,0
451904,เด่นราษฎร์,Den Rat,4519,หนองฮี,Nong Hi,45,ร้อยเอ็ด,Roi Et,15.582,103.965,0
452001,ทุ่งเขาหลวง,,4520,ทุ่งเขาหลวง,Thung Khao Luang,45,ร้อยเอ็ด,Roi Et,16.032,103.853,0
452002,เทอดไทย,Thoet Thai,4520,ทุ่งเขาหลวง,Thung Khao Luang,45,ร้อยเอ็ด,Roi Et,15.963,103.866,0
452003,บึงงาม,Bueng Ngam,4520,ทุ่งเขาหลวง,Thung Khao Luang,45,ร้อยเอ็ด,Roi Et,15.986,103.894,0
452004,มะบ้า,,4520,ทุ่งเขาหลวง,Thung Khao Luang,45,ร้อยเอ็ด,Roi Et,16.039,103.889,0
452005,เหล่า,Lao,4520,ทุ่งเขาหลวง,Thung Khao Luang,45,ร้อยเอ็ด,Roi Et,15.965,103.827,0
460101,กาฬสินธุ์,Kalasin,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.437,103.522,0
460102,เหนือ,Nuea,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.442,103.574,0
460103,หลุบ,Lup,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.393,103.512,0
460104,ไผ่,Phai,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.522,103.575,0
460105,ลำปาว,Lampao,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.591,103.496,0
460106,ลำพาน,Lamphan,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.457,103.484,0
460107,เชียงเครือ,Chiang Khruea,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.434,103.612,0
460108,บึงวิชัย,Bueng Wichai,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.5,103.499,0
460109,ห้วยโพธิ์,Huai Pho,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.392,103.578,0
460111,ภูปอ,Phu Po,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.59,103.615,0
460113,ภูดิน,Phu Din,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.636,103.528,0
460115,หนองกุง,Nong Kung,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.534,103.526,0
460116,กลางหมื่น,Klang Muen,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.518,103.641,0
460117,ขมิ้น,Khamin,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.607,103.569,0
460119,โพนทอง,Phon Thong,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.478,103.548,0
460120,นาจารย์,Na Chan,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.561,103.643,0
460121,ลำคลอง,Lam Khlong,4601,เมืองกาฬสินธุ์,Mueang Kalasin,46,กาฬสินธุ์,Kalasin,16.587,103.45,0
460201,นามน,Na Mon,4602,นามน,Na Mon,46,กาฬสินธุ์,Kalasin,16.561,103.776,0
460202,ยอดแกง,Yot Kaeng,4602,นามน,Na Mon,46,กาฬสินธุ์,Kalasin,16.622,103.735,0
460203,สงเปลือย,Song Plueai,4602,นามน,Na Mon,46,กาฬสินธุ์,Kalasin,16.624,103.793,0
460204,หลักเหลี่ยม,Lak Liam,4602,นามน,Na Mon,46,กาฬสินธุ์,Kalasin,16.548,103.82,0
460205,หนองบัว,Nong Bua,4602,นามน,Na Mon,46,กาฬสินธุ์,Kalasin,16.537,103.855,0
460301,กมลาไสย,Kamalasai,4603,กมลาไสย,Kamalasai,46,กาฬสินธุ์,Kalasin,16.31,103.551,0
460302,หลักเมือง,Lak Mueang,4603,กมลาไสย,Kamalasai,46,กาฬสินธุ์,Kalasin,16.332,103.595,0
460303,โพนงาม,Phon Ngam,4603,กมลาไสย,Kamalasai,46,กาฬสินธุ์,Kalasin,16.316,103.658,0
460304,ดงลิง,Dong Ling,4603,กมลาไสย,Kamalasai,46,กาฬสินธุ์,Kalasin,16.25,103.661,0
460305,ธัญญา,Thanya,4603,กมลาไสย,Kamalasai,46,กาฬสินธุ์,Kalasin,16.259,103.567,0
460308,หนองแปน,Nong Paen,4603,กมลาไสย,Kamalasai,46,กาฬสินธุ์,Kalasin,16.289,103.511,0
460310,เจ้าท่า,Chao Tha,4603,กมลาไสย,Kamalasai,46,กาฬสินธุ์,Kalasin,16.225,103.591,0
460311,โคกสมบูรณ์,Khok Sombun,4603,กมลาไสย,Kamalasai,46,กาฬสินธุ์,Kalasin,16.36,103.667,0
460401,ร่องคำ,Rong Kham,4604,ร่องคำ,Rong Kham,46,กาฬสินธุ์,Kalasin,16.266,103.737,0
460402,สามัคคี,Samakkhi,4604,ร่องคำ,Rong Kham,46,กาฬสินธุ์,Kalasin,16.318,103.713,0
460403,เหล่าอ้อย,Lao Oi,4604,ร่องคำ,Rong Kham,46,กาฬสินธุ์,Kalasin,16.254,103.708,0
460501,บัวขาว,Bua Khao,4605,กุฉินารายณ์,Kuchinarai,46,กาฬสินธุ์,Kalasin,16.521,104.055,0
460502,แจนแลน,Chaen Laen,4605,กุฉินารายณ์,Kuchinarai,46,กาฬสินธุ์,Kalasin,16.554,103.998,0
460503,เหล่าใหญ่,Lao Yai,4605,กุฉินารายณ์,Kuchinarai,46,กาฬสินธุ์,Kalasin,16.622,103.993,0
460504,จุมจัง,Chum Chang,4605,กุฉินารายณ์,Kuchinarai,46,กาฬสินธุ์,Kalasin,16.458,104.107,0
460505,เหล่าไฮงาม,Lao Hai Ngam,4605,กุฉินารายณ์,Kuchinarai,46,กาฬสินธุ์,Kalasin,16.471,104.171,0
460506,กุดหว้า,Kut Wa,4605,กุฉินารายณ์,Kuchinarai,46,กาฬสินธุ์,Kalasin,16.537,104.167,0
460507,สามขา,Sam Kha,4605,กุฉินารายณ์,Kuchinarai,46,กาฬสินธุ์,Kalasin,16.464,103.975,0
460508,นาขาม,Nakham,4605,กุฉินารายณ์,Kuchinarai,46,กาฬสินธุ์,Kalasin,16.508,103.905,0
460509,หนองห้าง,Nong Hang,4605,กุฉินารายณ์,Kuchinarai,46,กาฬสินธุ์,Kalasin,16.572,104.124,0
460510,นาโก,Nako,4605,กุฉินารายณ์,Kuchinarai,46,กาฬสินธุ์,Kalasin,16.606,104.055,0
460511,สมสะอาด,Som Sa-At,4605,กุฉินารายณ์,Kuchinarai,46,กาฬสินธุ์,Kalasin,16.451,104.048,0
460512,กุดค้าว,Kut Khao,4605,กุฉินารายณ์,Kuchinarai,46,กาฬสินธุ์,Kalasin,16.506,104.001,0
460601,คุ้มเก่า,Khum Kao,4606,เขาวง,Khao Wong,46,กาฬสินธุ์,Kalasin,16.679,104.132,0
460602,สงเปลือย,Song Plueai,4606,เขาวง,Khao Wong,46,กาฬสินธุ์,Kalasin,16.626,104.119,0
460603,หนองผือ,Nong Phue,4606,เขาวง,Khao Wong,46,กาฬสินธุ์,Kalasin,16.751,104.094,0
460606,กุดสิมคุ้มใหม่,Kut Sinkhum Mai,4606,เขาวง,Khao Wong,46,กาฬสินธุ์,Kalasin,16.676,104.049,0
460608,สระพังทอง,Sa Phang Thong,4606,เขาวง,Khao Wong,46,กาฬสินธุ์,Kalasin,16.719,104.055,0
460611,กุดปลาค้าว,Kut Pla Khao,4606,เขาวง,Khao Wong,46,กาฬสินธุ์,Kalasin,16.715,104.115,0
460701,ยางตลาด,Yang Talat,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.393,103.352,0
460702,หัวงัว,Hua Ngua,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.337,103.446,0
460703,อุ่มเม่า,Um Mao,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.398,103.464,0
460704,บัวบาน,Bua Ban,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.479,103.416,0
460705,เว่อ,Woe,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.543,103.351,0
460706,อิตื้อ,I Tue,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.464,103.262,0
460707,หัวนาคำ,Hua Na Kham,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.392,103.227,0
460708,หนองอีเฒ่า,Nong I Thao,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.339,103.371,0
460709,ดอนสมบูรณ์,Don Sombun,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.437,103.406,0
460710,นาเชือก,Na Chueak,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.557,103.415,0
460711,คลองขาม,Khlong Kham,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.456,103.338,0
460712,เขาพระนอน,Khao Phra Non,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.529,103.38,0
460713,นาดี,Na Di,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.361,103.474,0
460714,โนนสูง,Non Sung,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.464,103.207,0
460715,หนองตอกแป้น,Nong Tok Paen,4607,ยางตลาด,Yang Talat,46,กาฬสินธุ์,Kalasin,16.319,103.406,0
460801,ห้วยเม็ก,Huai Mek,4608,ห้วยเม็ก,Huai Mek,46,กาฬสินธุ์,Kalasin,16.596,103.216,0
460802,คำใหญ่,Kham Yai,4608,ห้วยเม็ก,Huai Mek,46,กาฬสินธุ์,Kalasin,16.664,103.177,0
460803,กุดโดน,Kut Don,4608,ห้วยเม็ก,Huai Mek,46,กาฬสินธุ์,Kalasin,16.544,103.268,0
460804,บึงนาเรียง,Bueng Na Riang,4608,ห้วยเม็ก,Huai Mek,46,กาฬสินธุ์,Kalasin,16.6,103.288,0
460805,หัวหิน,Hua Hin,4608,ห้วยเม็ก,Huai Mek,46,กาฬสินธุ์,Kalasin,16.602,103.358,0
460806,พิมูล,Phimun,4608,ห้วยเม็ก,Huai Mek,46,กาฬสินธุ์,Kalasin,16.703,103.181,0
460807,คำเหมือดแก้ว,Kham Mueat Kaeo,4608,ห้วยเม็ก,Huai Mek,46,กาฬสินธุ์,Kalasin,16.523,103.199,0
460808,โนนสะอาด,Non Sa-At,4608,ห้วยเม็ก,Huai Mek,46,กาฬสินธุ์,Kalasin,16.538,103.314,0
460809,ทรายทอง,Sai Thong,4608,ห้วยเม็ก,Huai Mek,46,กาฬสินธุ์,Kalasin,16.74,103.175,0
460902,สหัสขันธ์,Sahatsakhan,4609,สหัสขันธ์,Sahatsakhan,46,กาฬสินธุ์,Kalasin,16.728,103.55,0
460903,นามะเขือ,Na Makhuea,4609,สหัสขันธ์,Sahatsakhan,46,กาฬสินธุ์,Kalasin,16.678,103.638,0
460904,โนนศิลา,Non Sila,4609,สหัสขันธ์,Sahatsakhan,46,กาฬสินธุ์,Kalasin,16.8,103.605,0
460905,นิคม,Nikhom,4609,สหัสขันธ์,Sahatsakhan,46,กาฬสินธุ์,Kalasin,16.677,103.492,0
460906,โนนแหลมทอง,Non Laem Thong,4609,สหัสขันธ์,Sahatsakhan,46,กาฬสินธุ์,Kalasin,16.751,103.619,0
460907,โนนบุรี,Non Buri,4609,สหัสขันธ์,Sahatsakhan,46,กาฬสินธุ์,Kalasin,16.706,103.491,0
460908,โนนน้ำเกลี้ยง,Non Nam Kliang,4609,สหัสขันธ์,Sahatsakhan,46,กาฬสินธุ์,Kalasin,16.683,103.538,0
461001,ทุ่งคลอง,Thung Khlong,4610,คำม่วง,Kham Muang,46,กาฬสินธุ์,Kalasin,16.938,103.679,0
461002,โพน,Phon,4610,คำม่วง,Kham Muang,46,กาฬสินธุ์,Kalasin,16.841,103.637,0
461005,ดินจี่,Din Chi,4610,คำม่วง,Kham Muang,46,กาฬสินธุ์,Kalasin,16.962,103.719,0
461006,นาบอน,Na Bon,4610,คำม่วง,Kham Muang,46,กาฬสินธุ์,Kalasin,16.881,103.673,0
461007,นาทัน,Na Than,4610,คำม่วง,Kham Muang,46,กาฬสินธุ์,Kalasin,17.024,103.613,0
461009,เนินยาง,Noen Yang,4610,คำม่วง,Kham Muang,46,กาฬสินธุ์,Kalasin,16.803,103.655,0
461101,ท่าคันโท,Tha Khantho,4611,ท่าคันโท,Tha Khantho,46,กาฬสินธุ์,Kalasin,16.869,103.237,0
461102,กุงเก่า,Kung Kao,4611,ท่าคันโท,Tha Khantho,46,กาฬสินธุ์,Kalasin,16.87,103.188,0
461103,ยางอู้ม,Yang Um,4611,ท่าคันโท,Tha Khantho,46,กาฬสินธุ์,Kalasin,16.902,103.286,0
461104,กุดจิก,Kut Chik,4611,ท่าคันโท,Tha Khantho,46,กาฬสินธุ์,Kalasin,16.843,103.115,0
461105,นาตาล,Na Tan,4611,ท่าคันโท,Tha Khantho,46,กาฬสินธุ์,Kalasin,16.847,103.28,0
461106,ดงสมบูรณ์,Dong Sombun,4611,ท่าคันโท,Tha Khantho,46,กาฬสินธุ์,Kalasin,16.869,103.366,0
461201,หนองกุงศรี,Nong Kung Si,4612,หนองกุงศรี,Nong Kung Si,46,กาฬสินธุ์,Kalasin,16.649,103.274,0
