addrcode,subdistrict_th,subdistrict_en,district_code,district_th,district_en,province_code,province_th,province_en,LAT,LONG,Population
200305,เขาซก,Khao Sok,2003,หนองใหญ่,Nong Yai,20,ชลบุรี,Chon Buri,13.07,101.42,0
200401,บางละมุง,,2004,บางละมุง,Bang Lamung,20,ชลบุรี,Chon Buri,13.052,100.922,0
200402,หนองปรือ,Nong Prue,2004,บางละมุง,Bang Lamung,20,ชลบุรี,Chon Buri,12.92,100.935,0
200403,หนองปลาไหล,Nong Pla Lai,2004,บางละมุง,Bang Lamung,20,ชลบุรี,Chon Buri,12.982,100.945,0
200404,โป่ง,Pong,2004,บางละมุง,Bang Lamung,20,ชลบุรี,Chon Buri,12.933,100.987,0
200405,เขาไม้แก้ว,Khao Mai Kaeo,2004,บางละมุง,Bang Lamung,20,ชลบุรี,Chon Buri,12.951,101.057,0
200406,ห้วยใหญ่,Huai Yai,2004,บางละมุง,Bang Lamung,20,ชลบุรี,Chon Buri,12.835,100.985,0
200407,ตะเคียนเตี้ย,Takhian Tia,2004,บางละมุง,Bang Lamung,20,ชลบุรี,Chon Buri,13.002,101.015,0
200408,นาเกลือ,Na Kluea,2004,บางละมุง,Bang Lamung,20,ชลบุรี,Chon Buri,12.928,100.805,0
200409,เขตการปกคองพิเศษพัทยา,,2004,บางละมุง,Bang Lamung,20,ชลบุรี,Chon Buri,12.91,100.884,0
200501,พานทอง,Phan Thong,2005,พานทอง,Phan Thong,20,ชลบุรี,Chon Buri,13.461,101.084,0
200502,หนองตำลึง,Nong Tamlueng,2005,พานทอง,Phan Thong,20,ชลบุรี,Chon Buri,13.408,101.078,0
200503,มาบโป่ง,Map Pong,2005,พานทอง,Phan Thong,20,ชลบุรี,Chon Buri,13.431,101.121,0
200504,หนองกะขะ,Nong Kakha,2005,พานทอง,Phan Thong,20,ชลบุรี,Chon Buri,13.431,101.095,0
200505,หนองหงษ์,Nong Hong,2005,พานทอง,Phan Thong,20,ชลบุรี,Chon Buri,13.389,101.113,0
200506,โคกขี้หนอน,Khok Khi Non,2005,พานทอง,Phan Thong,20,ชลบุรี,Chon Buri,13.552,101.114,0
200507,บ้านเก่า,Ban Kao,2005,พานทอง,Phan Thong,20,ชลบุรี,Chon Buri,13.454,101.059,0
200508,หน้าประดู่,Na Pradu,2005,พานทอง,Phan Thong,20,ชลบุรี,Chon Buri,13.497,101.099,0
200509,บางนาง,Bang Nang,2005,พานทอง,Phan Thong,20,ชลบุรี,Chon Buri,13.487,101.067,0
200510,เกาะลอย,Ko Loi,2005,พานทอง,Phan Thong,20,ชลบุรี,Chon Buri,13.519,101.074,0
200511,บางหัก,Bang Hak,2005,พานทอง,Phan Thong,20,ชลบุรี,Chon Buri,13.544,101.075,0
200601,พนัสนิคม,Phanat Nikhom,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.45,101.18,0
200602,หน้าพระธาตุ,Na Phrathat,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.468,101.147,0
200603,วัดหลวง,Wat Luang,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.518,101.161,0
200604,บ้านเชิด,Ban Soet,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.444,101.144,0
200605,นาเริก,Na Roek,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.405,101.248,0
200606,หมอนนาง,Mon Nang,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.346,101.257,0
200607,สระสี่เหลี่ยม,Sa Si Liam,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.554,101.239,0
200608,วัดโบสถ์,Wat Bot,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.498,101.139,0
200609,กุฎโง้ง,Kut Ngong,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.444,101.165,0
200610,หัวถนน,Hua Thanon,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.531,101.265,0
200611,ท่าข้าม,Tha Kham,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.559,101.177,0
200613,หนองปรือ,Nong Prue,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.511,101.254,0
200614,หนองขยาด,Nong Khayat,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.402,101.151,0
200615,ทุ่งขวาง,Thung Khwang,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.4,101.188,0
200616,หนองเหียง,Nong Hiang,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.464,101.33,0
200617,นาวังหิน,Na Wang Hin,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.442,101.251,0
200618,บ้านช้าง,Ban Chang,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.435,101.213,0
200620,โคกเพลาะ,Khok Phlo,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.52,101.121,0
200621,ไร่หลักทอง,Rai Lak Thong,2006,พนัสนิคม,Phanat Nikhom,20,ชลบุรี,Chon Buri,13.484,101.184,0
200701,ศรีราชา,Si Racha,2007,ศรีราชา,Si Racha,20,ชลบุรี,Chon Buri,13.174,100.92,0
200702,สุรศักดิ์,Surasak,2007,ศรีราชา,Si Racha,20,ชลบุรี,Chon Buri,13.16,100.983,0
200703,ทุ่งสุขลา,,2007,ศรีราชา,Si Racha,20,ชลบุรี,Chon Buri,13.097,100.912,0
200704,บึง,Bueng,2007,ศรีราชา,Si Racha,20,ชลบุรี,Chon Buri,13.073,101.006,0
200705,หนองขาม,Nong Kham,2007,ศรีราชา,Si Racha,20,ชลบุรี,Chon Buri,13.134,101.038,0
200706,เขาคันทรง,Khao Khan Song,2007,ศรีราชา,Si Racha,20,ชลบุรี,Chon Buri,13.129,101.123,0
200707,บางพระ,Bang Phra,2007,ศรีราชา,Si Racha,20,ชลบุรี,Chon Buri,13.223,101.007,0
200708,บ่อวิน,Bo Win,2007,ศรีราชา,Si Racha,20,ชลบุรี,Chon Buri,13.052,101.093,0
200801,ท่าเทววงษ์,Tha Thewawong,2008,เกาะสีชัง,Ko Sichang,20,ชลบุรี,Chon Buri,13.151,100.809,0
200901,สัตหีบ,Sattahip,2009,สัตหีบ,Sattahip,20,ชลบุรี,Chon Buri,12.611,100.889,0
200902,นาจอมเทียน,Na Chom Thian,2009,สัตหีบ,Sattahip,20,ชลบุรี,Chon Buri,12.775,100.94,0
200903,พลูตาหลวง,Phlu Ta Luang,2009,สัตหีบ,Sattahip,20,ชลบุรี,Chon Buri,12.701,100.967,0
200904,บางเสร่,Bang Sare,2009,สัตหีบ,Sattahip,20,ชลบุรี,Chon Buri,12.761,100.844,0
200905,แสมสาร,Samae San,2009,สัตหีบ,Sattahip,20,ชลบุรี,Chon Buri,12.616,100.918,0
201001,บ่อทอง,Bo Thong,2010,บ่อทอง,Bo Thong,20,ชลบุรี,Chon Buri,13.193,101.504,0
201002,วัดสุวรรณ,Wat Suwan,2010,บ่อทอง,Bo Thong,20,ชลบุรี,Chon Buri,13.332,101.419,0
201003,บ่อกวางทอง,Bo Kwang Thong,2010,บ่อทอง,Bo Thong,20,ชลบุรี,Chon Buri,13.318,101.308,0
201004,ธาตุทอง,That Thong,2010,บ่อทอง,Bo Thong,20,ชลบุรี,Chon Buri,13.259,101.389,0
201005,เกษตรสุวรรณ,Kaset Suwan,2010,บ่อทอง,Bo Thong,20,ชลบุรี,Chon Buri,13.326,101.526,0
201006,พลวงทอง,Phluang Thong,2010,บ่อทอง,Bo Thong,20,ชลบุรี,Chon Buri,13.217,101.626,0
201101,เกาะจันทร์,Ko Chan,2011,เกาะจันทร์,Ko Chan,20,ชลบุรี,Chon Buri,13.403,101.421,0
201102,ท่าบุญมี,Tha Bunmi,2011,เกาะจันทร์,Ko Chan,20,ชลบุรี,Chon Buri,13.389,101.288,0
210101,ท่าประดู่,Tha Pradu,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.672,101.266,0
210102,เชิงเนิน,Choeng Noen,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.677,101.318,0
210103,ตะพง,Taphong,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.653,101.364,0
210105,เพ,Phe,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.568,101.455,0
210106,แกลง,Klaeng,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.663,101.467,0
210107,บ้านแลง,Ban Laeng,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.707,101.377,0
210108,นาตาขวัญ,Na Ta Khwan,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.741,101.369,0
210109,เนินพระ,Noen Phra,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.681,101.223,0
210110,กระเฉด,Kachet,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.843,101.456,0
210111,ทับมา,Thap Ma,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.708,101.247,0
210112,น้ำคอก,Nam Khok,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.716,101.269,0
210114,มาบตาพุด,Maptaphut,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.646,101.171,0
210115,สำนักทอง,Samnak Thong,2101,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,12.721,101.472,0
210201,สำนักท้อน,Samnak Thon,2102,บ้านฉาง,Ban Chang,21,ระยอง,Rayong,12.804,101.066,0
210202,พลา,Phla,2102,บ้านฉาง,Ban Chang,21,ระยอง,Rayong,12.688,101.025,0
210203,บ้านฉาง,Ban Chang,2102,บ้านฉาง,Ban Chang,21,ระยอง,Rayong,12.732,101.076,0
210301,ทางเกวียน,Thang Kwian,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.807,101.625,0
210302,วังหว้า,Wang Wa,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.763,101.624,0
210303,ชากโดน,Chak Don,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.7,101.604,0
210304,เนินฆ้อ,Noen Kho,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.704,101.678,0
210305,กร่ำ,Kram,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.584,101.51,0
210306,ชากพง,Chak Phong,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.668,101.549,0
210307,กระแสบน,Krasae Bon,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.871,101.611,0
210308,บ้านนา,Ban Na,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.846,101.674,0
210309,ทุ่งควายกิน,Thung Khwai Kin,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.808,101.733,0
210310,กองดิน,Kong Din,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.815,101.792,0
210311,คลองปูน,Khlong Pun,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.765,101.75,0
210312,พังราด,Phang Rat,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.729,101.772,0
210313,ปากน้ำกระแส,Pak Nam Krasae,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.717,101.709,0
210317,ห้วยยาง,Huai Yang,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.812,101.533,0
210318,สองสลึง,Song Salueng,2103,แกลง,Klaeng,21,ระยอง,Rayong,12.743,101.548,0
210401,วังจันทร์,Wang Chan,2104,วังจันทร์,Wang Chan,21,ระยอง,Rayong,12.858,101.528,0
210402,ชุมแสง,Chum Saeng,2104,วังจันทร์,Wang Chan,21,ระยอง,Rayong,12.956,101.526,0
210403,ป่ายุบใน,Pa Yup Nai,2104,วังจันทร์,Wang Chan,21,ระยอง,Rayong,13.005,101.479,0
210404,พลงตาเอี่ยม,Phong Ta Iam,2104,วังจันทร์,Wang Chan,21,ระยอง,Rayong,12.912,101.541,0
210501,บ้านค่าย,Ban Khai,2105,บ้านค่าย,Ban Khai,21,ระยอง,Rayong,12.775,101.304,0
210502,หนองละลอก,Nong Lalok,2105,บ้านค่าย,Ban Khai,21,ระยอง,Rayong,12.821,101.256,0
210503,หนองตะพาน,Nong Taphan,2105,บ้านค่าย,Ban Khai,21,ระยอง,Rayong,12.752,101.258,0
210504,ตาขัน,Ta Khan,2105,บ้านค่าย,Ban Khai,21,ระยอง,Rayong,12.735,101.321,0
210505,บางบุตร,Bang But,2105,บ้านค่าย,Ban Khai,21,ระยอง,Rayong,12.848,101.391,0
210506,หนองบัว,Nong Bua,2105,บ้านค่าย,Ban Khai,21,ระยอง,Rayong,12.906,101.373,0
210507,ชากบก,Chak Bok,2105,บ้านค่าย,Ban Khai,21,ระยอง,Rayong,12.783,101.364,0
210601,ปลวกแดง,Pluak Daeng,2106,ปลวกแดง,Pluak Daeng,21,ระยอง,Rayong,12.978,101.226,0
210602,ตาสิทธิ์,Ta Sit,2106,ปลวกแดง,Pluak Daeng,21,ระยอง,Rayong,13.038,101.225,0
210603,ละหาร,Lahan,2106,ปลวกแดง,Pluak Daeng,21,ระยอง,Rayong,12.973,101.311,0
210604,แม่น้ำคู้,Maenam Khu,2106,ปลวกแดง,Pluak Daeng,21,ระยอง,Rayong,12.908,101.23,0
210605,มาบยางพร,Map Yang Phon,2106,ปลวกแดง,Pluak Daeng,21,ระยอง,Rayong,12.97,101.136,0
210606,หนองไร่,Nong Rai,2106,ปลวกแดง,Pluak Daeng,21,ระยอง,Rayong,13.039,101.338,0
210701,น้ำเป็น,Nam Pen,2107,เขาชะเมา,Khao Chamao,21,ระยอง,Rayong,12.901,101.749,0
210702,ห้วยทับมอญ,Huai Thap Mon,2107,เขาชะเมา,Khao Chamao,21,ระยอง,Rayong,13.027,101.686,0
210703,ชำฆ้อ,Cham Noi,2107,เขาชะเมา,Khao Chamao,21,ระยอง,Rayong,12.933,101.641,0
210704,เขาน้อย,Khao Noi,2107,เขาชะเมา,Khao Chamao,21,ระยอง,Rayong,13.062,101.617,0
210801,นิคมพัฒนา,Nikhom Phatthana,2108,นิคมพัฒนา,Nikhom Phatthana,21,ระยอง,Rayong,12.856,101.177,0
210802,มาบข่า,Map Kha,2108,นิคมพัฒนา,Nikhom Phatthana,21,ระยอง,Rayong,12.782,101.193,0
210803,พนานิคม,Phana Nikhom,2108,นิคมพัฒนา,Nikhom Phatthana,21,ระยอง,Rayong,12.902,101.135,0
210804,มะขามคู่,Makham Khu,2108,นิคมพัฒนา,Nikhom Phatthana,21,ระยอง,Rayong,12.847,101.101,0
220101,ตลาด,Talat,2201,เมืองจันทบุรี,Mueang Chanthaburi,22,จันทบุรี,Chanthaburi,12.591,102.087,0
220102,วัดใหม่,Wat Mai,2201,เมืองจันทบุรี,Mueang Chanthaburi,22,จันทบุรี,Chanthaburi,12.611,102.105,0
220103,คลองนารายณ์,Khlong Narai,2201,เมืองจันทบุรี,Mueang Chanthaburi,22,จันทบุรี,Chanthaburi,12.574,102.166,0
220104,เกาะขวาง,Ko Khwang,2201,เมืองจันทบุรี,Mueang Chanthaburi,22,จันทบุรี,Chanthaburi,12.562,102.09,0
220105,คมบาง,Kom Bang,2201,เมืองจันทบุรี,Mueang Chanthaburi,22,จันทบุรี,Chanthaburi,12.542,102.169,0
220106,ท่าช้าง,Tha Chang,2201,เมืองจันทบุรี,Mueang Chanthaburi,22,จันทบุรี,Chanthaburi,12.644,102.098,0
220107,จันทนิมิต,Chanthanimit,2201,เมืองจันทบุรี,Mueang Chanthaburi,22,จันทบุรี,Chanthaburi,12.61,102.123,0
220108,บางกะจะ,Bang Kacha,2201,เมืองจันทบุรี,Mueang Chanthaburi,22,จันทบุรี,Chanthaburi,12.563,102.056,0
220109,แสลง,Salaeng,2201,เมืองจันทบุรี,Mueang Chanthaburi,22,จันทบุรี,Chanthaburi,12.694,102.107,0
220110,หนองบัว,Nong Bua,2201,เมืองจันทบุรี,Mueang Chanthaburi,22,จันทบุรี,Chanthaburi,12.534,102.101,0
220111,พลับพลา,Phlapphla,2201,เมืองจันทบุรี,Mueang Chanthaburi,22,จันทบุรี,Chanthaburi,12.605,102.172,0
220201,ขลุง,Khlung,2202,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,12.452,102.218,0
220202,บ่อ,Bo,2202,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,12.412,102.279,0
220203,เกวียนหัก,Kwian Hak,2202,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,12.468,102.2,0
220204,ตะปอน,Tapon,2202,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,12.493,102.175,0
220205,บางชัน,Bang Chan,2202,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,12.288,102.251,0
220206,วันยาว,Wan Yao,2202,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,12.439,102.234,0
220207,ซึ้ง,Sueng,2202,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,12.487,102.288,0
220208,มาบไพ,Map Phai,2202,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,12.598,102.258,0
220209,วังสรรพรส,Wang Sappharot,2202,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,12.56,102.29,0
220210,ตรอกนอง,Trok Nong,2202,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,12.533,102.275,0
220211,ตกพรม,Tok Phrom,2202,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,12.625,102.339,0
220212,บ่อเวฬุ,Bo Weru,2202,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,12.723,102.367,0
220301,ท่าใหม่,Tha Mai,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.628,101.985,0
220302,ยายร้า,Yai Ra,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.612,102.027,0
220303,สีพยา,Si Phaya,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.578,102.029,0
220304,บ่อพุ,Bo Phu,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.595,102.028,0
220305,พลอยแหวน,Phloi Waen,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.617,102.053,0
220306,เขาวัว,Khao Wua,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.637,102.035,0
220307,เขาบายศรี,Khao Baisi,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.74,102.061,0
220308,สองพี่น้อง,Song Phi Nong,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.672,101.973,0
220309,ทุ่งเบญจา,Thung Bencha,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.814,102.014,0
220311,รำพัน,Ramphan,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.669,101.914,0
220312,โขมง,Khamong,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.62,101.94,0
220313,ตะกาดเง้า,Takat Ngao,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.581,101.989,0
220314,คลองขุด,Khlong Khut,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.512,101.95,0
220324,เขาแก้ว,Khao Kaeo,2203,ท่าใหม่,Tha Mai,22,จันทบุรี,Chanthaburi,12.867,101.939,0
220401,ทับไทร,Thap Sai,2204,โป่งน้ำร้อน,Pong Nam Ron,22,จันทบุรี,Chanthaburi,12.95,102.247,0
220402,โป่งน้ำร้อน,Pong Nam Ron,2204,โป่งน้ำร้อน,Pong Nam Ron,22,จันทบุรี,Chanthaburi,12.89,102.382,0
220404,หนองตาคง,Nong Ta Khong,2204,โป่งน้ำร้อน,Pong Nam Ron,22,จันทบุรี,Chanthaburi,13.067,102.381,0
220409,เทพนิมิต,Thep Nimit,2204,โป่งน้ำร้อน,Pong Nam Ron,22,จันทบุรี,Chanthaburi,13.044,102.453,0
220410,คลองใหญ่,Khlong Yai,2204,โป่งน้ำร้อน,Pong Nam Ron,22,จันทบุรี,Chanthaburi,12.873,102.476,0
220501,มะขาม,Makham,2205,มะขาม,Makham,22,จันทบุรี,Chanthaburi,12.677,102.187,0
220502,ท่าหลวง,Tha Luang,2205,มะขาม,Makham,22,จันทบุรี,Chanthaburi,12.7,102.147,0
220503,ปัถวี,Patthawi,2205,มะขาม,Makham,22,จันทบุรี,Chanthaburi,12.743,102.272,0
220504,วังแซ้ม,Wang Saem,2205,มะขาม,Makham,22,จันทบุรี,Chanthaburi,12.756,102.156,0
220506,ฉมัน,Cha Man,2205,มะขาม,Makham,22,จันทบุรี,Chanthaburi,12.817,102.224,0
220508,อ่างคีรี,Ang Khiri,2205,มะขาม,Makham,22,จันทบุรี,Chanthaburi,12.644,102.226,0
220601,ปากน้ำแหลมสิงห์,Pak Nam Laem Sing,2206,แหลมสิงห์,Laem Sing,22,จันทบุรี,Chanthaburi,12.452,102.122,0
220602,เกาะเปริด,Ko Proet,2206,แหลมสิงห์,Laem Sing,22,จันทบุรี,Chanthaburi,12.424,102.109,0
220603,หนองชิ่ม,Nong Chim,2206,แหลมสิงห์,Laem Sing,22,จันทบุรี,Chanthaburi,12.417,102.178,0
220604,พลิ้ว,Phlio,2206,แหลมสิงห์,Laem Sing,22,จันทบุรี,Chanthaburi,12.516,102.161,0
220605,คลองน้ำเค็ม,Khlong Nam Khem,2206,แหลมสิงห์,Laem Sing,22,จันทบุรี,Chanthaburi,12.498,102.123,0
220606,บางสระเก้า,Bang Sa Kao,2206,แหลมสิงห์,Laem Sing,22,จันทบุรี,Chanthaburi,12.511,102.109,0
220607,บางกะไชย,Bang Kachai,2206,แหลมสิงห์,Laem Sing,22,จันทบุรี,Chanthaburi,12.465,102.066,0
220701,ปะตง,Patong,2207,สอยดาว,Soi Dao,22,จันทบุรี,Chanthaburi,13.17,102.194,0
220702,ทุ่งขนาน,Thung Khanan,2207,สอยดาว,Soi Dao,22,จันทบุรี,Chanthaburi,13.232,102.319,0
220703,ทับช้าง,Thap Chang,2207,สอยดาว,Soi Dao,22,จันทบุรี,Chanthaburi,13.265,102.161,0
220704,ทรายขาว,Sai Khao,2207,สอยดาว,Soi Dao,22,จันทบุรี,Chanthaburi,13.086,102.197,0
220705,สะตอน,Saton,2207,สอยดาว,Soi Dao,22,จันทบุรี,Chanthaburi,13.174,102.371,0
220801,แก่งหางแมว,Kaeng Hang Maeo,2208,แก่งหางแมว,Kaeng Hang Maeo,22,จันทบุรี,Chanthaburi,12.982,101.929,0
220802,ขุนซ่อง,Khun Song,2208,แก่งหางแมว,Kaeng Hang Maeo,22,จันทบุรี,Chanthaburi,13.169,101.961,0
220803,สามพี่น้อง,Sam Phi Nong,2208,แก่งหางแมว,Kaeng Hang Maeo,22,จันทบุรี,Chanthaburi,12.977,101.817,0
220804,พวา,Phawa,2208,แก่งหางแมว,Kaeng Hang Maeo,22,จันทบุรี,Chanthaburi,13.105,101.791,0
220805,เขาวงกต,Khao Wongkot,2208,แก่งหางแมว,Kaeng Hang Maeo,22,จันทบุรี,Chanthaburi,12.881,101.848,0
220901,นายายอาม,Na Yai Am,2209,นายายอาม,Na Yai Am,22,จันทบุรี,Chanthaburi,12.782,101.847,0
220902,วังโตนด,Wang Tanot,2209,นายายอาม,Na Yai Am,22,จันทบุรี,Chanthaburi,12.701,101.933,0
220903,กระแจะ,Krachae,2209,นายายอาม,Na Yai Am,22,จันทบุรี,Chanthaburi,12.689,101.861,0
220904,สนามไชย,Sanam Chai,2209,นายายอาม,Na Yai Am,22,จันทบุรี,Chanthaburi,12.625,101.874,0
220905,ช้างข้าม,Chang Kham,2209,นายายอาม,Na Yai Am,22,จันทบุรี,Chanthaburi,12.707,101.819,0
220906,วังใหม่,Wang Mai,2209,นายายอาม,Na Yai Am,22,จันทบุรี,Chanthaburi,12.764,101.904,0
221001,ซากไทย,Chak Thai,2210,เขาคิชฌกูฏ,Khao Khitchakut,22,จันทบุรี,Chanthaburi,12.765,102.101,0
221002,พลวง,Phluang,2210,เขาคิชฌกูฏ,Khao Khitchakut,22,จันทบุรี,Chanthaburi,12.822,102.106,0
221003,ตะเคียนทอง,Takhian Thong,2210,เขาคิชฌกูฏ,Khao Khitchakut,22,จันทบุรี,Chanthaburi,12.903,102.132,0
221004,คลองพลู,Khlong Phlu,2210,เขาคิชฌกูฏ,Khao Khitchakut,22,จันทบุรี,Chanthaburi,12.931,102.014,0
221005,จันทเขลม,Chanthakhlem,2210,เขาคิชฌกูฏ,Khao Khitchakut,22,จันทบุรี,Chanthaburi,13.071,102.09,0
230102,หนองเสม็ด,Nong Samet,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.216,102.504,0
230103,หนองโสน,Nong Sano,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.184,102.488,0
230104,หนองคันทรง,Nong Khan Song,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.194,102.542,0
230105,ห้วงน้ำขาว,Huang Nam Khao,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.143,102.518,0
230106,อ่าวใหญ่,Ao Yai,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.078,102.562,0
230107,วังกระแจะ,Wang Krachae,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.272,102.479,0
230108,ห้วยแร้ง,Huai Raeng,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.387,102.56,0
230109,เนินทราย,Noen Sai,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.283,102.547,0
230110,ท่าพริก,Tha Phrik,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.243,102.589,0
230111,ท่ากุ่ม,Tha Kum,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.345,102.675,0
230112,ตะกาง,Takang,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.25,102.659,0
230113,ชำราก,Cham Rak,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.194,102.677,0
230114,แหลมกลัด,Laem Klat,2301,เมืองตราด,Mueang Trat,23,ตราด,Trat,12.117,102.704,0
230201,คลองใหญ่,Khlong Yai,2302,คลองใหญ่,Khlong Yai,23,ตราด,Trat,11.774,102.889,0
230202,ไม้รูด,Mai Rut,2302,คลองใหญ่,Khlong Yai,23,ตราด,Trat,11.91,102.805,0
230203,หาดเล็ก,Hat Lek,2302,คลองใหญ่,Khlong Yai,23,ตราด,Trat,11.699,102.909,0
230301,เขาสมิง,Khao Saming,2303,เขาสมิง,Khao Saming,23,ตราด,Trat,12.34,102.437,0
230302,แสนตุ้ง,Saen Tung,2303,เขาสมิง,Khao Saming,23,ตราด,Trat,12.398,102.382,0
230303,วังตะเคียน,Wang Takhian,2303,เขาสมิง,Khao Saming,23,ตราด,Trat,12.478,102.531,0
230304,ท่าโสม,Tha Som,2303,เขาสมิง,Khao Saming,23,ตราด,Trat,12.296,102.346,0
230305,สะตอ,Sato,2303,เขาสมิง,Khao Saming,23,ตราด,Trat,12.553,102.434,0
230306,ประณีต,Pranit,2303,เขาสมิง,Khao Saming,23,ตราด,Trat,12.525,102.359,0
230307,เทพนิมิต,Thep Nimit,2303,เขาสมิง,Khao Saming,23,ตราด,Trat,12.469,102.435,0
230308,ทุ่งนนทรี,Thung Nonsi,2303,เขาสมิง,Khao Saming,23,ตราด,Trat,12.405,102.501,0
