TB_IDN,2014_03,2014_04,2014_05,2014_06,2014_07,2014_08,2014_09,2014_10,2014_11,2014_12,2015_01,2015_02,2015_03,2015_04,2015_05,2015_06,2015_07,2015_08,2015_09,2015_10,2015_11,2015_12,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06
800406,23.71,83.34,216.12,174.45,119.63,204.55,196.36,291.03,395.56,562.70,40.07,5.03,2.16,66.83,166.27,120.12,192.09,231.25,277.46,294.69,306.98,186.32,60.97,57.10,0.00,12.60,220.94,185.89,299.79,167.07,213.43,307.65,244.21,600.79,674.05,71.44,75.94,135.92,240.64,161.79,126.94,234.80,300.82,123.32,552.63,262.58,195.74,7.69,85.43,150.89,196.32,72.15
800407,35.36,117.24,211.87,170.94,138.01,314.62,231.34,334.29,375.10,385.58,51.41,8.95,0.86,64.91,206.80,133.67,209.01,282.30,353.46,259.86,303.74,197.85,81.81,52.31,0.00,17.30,248.75,197.51,335.71,180.83,231.20,298.54,260.82,571.47,699.05,99.77,94.75,170.99,261.39,213.72,123.56,266.75,299.61,144.55,622.94,285.74,298.19,12.42,109.75,187.38,207.93,62.06
800409,23.71,83.34,216.12,174.45,119.63,204.55,196.36,291.03,395.56,562.70,40.07,5.03,2.16,66.83,166.27,120.12,192.09,231.25,277.46,294.69,306.98,186.32,60.97,57.10,0.00,12.60,220.94,185.89,299.79,167.07,213.43,307.65,244.21,600.79,674.05,71.44,75.94,135.92,240.64,161.79,126.94,234.80,300.82,123.32,552.63,262.58,195.74,7.69,85.43,150.89,196.32,72.15
800410,110.35,140.14,230.13,157.13,155.73,240.80,189.29,301.55,399.44,512.28,52.84,7.07,1.77,95.14,192.94,102.34,193.99,307.00,311.97,288.71,386.69,229.22,94.08,70.58,0.00,18.54,228.33,203.91,276.37,179.56,219.66,292.60,325.52,806.70,987.85,92.05,97.34,248.20,212.57,270.64,128.55,278.75,287.05,128.60,783.43,342.93,346.21,25.38,157.92,160.12,207.24,53.25
800415,15.42,105.15,213.73,134.22,105.77,227.00,183.59,331.74,383.21,470.13,42.38,3.79,2.26,72.25,185.22,106.00,166.80,240.24,260.65,284.75,393.79,246.44,75.28,64.11,0.00,21.94,234.36,154.12,243.96,134.87,158.41,291.08,307.37,902.72,900.39,80.64,103.43,214.73,225.13,155.03,113.73,282.73,404.39,136.78,725.02,410.01,338.25,10.52,148.36,165.41,183.24,62.44
800416,45.57,139.91,222.80,136.25,118.75,220.20,173.25,341.74,403.38,433.90,50.13,7.74,1.63,96.91,177.90,109.30,184.22,334.00,270.53,249.32,385.38,162.30,86.21,69.54,0.00,15.10,203.59,186.61,274.83,151.69,191.20,312.81,316.79,729.87,919.71,198.51,108.69,200.07,219.78,258.58,115.46,313.53,303.46,129.70,790.95,339.97,420.22,18.87,132.69,129.32,222.77,48.48
800501,13.90,79.23,242.59,212.44,93.97,178.91,157.27,313.08,403.90,507.53,46.12,2.35,1.03,72.86,145.64,77.97,139.22,218.44,219.33,265.92,429.49,261.57,100.42,63.01,0.00,0.80,140.70,156.67,223.01,103.09,128.35,265.22,291.55,958.09,983.80,91.92,99.64,197.43,175.01,180.89,105.95,226.25,303.70,124.67,805.28,429.71,294.51,8.84,88.60,147.34,169.08,54.13
800502,12.92,109.07,251.41,137.70,110.27,179.48,156.45,290.07,383.21,507.96,43.12,3.15,1.04,72.71,176.37,92.36,152.21,205.97,238.20,302.57,405.83,206.84,76.17,64.68,0.00,7.11,159.39,147.16,252.64,115.39,163.79,284.92,300.11,858.82,879.89,82.42,89.42,178.06,193.62,199.35,117.64,210.84,278.04,120.77,685.46,415.66,265.96,7.55,94.42,175.04,190.16,69.84
800503,21.31,196.42,456.31,274.87,210.16,327.03,298.51,567.66,786.16,1016.42,94.38,20.90,1.82,143.58,325.33,168.69,280.49,396.41,431.12,592.67,838.53,459.82,158.45,129.92,0.00,9.60,282.87,299.73,483.29,206.24,284.52,542.83,567.58,1798.81,1850.73,163.15,170.87,339.25,353.17,321.37,216.66,356.40,519.60,225.93,1460.29,831.68,552.08,15.03,181.35,333.40,350.89,128.79
800504,9.18,52.73,185.75,174.26,89.23,149.46,167.97,320.62,442.81,519.10,68.58,3.36,0.58,74.43,121.00,77.40,127.12,189.63,224.51,276.45,451.64,259.34,107.62,73.39,0.00,1.19,122.00,150.68,256.03,93.43,121.63,261.72,298.21,962.76,1023.56,74.82,82.17,156.79,155.11,218.48,107.44,162.29,204.23,104.77,821.90,382.83,243.83,9.87,61.04,135.28,158.64,55.30
800505,15.42,105.15,213.73,134.22,105.77,227.00,183.59,331.74,383.21,470.13,42.38,3.79,2.26,72.25,185.22,106.00,166.80,240.24,260.65,284.75,393.79,246.44,75.28,64.11,0.00,21.94,234.36,154.12,243.96,134.87,158.41,291.08,307.37,902.72,900.39,80.64,103.43,214.73,225.13,155.03,113.73,282.73,404.39,136.78,725.02,410.01,338.25,10.52,148.36,165.41,183.24,62.44
800601,9.92,35.60,170.59,149.66,79.67,177.66,136.67,307.64,407.31,541.48,51.59,10.76,1.05,108.15,113.76,84.12,103.08,211.35,160.04,258.08,515.20,308.23,100.16,51.26,0.00,11.39,101.42,134.25,191.43,97.65,139.11,254.73,328.77,1094.76,1073.72,53.20,97.13,192.86,151.78,142.49,91.34,151.98,210.83,128.01,1061.69,422.10,228.17,20.06,44.20,79.04,143.11,31.00
800603,9.92,35.60,170.59,149.66,79.67,177.66,136.67,307.64,407.31,541.48,51.59,10.76,1.05,108.15,113.76,84.12,103.08,211.35,160.04,258.08,515.20,308.23,100.16,51.26,0.00,11.39,101.42,134.25,191.43,97.65,139.11,254.73,328.77,1094.76,1073.72,53.20,97.13,192.86,151.78,142.49,91.34,151.98,210.83,128.01,1061.69,422.10,228.17,20.06,44.20,79.04,143.11,31.00
800604,9.92,35.60,170.59,149.66,79.67,177.66,136.67,307.64,407.31,541.48,51.59,10.76,1.05,108.15,113.76,84.12,103.08,211.35,160.04,258.08,515.20,308.23,100.16,51.26,0.00,11.39,101.42,134.25,191.43,97.65,139.11,254.73,328.77,1094.76,1073.72,53.20,97.13,192.86,151.78,142.49,91.34,151.98,210.83,128.01,1061.69,422.10,228.17,20.06,44.20,79.04,143.11,31.00
800605,9.92,35.60,170.59,149.66,79.67,177.66,136.67,307.64,407.31,541.48,51.59,10.76,1.05,108.15,113.76,84.12,103.08,211.35,160.04,258.08,515.20,308.23,100.16,51.26,0.00,11.39,101.42,134.25,191.43,97.65,139.11,254.73,328.77,1094.76,1073.72,53.20,97.13,192.86,151.78,142.49,91.34,151.98,210.83,128.01,1061.69,422.10,228.17,20.06,44.20,79.04,143.11,31.00
800606,6.92,31.98,170.23,123.62,72.97,176.06,109.25,304.60,418.80,521.08,45.47,4.81,1.10,109.47,108.83,69.82,101.89,189.41,158.52,268.64,515.83,290.09,92.65,59.86,0.00,6.58,95.29,133.32,201.42,81.28,154.52,255.75,314.69,1057.28,1116.45,61.67,91.83,256.24,140.29,110.78,92.48,129.97,200.02,116.13,1102.88,437.35,229.26,17.37,49.06,94.16,132.09,29.39
800607,9.92,35.60,170.59,149.66,79.67,177.66,136.67,307.64,407.31,541.48,51.59,10.76,1.05,108.15,113.76,84.12,103.08,211.35,160.04,258.08,515.20,308.23,100.16,51.26,0.00,11.39,101.42,134.25,191.43,97.65,139.11,254.73,328.77,1094.76,1073.72,53.20,97.13,192.86,151.78,142.49,91.34,151.98,210.83,128.01,1061.69,422.10,228.17,20.06,44.20,79.04,143.11,31.00
800610,7.69,26.40,160.15,127.27,77.28,166.32,110.92,306.14,402.99,529.10,47.89,5.35,0.73,105.28,98.64,74.83,98.36,186.30,158.37,226.89,513.88,256.13,99.70,49.03,0.00,2.52,92.59,121.89,182.61,93.99,125.83,244.06,307.16,1036.53,1020.95,103.90,108.95,189.46,139.67,126.75,88.52,155.89,175.84,133.93,1077.13,403.43,226.75,19.34,30.43,83.41,122.89,30.03
800611,12.97,87.36,191.01,139.34,89.70,192.13,163.45,364.56,414.86,568.24,55.35,11.96,1.87,103.07,146.03,85.65,131.61,206.11,191.03,272.39,501.35,269.26,148.67,108.25,0.00,19.72,116.69,130.87,184.62,285.85,126.78,258.67,363.15,1106.65,1000.65,97.55,108.95,229.14,189.92,130.06,105.04,203.50,260.06,149.18,1085.93,409.26,263.37,20.04,24.86,97.61,168.45,36.44
800612,12.97,87.36,191.01,139.34,89.70,192.13,163.45,364.56,414.86,568.24,55.35,11.96,1.87,103.07,146.03,85.65,131.61,206.11,191.03,272.39,501.35,269.26,148.67,108.25,0.00,19.72,116.69,130.87,184.62,285.85,126.78,258.67,363.15,1106.65,1000.65,97.55,108.95,229.14,189.92,130.06,105.04,203.50,260.06,149.18,1085.93,409.26,263.37,20.04,24.86,97.61,168.45,36.44
800613,16.48,197.64,218.63,152.14,115.28,203.18,231.48,380.51,400.20,628.08,79.13,14.17,1.57,154.72,177.47,101.06,156.59,261.96,248.51,323.34,486.79,386.06,186.64,92.37,0.00,35.51,140.04,184.80,197.72,139.56,139.63,278.08,436.91,1087.63,1041.40,86.74,165.35,256.99,265.05,158.13,106.29,189.60,348.31,183.97,1010.60,457.90,485.67,21.84,38.31,94.96,333.00,37.77
800701,14.34,250.73,209.04,137.94,103.33,265.32,177.77,346.10,463.62,489.74,75.28,12.12,1.99,111.76,189.88,111.94,204.30,492.55,244.51,249.95,406.15,215.07,115.67,82.59,0.00,13.37,160.85,229.82,248.86,260.03,196.40,289.23,342.17,835.13,891.28,62.59,114.54,254.69,225.72,185.64,111.88,296.08,411.66,182.94,1045.81,306.85,257.96,26.31,23.33,86.62,254.65,44.31
800702,14.34,250.73,209.04,137.94,103.33,265.32,177.77,346.10,463.62,489.74,75.28,12.12,1.99,111.76,189.88,111.94,204.30,492.55,244.51,249.95,406.15,215.07,115.67,82.59,0.00,13.37,160.85,229.82,248.86,260.03,196.40,289.23,342.17,835.13,891.28,62.59,114.54,254.69,225.72,185.64,111.88,296.08,411.66,182.94,1045.81,306.85,257.96,26.31,23.33,86.62,254.65,44.31
800703,15.18,169.98,193.53,153.12,129.62,255.04,188.36,342.47,365.21,406.87,58.77,10.01,2.32,85.95,148.27,118.38,252.35,268.77,235.39,225.52,358.53,153.60,72.42,57.89,0.00,8.81,190.61,180.45,242.67,228.86,201.50,261.65,274.96,711.46,828.82,32.24,172.07,189.31,260.32,183.29,109.26,233.50,344.70,144.76,864.99,255.94,248.12,19.98,34.33,73.50,205.04,43.66
800704,14.34,250.73,209.04,137.94,103.33,265.32,177.77,346.10,463.62,489.74,75.28,12.12,1.99,111.76,189.88,111.94,204.30,492.55,244.51,249.95,406.15,215.07,115.67,82.59,0.00,13.37,160.85,229.82,248.86,260.03,196.40,289.23,342.17,835.13,891.28,62.59,114.54,254.69,225.72,185.64,111.88,296.08,411.66,182.94,1045.81,306.85,257.96,26.31,23.33,86.62,254.65,44.31
800705,16.98,174.21,319.12,158.46,119.30,236.53,203.96,323.74,345.81,368.71,48.23,8.23,3.77,84.88,164.28,130.42,245.14,315.82,274.79,209.23,320.78,249.31,72.93,58.79,0.00,9.61,212.73,173.06,260.69,170.22,219.81,271.12,243.68,616.73,765.55,33.52,100.98,168.14,282.39,203.14,109.28,232.74,350.68,140.83,771.52,213.94,268.77,18.88,48.99,84.40,184.12,39.37
800706,30.85,306.87,450.52,319.29,222.98,410.03,403.92,731.54,815.17,1134.26,154.97,21.82,3.92,257.81,306.59,201.08,349.54,460.26,470.31,588.78,921.57,614.35,289.44,136.91,0.00,60.49,289.24,336.15,389.08,253.71,283.21,538.00,737.03,1951.77,1997.20,159.38,272.68,405.86,476.73,315.47,199.56,382.53,638.09,317.40,1902.70,859.07,780.11,40.70,69.06,188.23,491.76,75.68
800707,16.66,186.01,170.62,146.99,105.25,326.70,173.88,331.11,395.92,471.34,38.87,10.44,1.25,119.30,212.80,111.82,183.06,336.56,243.07,224.40,375.28,147.32,137.26,53.28,0.00,14.85,172.06,160.48,234.04,166.86,169.78,263.00,284.51,757.01,742.05,32.49,125.94,265.46,235.13,162.29,93.57,384.74,372.39,173.90,1045.45,256.42,220.25,27.98,27.11,81.65,211.72,42.86
800708,15.18,169.98,193.53,153.12,129.62,255.04,188.36,342.47,365.21,406.87,58.77,10.01,2.32,85.95,148.27,118.38,252.35,268.77,235.39,225.52,358.53,153.60,72.42,57.89,0.00,8.81,190.61,180.45,242.67,228.86,201.50,261.65,274.96,711.46,828.82,32.24,172.07,189.31,260.32,183.29,109.26,233.50,344.70,144.76,864.99,255.94,248.12,19.98,34.33,73.50,205.04,43.66
800709,16.32,115.63,251.15,175.67,109.51,187.97,188.49,327.99,381.05,462.13,52.76,7.89,1.73,95.08,144.38,103.54,193.02,215.41,230.78,245.84,399.48,190.40,102.44,50.99,0.00,29.40,158.91,162.32,221.83,119.38,148.76,267.89,290.76,806.50,898.62,60.06,89.90,166.64,233.67,175.08,100.67,221.23,303.87,136.46,832.44,321.83,276.99,11.51,56.34,89.80,175.17,39.18
800710,16.98,174.21,319.12,158.46,119.30,236.53,203.96,323.74,345.81,368.71,48.23,8.23,3.77,84.88,164.28,130.42,245.14,315.82,274.79,209.23,320.78,249.31,72.93,58.79,0.00,9.61,212.73,173.06,260.69,170.22,219.81,271.12,243.68,616.73,765.55,33.52,100.98,168.14,282.39,203.14,109.28,232.74,350.68,140.83,771.52,213.94,268.77,18.88,48.99,84.40,184.12,39.37
800711,14.34,250.73,209.04,137.94,103.33,265.32,177.77,346.10,463.62,489.74,75.28,12.12,1.99,111.76,189.88,111.94,204.30,492.55,244.51,249.95,406.15,215.07,115.67,82.59,0.00,13.37,160.85,229.82,248.86,260.03,196.40,289.23,342.17,835.13,891.28,62.59,114.54,254.69,225.72,185.64,111.88,296.08,411.66,182.94,1045.81,306.85,257.96,26.31,23.33,86.62,254.65,44.31
800801,3.45,20.80,174.49,124.06,86.64,139.37,124.93,299.01,423.49,525.83,67.76,9.53,0.27,79.49,99.09,79.86,96.32,149.52,169.63,279.36,488.23,303.92,88.69,87.31,0.00,0.44,101.00,115.24,161.85,70.11,109.19,254.54,259.82,1016.43,1063.71,87.15,72.35,159.95,140.16,130.87,97.15,146.73,182.81,108.71,888.61,430.50,209.93,10.35,59.11,115.39,140.08,55.49
800802,4.83,18.60,189.47,115.79,86.65,138.30,115.78,284.51,398.24,603.94,88.98,17.67,0.56,81.60,104.92,66.71,111.26,157.41,172.09,311.67,464.53,266.19,92.95,75.35,0.00,10.71,92.47,126.35,156.60,74.74,111.55,249.72,255.74,1008.19,1046.74,173.52,75.77,167.06,138.07,135.23,101.84,101.38,165.33,97.49,828.34,402.94,239.35,21.59,59.07,120.91,133.41,53.15
800803,3.50,23.46,187.14,110.03,80.73,142.66,127.16,281.05,391.46,492.50,61.10,1.69,0.19,72.02,113.53,75.86,113.00,172.35,181.83,272.90,451.73,235.03,91.51,68.01,0.00,0.77,108.51,130.95,212.49,79.98,108.40,252.03,264.70,996.09,1065.94,76.18,68.16,156.71,139.38,118.91,101.84,118.69,164.46,97.84,803.92,406.73,200.70,9.21,56.47,138.61,131.65,56.26
800804,4.24,26.38,206.19,120.28,77.84,131.38,138.07,287.56,430.25,532.66,61.52,5.38,0.38,70.32,115.14,70.28,107.64,157.18,180.58,276.27,459.06,263.27,94.15,69.99,0.00,0.94,107.93,137.83,206.31,77.61,111.84,254.57,251.60,1015.63,1059.50,77.15,69.17,150.34,141.20,142.88,98.29,114.04,177.00,91.65,802.36,386.21,211.57,8.48,51.22,138.87,135.28,56.09
800806,3.50,23.46,187.14,110.03,80.73,142.66,127.16,281.05,391.46,492.50,61.10,1.69,0.19,72.02,113.53,75.86,113.00,172.35,181.83,272.90,451.73,235.03,91.51,68.01,0.00,0.77,108.51,130.95,212.49,79.98,108.40,252.03,264.70,996.09,1065.94,76.18,68.16,156.71,139.38,118.91,101.84,118.69,164.46,97.84,803.92,406.73,200.70,9.21,56.47,138.61,131.65,56.26
800807,6.77,40.21,193.86,127.36,81.77,163.26,165.21,319.09,443.56,569.36,79.28,4.41,0.82,83.36,128.08,80.73,119.43,186.93,194.11,283.63,459.22,314.95,125.30,65.40,0.00,1.45,121.87,147.31,209.40,85.41,117.26,263.08,310.11,994.43,1058.13,78.20,86.73,153.55,162.65,198.06,98.26,142.83,197.87,100.01,831.41,381.89,228.87,8.34,64.16,125.68,138.41,54.11
800809,4.24,26.38,206.19,120.28,77.84,131.38,138.07,287.56,430.25,532.66,61.52,5.38,0.38,70.32,115.14,70.28,107.64,157.18,180.58,276.27,459.06,263.27,94.15,69.99,0.00,0.94,107.93,137.83,206.31,77.61,111.84,254.57,251.60,1015.63,1059.50,77.15,69.17,150.34,141.20,142.88,98.29,114.04,177.00,91.65,802.36,386.21,211.57,8.48,51.22,138.87,135.28,56.09
800810,6.77,40.21,193.86,127.36,81.77,163.26,165.21,319.09,443.56,569.36,79.28,4.41,0.82,83.36,128.08,80.73,119.43,186.93,194.11,283.63,459.22,314.95,125.30,65.40,0.00,1.45,121.87,147.31,209.40,85.41,117.26,263.08,310.11,994.43,1058.13,78.20,86.73,153.55,162.65,198.06,98.26,142.83,197.87,100.01,831.41,381.89,228.87,8.34,64.16,125.68,138.41,54.11
800811,3.50,23.46,187.14,110.03,80.73,142.66,127.16,281.05,391.46,492.50,61.10,1.69,0.19,72.02,113.53,75.86,113.00,172.35,181.83,272.90,451.73,235.03,91.51,68.01,0.00,0.77,108.51,130.95,212.49,79.98,108.40,252.03,264.70,996.09,1065.94,76.18,68.16,156.71,139.38,118.91,101.84,118.69,164.46,97.84,803.92,406.73,200.70,9.21,56.47,138.61,131.65,56.26
800813,3.45,20.80,174.49,124.06,86.64,139.37,124.93,299.01,423.49,525.83,67.76,9.53,0.27,79.49,99.09,79.86,96.32,149.52,169.63,279.36,488.23,303.92,88.69,87.31,0.00,0.44,101.00,115.24,161.85,70.11,109.19,254.54,259.82,1016.43,1063.71,87.15,72.35,159.95,140.16,130.87,97.15,146.73,182.81,108.71,888.61,430.50,209.93,10.35,59.11,115.39,140.08,55.49
800901,14.70,99.51,285.91,118.58,97.49,193.91,157.62,347.26,411.54,470.42,46.95,4.88,0.71,83.37,139.94,103.37,156.44,241.18,224.11,234.35,420.63,197.22,92.80,63.86,0.00,11.53,171.78,156.44,238.68,129.41,138.71,269.50,305.57,836.19,976.78,188.03,105.78,172.47,196.77,152.11,104.62,226.84,247.88,124.23,888.82,345.41,252.59,12.79,98.57,110.19,170.99,37.11
800902,14.70,99.51,285.91,118.58,97.49,193.91,157.62,347.26,411.54,470.42,46.95,4.88,0.71,83.37,139.94,103.37,156.44,241.18,224.11,234.35,420.63,197.22,92.80,63.86,0.00,11.53,171.78,156.44,238.68,129.41,138.71,269.50,305.57,836.19,976.78,188.03,105.78,172.47,196.77,152.11,104.62,226.84,247.88,124.23,888.82,345.41,252.59,12.79,98.57,110.19,170.99,37.11
800903,14.70,99.51,285.91,118.58,97.49,193.91,157.62,347.26,411.54,470.42,46.95,4.88,0.71,83.37,139.94,103.37,156.44,241.18,224.11,234.35,420.63,197.22,92.80,63.86,0.00,11.53,171.78,156.44,238.68,129.41,138.71,269.50,305.57,836.19,976.78,188.03,105.78,172.47,196.77,152.11,104.62,226.84,247.88,124.23,888.82,345.41,252.59,12.79,98.57,110.19,170.99,37.11
800904,44.84,240.13,511.55,252.06,212.33,411.02,377.70,691.72,833.99,933.11,94.91,9.17,1.50,179.54,293.97,228.30,340.64,530.96,498.67,462.57,833.80,369.30,174.32,126.02,0.00,32.34,405.96,339.19,501.36,285.68,305.60,543.41,622.06,1575.05,1818.51,243.76,216.45,369.44,407.29,353.75,215.12,511.11,514.52,251.04,1665.37,649.94,526.30,24.66,189.70,224.19,370.64,79.98
800905,30.13,140.62,225.65,133.48,114.84,217.10,220.08,344.46,422.45,462.70,47.96,4.29,0.79,96.17,154.04,124.92,184.19,289.79,274.55,228.22,413.16,172.07,81.52,62.15,0.00,20.81,234.18,182.75,262.68,156.27,166.89,273.91,316.49,738.86,841.74,55.72,110.67,196.98,210.52,201.64,110.50,284.27,266.64,126.81,776.56,304.53,273.70,11.86,91.13,114.00,199.65,42.88
800906,14.35,84.75,195.42,144.01,91.13,183.24,153.91,324.37,451.20,491.31,50.24,6.49,1.78,80.97,121.60,96.69,152.62,234.19,223.48,251.04,428.57,221.63,104.19,76.96,0.00,20.56,151.26,155.06,236.99,110.70,149.13,268.23,292.55,860.58,1021.43,56.73,90.50,167.04,172.56,135.68,98.95,192.99,261.63,110.23,912.14,360.29,284.31,11.20,90.65,98.43,171.64,35.55
800907,29.53,195.81,170.04,143.31,122.77,244.66,228.50,398.70,381.87,521.56,43.00,8.28,2.61,108.52,170.99,133.58,221.02,300.24,320.20,249.64,387.48,187.59,79.86,51.46,0.00,66.76,228.37,195.59,271.83,198.95,175.22,278.62,345.32,687.73,790.97,77.63,112.97,306.50,239.06,201.11,114.18,333.42,400.10,161.25,760.92,337.32,275.54,11.30,75.97,108.04,219.76,40.28
800908,16.99,144.45,389.84,150.44,110.62,207.75,177.91,364.89,392.46,447.09,44.49,6.05,3.62,99.30,146.65,115.98,194.45,261.20,246.79,239.51,408.10,166.23,92.01,52.90,0.00,14.59,180.81,169.71,253.96,148.95,151.00,271.32,329.59,791.66,886.50,63.35,110.84,188.25,223.60,208.16,111.84,249.60,290.03,128.66,896.95,314.00,298.96,12.95,56.32,107.45,203.34,34.03
800909,16.99,144.45,389.84,150.44,110.62,207.75,177.91,364.89,392.46,447.09,44.49,6.05,3.62,99.30,146.65,115.98,194.45,261.20,246.79,239.51,408.10,166.23,92.01,52.90,0.00,14.59,180.81,169.71,253.96,148.95,151.00,271.32,329.59,791.66,886.50,63.35,110.84,188.25,223.60,208.16,111.84,249.60,290.03,128.66,896.95,314.00,298.96,12.95,56.32,107.45,203.34,34.03
800910,35.12,281.98,673.80,306.86,229.77,431.44,383.33,667.87,712.81,830.50,98.90,17.09,7.11,179.71,313.52,240.99,436.26,527.20,537.96,461.31,708.13,289.64,163.63,129.58,0.00,40.78,396.66,349.32,532.24,298.42,365.89,559.21,566.59,1378.17,1655.66,125.77,204.63,349.56,508.23,365.07,229.83,484.75,633.79,273.16,1604.44,521.87,537.53,24.78,100.39,215.18,419.19,76.16
800911,30.20,165.66,484.56,280.68,195.25,369.27,323.57,649.86,890.55,977.71,109.91,10.83,3.03,163.96,259.55,198.64,304.86,451.44,435.32,483.94,848.57,406.19,196.06,137.11,0.00,34.74,335.30,330.98,465.28,220.98,287.29,539.38,597.22,1707.00,2012.08,101.62,190.78,341.34,358.64,285.90,200.31,385.63,542.77,232.56,1790.73,711.70,603.93,22.84,152.31,200.37,347.71,72.90
800912,26.17,130.00,260.98,147.42,118.09,230.41,177.18,347.41,401.40,464.97,46.12,6.58,1.43,89.03,160.73,113.27,188.52,287.45,247.81,232.12,420.15,155.04,83.67,66.34,0.00,16.84,225.01,181.79,261.44,145.73,181.39,285.01,308.67,762.83,893.97,53.36,131.57,220.96,218.09,195.81,114.79,349.06,278.12,124.05,778.16,316.52,285.56,13.51,81.57,117.30,206.57,44.62
800913,40.35,127.85,185.19,159.20,136.71,229.44,386.57,367.14,399.74,350.94,51.88,8.21,0.78,84.68,159.83,145.43,224.09,315.77,298.07,225.96,297.97,131.78,71.56,45.50,0.00,20.35,262.80,226.78,287.15,174.70,217.38,285.13,251.18,506.75,654.80,48.67,107.52,147.95,299.52,183.66,127.83,274.37,299.41,137.17,609.36,288.87,237.86,9.25,78.85,117.87,200.55,53.29
801001,40.80,247.97,446.56,270.48,214.96,424.97,333.44,695.33,822.87,969.19,91.87,10.80,2.96,167.88,296.93,211.12,350.45,545.55,486.20,479.58,850.46,347.48,175.92,135.28,0.00,27.56,394.19,335.87,523.14,267.76,331.82,564.26,613.55,1600.26,1908.20,116.13,239.18,416.41,400.03,385.48,223.74,572.41,526.16,249.39,1661.96,668.44,634.31,26.97,183.16,235.64,381.07,79.28
801002,40.29,168.18,249.10,153.10,136.30,230.42,256.71,356.57,381.32,348.25,45.39,7.44,5.41,76.69,161.05,140.10,209.79,292.41,294.23,237.98,301.00,126.08,65.66,48.99,0.01,18.43,238.31,208.21,281.62,171.24,212.57,298.08,257.11,516.01,653.41,55.27,108.84,144.96,245.48,215.10,123.11,266.90,306.28,125.91,626.98,220.77,270.71,8.99,84.50,116.23,192.96,55.99
801003,26.17,130.00,260.98,147.42,118.09,230.41,177.18,347.41,401.40,464.97,46.12,6.58,1.43,89.03,160.73,113.27,188.52,287.45,247.81,232.12,420.15,155.04,83.67,66.34,0.00,16.84,225.01,181.79,261.44,145.73,181.39,285.01,308.67,762.83,893.97,53.36,131.57,220.96,218.09,195.81,114.79,349.06,278.12,124.05,778.16,316.52,285.56,13.51,81.57,117.30,206.57,44.62
801101,36.29,144.42,195.76,180.35,157.27,238.58,222.22,340.05,334.92,284.75,38.28,8.28,3.07,68.33,217.75,150.40,215.93,301.10,318.01,202.38,262.39,112.77,60.64,42.02,0.00,27.98,281.27,228.13,393.15,208.98,244.85,332.09,218.10,397.43,548.84,76.98,88.16,136.94,260.08,202.83,131.21,299.38,305.63,133.81,504.78,189.29,308.67,12.62,77.79,126.32,208.11,59.66
801102,36.29,144.42,195.76,180.35,157.27,238.58,222.22,340.05,334.92,284.75,38.28,8.28,3.07,68.33,217.75,150.40,215.93,301.10,318.01,202.38,262.39,112.77,60.64,42.02,0.00,27.98,281.27,228.13,393.15,208.98,244.85,332.09,218.10,397.43,548.84,76.98,88.16,136.94,260.08,202.83,131.21,299.38,305.63,133.81,504.78,189.29,308.67,12.62,77.79,126.32,208.11,59.66
801103,29.54,141.59,217.32,166.58,140.52,242.59,235.67,342.72,371.65,355.49,45.62,7.58,0.43,71.19,203.27,131.73,203.13,286.99,292.18,214.74,321.72,165.75,73.78,50.92,0.00,19.59,247.66,211.71,319.07,177.83,223.14,340.51,251.08,525.48,689.27,77.79,90.37,193.09,251.25,208.57,123.26,279.96,303.47,134.18,605.27,230.20,389.97,23.05,77.46,135.27,195.83,55.67
801104,104.69,289.62,403.03,347.37,306.11,487.64,593.78,663.21,690.69,585.71,79.81,15.49,5.23,137.25,315.24,316.37,454.09,580.54,645.82,389.89,548.85,195.67,107.54,72.21,0.03,65.48,571.48,466.66,641.54,390.70,478.73,603.85,457.93,786.43,1073.42,110.33,174.87,256.35,507.35,337.66,259.96,601.68,616.88,269.25,1014.84,362.05,454.69,18.28,140.18,249.90,404.94,119.02
801105,40.29,168.18,249.10,153.10,136.30,230.42,256.71,356.57,381.32,348.25,45.39,7.44,5.41,76.69,161.05,140.10,209.79,292.41,294.23,237.98,301.00,126.08,65.66,48.99,0.01,18.43,238.31,208.21,281.62,171.24,212.57,298.08,257.11,516.01,653.41,55.27,108.84,144.96,245.48,215.10,123.11,266.90,306.28,125.91,626.98,220.77,270.71,8.99,84.50,116.23,192.96,55.99
801106,41.84,158.44,206.33,182.83,161.52,235.99,224.90,336.95,321.83,292.82,45.41,10.14,0.91,68.39,159.20,151.81,226.52,310.58,329.21,191.01,240.30,122.46,52.65,41.20,0.00,28.80,328.98,228.47,357.31,221.31,249.93,322.38,215.41,374.36,525.21,65.09,97.84,137.55,258.85,203.23,131.19,316.94,303.36,132.92,488.79,166.91,262.26,18.46,79.80,133.32,210.98,62.62
