TB_IDN,2014_03,2014_04,2014_05,2014_06,2014_07,2014_08,2014_09,2014_10,2014_11,2014_12,2015_01,2015_02,2015_03,2015_04,2015_05,2015_06,2015_07,2015_08,2015_09,2015_10,2015_11,2015_12,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06
101603,22.75,39.39,117.19,120.51,119.40,234.14,214.93,182.95,44.96,10.87,5.97,8.16,102.90,65.51,43.84,237.35,121.57,106.23,330.64,245.77,28.93,23.97,41.40,0.51,25.56,18.86,106.31,327.49,226.23,244.72,380.62,311.73,89.56,1.57,43.12,0.25,84.06,34.96,379.72,214.32,238.71,269.28,286.78,331.44,41.83,37.90,85.27,65.80,59.56,206.16,147.47,52.53
101701,24.68,26.35,113.04,133.18,125.69,234.04,212.60,186.93,49.05,17.25,3.15,7.57,101.43,78.90,39.89,226.95,122.09,122.31,300.05,232.39,22.77,31.45,41.59,0.10,15.78,17.87,110.79,323.79,235.87,234.45,395.89,286.69,71.20,1.06,38.76,0.25,62.31,36.33,373.54,219.21,266.35,260.54,275.29,271.17,34.11,35.59,172.78,46.21,41.35,211.68,139.80,54.00
101702,26.57,28.78,128.52,139.36,126.23,223.35,219.69,217.36,47.19,13.19,3.35,9.06,100.92,73.32,42.51,279.99,119.57,124.33,347.27,228.55,27.74,27.59,46.04,0.27,11.83,16.77,111.03,329.31,211.18,246.90,384.14,305.96,109.93,1.83,40.08,0.18,64.01,37.40,400.38,220.90,266.98,249.30,272.38,306.14,37.46,38.20,95.14,42.18,48.13,208.13,149.44,59.94
101703,26.57,28.78,128.52,139.36,126.23,223.35,219.69,217.36,47.19,13.19,3.35,9.06,100.92,73.32,42.51,279.99,119.57,124.33,347.27,228.55,27.74,27.59,46.04,0.27,11.83,16.77,111.03,329.31,211.18,246.90,384.14,305.96,109.93,1.83,40.08,0.18,64.01,37.40,400.38,220.90,266.98,249.30,272.38,306.14,37.46,38.20,95.14,42.18,48.13,208.13,149.44,59.94
101801,24.68,26.35,113.04,133.18,125.69,234.04,212.60,186.93,49.05,17.25,3.15,7.57,101.43,78.90,39.89,226.95,122.09,122.31,300.05,232.39,22.77,31.45,41.59,0.10,15.78,17.87,110.79,323.79,235.87,234.45,395.89,286.69,71.20,1.06,38.76,0.25,62.31,36.33,373.54,219.21,266.35,260.54,275.29,271.17,34.11,35.59,172.78,46.21,41.35,211.68,139.80,54.00
101901,26.98,38.83,104.11,129.21,122.42,243.40,208.37,165.24,44.09,11.95,4.81,9.86,116.42,78.51,50.95,203.70,126.96,123.29,296.55,234.64,20.10,23.38,50.17,0.10,14.03,16.90,105.26,308.80,238.59,221.92,398.14,284.81,62.16,1.73,37.93,0.29,72.80,97.54,393.18,227.83,255.32,262.31,276.16,273.22,27.73,23.68,88.19,58.99,42.87,209.72,139.82,61.18
101902,26.98,38.83,104.11,129.21,122.42,243.40,208.37,165.24,44.09,11.95,4.81,9.86,116.42,78.51,50.95,203.70,126.96,123.29,296.55,234.64,20.10,23.38,50.17,0.10,14.03,16.90,105.26,308.80,238.59,221.92,398.14,284.81,62.16,1.73,37.93,0.29,72.80,97.54,393.18,227.83,255.32,262.31,276.16,273.22,27.73,23.68,88.19,58.99,42.87,209.72,139.82,61.18
102001,21.54,62.16,147.35,119.75,115.54,274.81,228.26,174.62,52.01,15.03,8.83,13.32,135.72,78.36,74.16,186.54,120.88,129.61,359.35,248.48,29.48,20.68,73.40,1.21,19.15,15.75,107.92,301.17,246.52,219.13,379.47,294.34,66.09,2.58,37.62,0.29,105.42,58.95,386.96,221.95,246.58,283.26,270.51,324.49,31.62,18.10,62.31,83.22,51.02,200.74,163.40,54.32
102101,25.61,48.16,119.60,119.37,119.68,225.53,230.43,173.07,43.44,12.71,7.34,10.78,106.49,67.87,49.82,221.76,129.66,112.32,304.08,233.82,36.72,23.37,49.31,0.56,18.82,17.17,99.33,322.56,235.15,209.34,390.03,307.30,73.14,3.15,42.29,0.25,86.42,38.93,411.07,215.34,242.41,274.02,275.07,296.02,35.42,22.62,80.97,78.18,50.25,201.16,163.46,55.06
102201,24.68,26.35,113.04,133.18,125.69,234.04,212.60,186.93,49.05,17.25,3.15,7.57,101.43,78.90,39.89,226.95,122.09,122.31,300.05,232.39,22.77,31.45,41.59,0.10,15.78,17.87,110.79,323.79,235.87,234.45,395.89,286.69,71.20,1.06,38.76,0.25,62.31,36.33,373.54,219.21,266.35,260.54,275.29,271.17,34.11,35.59,172.78,46.21,41.35,211.68,139.80,54.00
102202,24.68,26.35,113.04,133.18,125.69,234.04,212.60,186.93,49.05,17.25,3.15,7.57,101.43,78.90,39.89,226.95,122.09,122.31,300.05,232.39,22.77,31.45,41.59,0.10,15.78,17.87,110.79,323.79,235.87,234.45,395.89,286.69,71.20,1.06,38.76,0.25,62.31,36.33,373.54,219.21,266.35,260.54,275.29,271.17,34.11,35.59,172.78,46.21,41.35,211.68,139.80,54.00
102301,26.98,38.83,104.11,129.21,122.42,243.40,208.37,165.24,44.09,11.95,4.81,9.86,116.42,78.51,50.95,203.70,126.96,123.29,296.55,234.64,20.10,23.38,50.17,0.10,14.03,16.90,105.26,308.80,238.59,221.92,398.14,284.81,62.16,1.73,37.93,0.29,72.80,97.54,393.18,227.83,255.32,262.31,276.16,273.22,27.73,23.68,88.19,58.99,42.87,209.72,139.82,61.18
102302,26.98,38.83,104.11,129.21,122.42,243.40,208.37,165.24,44.09,11.95,4.81,9.86,116.42,78.51,50.95,203.70,126.96,123.29,296.55,234.64,20.10,23.38,50.17,0.10,14.03,16.90,105.26,308.80,238.59,221.92,398.14,284.81,62.16,1.73,37.93,0.29,72.80,97.54,393.18,227.83,255.32,262.31,276.16,273.22,27.73,23.68,88.19,58.99,42.87,209.72,139.82,61.18
102401,26.98,38.83,104.11,129.21,122.42,243.40,208.37,165.24,44.09,11.95,4.81,9.86,116.42,78.51,50.95,203.70,126.96,123.29,296.55,234.64,20.10,23.38,50.17,0.10,14.03,16.90,105.26,308.80,238.59,221.92,398.14,284.81,62.16,1.73,37.93,0.29,72.80,97.54,393.18,227.83,255.32,262.31,276.16,273.22,27.73,23.68,88.19,58.99,42.87,209.72,139.82,61.18
102501,23.18,38.80,125.95,121.45,123.82,203.68,207.77,169.64,39.62,9.15,3.14,8.16,101.88,70.09,48.77,189.24,123.46,134.31,315.35,226.91,21.35,15.25,57.73,0.25,10.41,17.29,98.84,288.20,241.48,199.31,365.13,260.75,49.97,2.43,35.52,0.35,71.15,30.94,359.18,208.09,257.62,260.83,252.01,282.49,25.09,14.90,102.06,68.12,62.74,204.00,151.77,58.80
102502,23.18,38.80,125.95,121.45,123.82,203.68,207.77,169.64,39.62,9.15,3.14,8.16,101.88,70.09,48.77,189.24,123.46,134.31,315.35,226.91,21.35,15.25,57.73,0.25,10.41,17.29,98.84,288.20,241.48,199.31,365.13,260.75,49.97,2.43,35.52,0.35,71.15,30.94,359.18,208.09,257.62,260.83,252.01,282.49,25.09,14.90,102.06,68.12,62.74,204.00,151.77,58.80
102503,19.79,74.85,128.04,123.39,120.71,240.62,220.21,179.51,49.47,7.55,3.67,8.60,125.12,71.36,57.11,146.10,116.79,152.88,310.64,222.40,26.32,14.80,57.63,0.11,15.74,17.41,113.69,282.38,272.29,204.22,374.25,276.94,63.94,1.52,32.48,0.52,91.57,37.03,350.60,213.93,270.90,283.00,259.71,278.80,22.17,14.31,88.07,63.96,87.19,187.02,194.40,58.83
102504,19.79,74.85,128.04,123.39,120.71,240.62,220.21,179.51,49.47,7.55,3.67,8.60,125.12,71.36,57.11,146.10,116.79,152.88,310.64,222.40,26.32,14.80,57.63,0.11,15.74,17.41,113.69,282.38,272.29,204.22,374.25,276.94,63.94,1.52,32.48,0.52,91.57,37.03,350.60,213.93,270.90,283.00,259.71,278.80,22.17,14.31,88.07,63.96,87.19,187.02,194.40,58.83
102505,23.18,38.80,125.95,121.45,123.82,203.68,207.77,169.64,39.62,9.15,3.14,8.16,101.88,70.09,48.77,189.24,123.46,134.31,315.35,226.91,21.35,15.25,57.73,0.25,10.41,17.29,98.84,288.20,241.48,199.31,365.13,260.75,49.97,2.43,35.52,0.35,71.15,30.94,359.18,208.09,257.62,260.83,252.01,282.49,25.09,14.90,102.06,68.12,62.74,204.00,151.77,58.80
102506,23.18,38.80,125.95,121.45,123.82,203.68,207.77,169.64,39.62,9.15,3.14,8.16,101.88,70.09,48.77,189.24,123.46,134.31,315.35,226.91,21.35,15.25,57.73,0.25,10.41,17.29,98.84,288.20,241.48,199.31,365.13,260.75,49.97,2.43,35.52,0.35,71.15,30.94,359.18,208.09,257.62,260.83,252.01,282.49,25.09,14.90,102.06,68.12,62.74,204.00,151.77,58.80
102507,19.78,39.19,147.22,138.59,125.72,208.50,208.94,173.35,39.38,10.41,2.05,5.70,92.42,61.86,48.67,187.08,124.29,126.75,304.24,227.01,19.56,19.63,52.17,0.22,11.64,16.53,95.91,292.88,221.66,200.46,386.22,272.67,62.30,2.60,36.41,0.30,66.28,30.00,371.53,210.71,259.07,249.45,265.15,281.89,26.68,19.79,102.84,38.98,42.12,206.70,140.92,58.87
102508,19.78,39.19,147.22,138.59,125.72,208.50,208.94,173.35,39.38,10.41,2.05,5.70,92.42,61.86,48.67,187.08,124.29,126.75,304.24,227.01,19.56,19.63,52.17,0.22,11.64,16.53,95.91,292.88,221.66,200.46,386.22,272.67,62.30,2.60,36.41,0.30,66.28,30.00,371.53,210.71,259.07,249.45,265.15,281.89,26.68,19.79,102.84,38.98,42.12,206.70,140.92,58.87
102601,28.45,36.11,136.63,125.69,124.32,218.39,205.80,162.92,48.03,10.06,2.53,8.68,101.95,81.29,44.28,191.83,127.64,139.95,303.81,237.11,16.19,19.24,53.73,0.22,14.84,17.26,107.04,301.16,237.01,208.28,384.70,286.27,59.02,2.14,36.72,0.28,67.37,32.74,366.50,211.08,252.71,262.11,271.74,279.11,27.54,15.29,180.78,51.83,41.58,205.98,142.91,55.91
102602,28.45,36.11,136.63,125.69,124.32,218.39,205.80,162.92,48.03,10.06,2.53,8.68,101.95,81.29,44.28,191.83,127.64,139.95,303.81,237.11,16.19,19.24,53.73,0.22,14.84,17.26,107.04,301.16,237.01,208.28,384.70,286.27,59.02,2.14,36.72,0.28,67.37,32.74,366.50,211.08,252.71,262.11,271.74,279.11,27.54,15.29,180.78,51.83,41.58,205.98,142.91,55.91
102701,23.69,25.40,130.51,135.87,122.39,218.22,219.91,161.58,40.10,13.53,2.85,6.18,99.13,73.90,45.77,207.98,120.68,127.07,302.15,245.24,17.62,26.56,52.27,0.25,11.38,17.38,102.92,303.43,234.45,220.36,392.70,285.13,62.57,2.38,37.58,0.24,60.19,31.09,366.83,205.53,259.35,253.51,268.48,281.74,30.58,27.66,100.32,50.77,39.55,232.04,141.16,59.53
102702,23.69,25.40,130.51,135.87,122.39,218.22,219.91,161.58,40.10,13.53,2.85,6.18,99.13,73.90,45.77,207.98,120.68,127.07,302.15,245.24,17.62,26.56,52.27,0.25,11.38,17.38,102.92,303.43,234.45,220.36,392.70,285.13,62.57,2.38,37.58,0.24,60.19,31.09,366.83,205.53,259.35,253.51,268.48,281.74,30.58,27.66,100.32,50.77,39.55,232.04,141.16,59.53
102703,23.69,25.40,130.51,135.87,122.39,218.22,219.91,161.58,40.10,13.53,2.85,6.18,99.13,73.90,45.77,207.98,120.68,127.07,302.15,245.24,17.62,26.56,52.27,0.25,11.38,17.38,102.92,303.43,234.45,220.36,392.70,285.13,62.57,2.38,37.58,0.24,60.19,31.09,366.83,205.53,259.35,253.51,268.48,281.74,30.58,27.66,100.32,50.77,39.55,232.04,141.16,59.53
102704,19.78,39.19,147.22,138.59,125.72,208.50,208.94,173.35,39.38,10.41,2.05,5.70,92.42,61.86,48.67,187.08,124.29,126.75,304.24,227.01,19.56,19.63,52.17,0.22,11.64,16.53,95.91,292.88,221.66,200.46,386.22,272.67,62.30,2.60,36.41,0.30,66.28,30.00,371.53,210.71,259.07,249.45,265.15,281.89,26.68,19.79,102.84,38.98,42.12,206.70,140.92,58.87
102705,19.78,39.19,147.22,138.59,125.72,208.50,208.94,173.35,39.38,10.41,2.05,5.70,92.42,61.86,48.67,187.08,124.29,126.75,304.24,227.01,19.56,19.63,52.17,0.22,11.64,16.53,95.91,292.88,221.66,200.46,386.22,272.67,62.30,2.60,36.41,0.30,66.28,30.00,371.53,210.71,259.07,249.45,265.15,281.89,26.68,19.79,102.84,38.98,42.12,206.70,140.92,58.87
102706,19.78,39.19,147.22,138.59,125.72,208.50,208.94,173.35,39.38,10.41,2.05,5.70,92.42,61.86,48.67,187.08,124.29,126.75,304.24,227.01,19.56,19.63,52.17,0.22,11.64,16.53,95.91,292.88,221.66,200.46,386.22,272.67,62.30,2.60,36.41,0.30,66.28,30.00,371.53,210.71,259.07,249.45,265.15,281.89,26.68,19.79,102.84,38.98,42.12,206.70,140.92,58.87
102801,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
102802,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
102803,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
102804,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
102805,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
102901,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
102902,22.75,39.39,117.19,120.51,119.40,234.14,214.93,182.95,44.96,10.87,5.97,8.16,102.90,65.51,43.84,237.35,121.57,106.23,330.64,245.77,28.93,23.97,41.40,0.51,25.56,18.86,106.31,327.49,226.23,244.72,380.62,311.73,89.56,1.57,43.12,0.25,84.06,34.96,379.72,214.32,238.71,269.28,286.78,331.44,41.83,37.90,85.27,65.80,59.56,206.16,147.47,52.53
102903,22.75,39.39,117.19,120.51,119.40,234.14,214.93,182.95,44.96,10.87,5.97,8.16,102.90,65.51,43.84,237.35,121.57,106.23,330.64,245.77,28.93,23.97,41.40,0.51,25.56,18.86,106.31,327.49,226.23,244.72,380.62,311.73,89.56,1.57,43.12,0.25,84.06,34.96,379.72,214.32,238.71,269.28,286.78,331.44,41.83,37.90,85.27,65.80,59.56,206.16,147.47,52.53
102904,22.75,39.39,117.19,120.51,119.40,234.14,214.93,182.95,44.96,10.87,5.97,8.16,102.90,65.51,43.84,237.35,121.57,106.23,330.64,245.77,28.93,23.97,41.40,0.51,25.56,18.86,106.31,327.49,226.23,244.72,380.62,311.73,89.56,1.57,43.12,0.25,84.06,34.96,379.72,214.32,238.71,269.28,286.78,331.44,41.83,37.90,85.27,65.80,59.56,206.16,147.47,52.53
103001,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103002,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103003,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103004,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103005,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103101,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103102,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103103,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103104,25.61,48.16,119.60,119.37,119.68,225.53,230.43,173.07,43.44,12.71,7.34,10.78,106.49,67.87,49.82,221.76,129.66,112.32,304.08,233.82,36.72,23.37,49.31,0.56,18.82,17.17,99.33,322.56,235.15,209.34,390.03,307.30,73.14,3.15,42.29,0.25,86.42,38.93,411.07,215.34,242.41,274.02,275.07,296.02,35.42,22.62,80.97,78.18,50.25,201.16,163.46,55.06
103201,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103202,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103301,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103302,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103303,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103304,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103305,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103306,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103307,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103401,8.10,32.13,134.89,111.05,109.61,280.15,181.27,203.34,68.24,17.29,7.14,18.92,131.50,82.60,35.22,236.69,119.64,94.99,335.97,245.49,32.86,35.26,69.34,0.42,28.07,16.33,103.79,316.71,204.34,236.00,347.00,336.53,94.91,2.81,52.44,0.03,79.12,36.45,373.67,184.20,219.61,258.61,284.59,353.74,55.23,36.48,266.92,41.06,75.97,196.27,142.52,44.79
103402,8.10,32.13,134.89,111.05,109.61,280.15,181.27,203.34,68.24,17.29,7.14,18.92,131.50,82.60,35.22,236.69,119.64,94.99,335.97,245.49,32.86,35.26,69.34,0.42,28.07,16.33,103.79,316.71,204.34,236.00,347.00,336.53,94.91,2.81,52.44,0.03,79.12,36.45,373.67,184.20,219.61,258.61,284.59,353.74,55.23,36.48,266.92,41.06,75.97,196.27,142.52,44.79
103501,8.10,32.13,134.89,111.05,109.61,280.15,181.27,203.34,68.24,17.29,7.14,18.92,131.50,82.60,35.22,236.69,119.64,94.99,335.97,245.49,32.86,35.26,69.34,0.42,28.07,16.33,103.79,316.71,204.34,236.00,347.00,336.53,94.91,2.81,52.44,0.03,79.12,36.45,373.67,184.20,219.61,258.61,284.59,353.74,55.23,36.48,266.92,41.06,75.97,196.27,142.52,44.79
103502,8.10,32.13,134.89,111.05,109.61,280.15,181.27,203.34,68.24,17.29,7.14,18.92,131.50,82.60,35.22,236.69,119.64,94.99,335.97,245.49,32.86,35.26,69.34,0.42,28.07,16.33,103.79,316.71,204.34,236.00,347.00,336.53,94.91,2.81,52.44,0.03,79.12,36.45,373.67,184.20,219.61,258.61,284.59,353.74,55.23,36.48,266.92,41.06,75.97,196.27,142.52,44.79
103503,8.10,32.13,134.89,111.05,109.61,280.15,181.27,203.34,68.24,17.29,7.14,18.92,131.50,82.60,35.22,236.69,119.64,94.99,335.97,245.49,32.86,35.26,69.34,0.42,28.07,16.33,103.79,316.71,204.34,236.00,347.00,336.53,94.91,2.81,52.44,0.03,79.12,36.45,373.67,184.20,219.61,258.61,284.59,353.74,55.23,36.48,266.92,41.06,75.97,196.27,142.52,44.79
103504,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103601,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
103602,7.23,47.91,142.65,123.27,109.71,200.46,215.00,180.21,55.71,16.48,7.74,35.99,131.60,79.82,46.95,226.90,121.55,94.83,320.44,267.26,32.88,33.81,62.51,0.58,21.08,16.62,104.44,302.44,222.10,189.42,352.77,338.90,81.16,3.33,50.37,0.00,97.72,37.17,399.99,178.78,222.84,265.97,273.15,303.49,48.67,33.07,86.45,72.64,73.93,200.21,145.02,47.91
