date,addrcode,province,district,subdist,village,hi,ci,bi,province_EN,district_EN,subdist_EN
2015-10-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ปากคลองกรุงหยัน,7.5,1.34,7.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-10-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ปากคลองกรุงหยัน,10,1.56,10,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-10-01,801105,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,ปริก,12.5,1.97,12.5,Nakhon Si Thammarat,Thung Yai,Prik
2015-10-01,801105,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,ไสใหญ่,17.5,2.88,17.5,Nakhon Si Thammarat,Thung Yai,Prik
2015-09-01,810405,กระบี่,คลองท่อม,ห้วยน้ำขาว,ห้วยน้ำขาว,15,6.25,25,Krabi,Khlong Thom,Huai Nam Khao
2015-09-01,800708,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ไม้เสียบ,7.5,1.6,15,Nakhon Si Thammarat,Cha-uat,Ko Khan
2015-09-01,800708,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ห้วยปรง,7.5,3.11,27.5,Nakhon Si Thammarat,Cha-uat,Ko Khan
2015-09-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนหนองหงษ์,12.5,4.12,35,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2015-09-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,กาโห่ใต้,10,3.9,30,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2015-09-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนวัดใหม่,10,4.33,35,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2015-09-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนหนองหงษ์,12.5,4.08,35,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2015-09-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ทุ่งโป๊ะ,10,3.95,32.5,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2015-09-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,17.5,2.41,17.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-09-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,12.9,2.2,12.9,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-09-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ปากคลองกรุงหยัน,15,1.79,12.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-09-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ทะเลสองห้อง,10,1.6,10,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-09-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ถ้ำเพดาน,10,1.96,10,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-09-01,801105,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,หนองคล้า,20,2.61,20,Nakhon Si Thammarat,Thung Yai,Prik
2015-09-01,801105,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,ไสใหญ่,15,2.1,15,Nakhon Si Thammarat,Thung Yai,Prik
2015-08-01,810116,กระบี่,เมืองกระบี่,อ่าวนาง,อ่าวนาง,17.5,4,22.5,Krabi,Mueang Krabi,Ao Nang
2015-08-01,810116,กระบี่,เมืองกระบี่,อ่าวนาง,คลองแห้ง,7.5,6.25,27.5,Krabi,Mueang Krabi,Ao Nang
2015-08-01,810704,กระบี่,ลำทับ,ดินแดง,เขาไว้ข้าว,60,15.25,90,Krabi,Lam Thap,Din Daeng
2015-08-01,810701,กระบี่,ลำทับ,ลำทับ,ลำทับ,40,12.7,80,Krabi,Lam Thap,Lam Thap
2015-08-01,361401,ชัยภูมิ,ภักดีชุมพล,บ้านเจียง,บ้านเจียง,2.5,0.32,2.5,Chaiyaphum,Phakdi Chumphon,Ban Chiang
2015-08-01,361401,ชัยภูมิ,ภักดีชุมพล,บ้านเจียง,บ้านเจียง,5,0.64,5,Chaiyaphum,Phakdi Chumphon,Ban Chiang
2015-08-01,361401,ชัยภูมิ,ภักดีชุมพล,บ้านเจียง,บ้านเจียง,7.5,10.45,70,Chaiyaphum,Phakdi Chumphon,Ban Chiang
2015-08-01,361401,ชัยภูมิ,ภักดีชุมพล,บ้านเจียง,บ้านเจียง,7.5,1.27,10,Chaiyaphum,Phakdi Chumphon,Ban Chiang
2015-08-01,801905,นครศรีธรรมราช,จุฬาภรณ์,นาหมอบุญ,บ้านทุ่งบก,10,3.99,32.5,Nakhon Si Thammarat,Chulabhorn,Na Mo Bun
2015-08-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,วังเคียน,10,3.69,30,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2015-08-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนวัดใหม่,7.5,2.54,20,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2015-08-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,กาโห่เหนือ,10,3.93,32.5,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2015-08-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ท่าข้าม,12.5,4.62,40,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2015-08-01,800701,นครศรีธรรมราช,ชะอวด,ชะอวด,ทุ่งค่าย,12.5,3.84,42.5,Nakhon Si Thammarat,Cha-uat,Cha-Uat
2015-08-01,800703,นครศรีธรรมราช,ชะอวด,ท่าประจะ,ลำแบน,15,4.41,55,Nakhon Si Thammarat,Cha-uat,Tha Pracha
2015-08-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,บ่อปลา,17.5,2.35,17.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-08-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,9.9,1.65,9.9,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-08-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยันใต้,10,1.72,10,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-08-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ทะเลสองห้อง,12.5,2.51,12.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-08-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,บางปรน,15,2.78,15,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-08-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ทับกลาง,7.5,0.56,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2015-08-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,บ้านพุหว้า,5,0.5,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2015-08-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,นิคมสายสอง,2.5,0.25,2.5,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
2015-08-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,น้ำนิ่ง,5,0.47,5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2015-08-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,ควนหินราว,5,0.52,5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2015-07-01,810401,กระบี่,คลองท่อม,คลองท่อมใต้,หน้าค่าย,7.5,2.1,7.5,Krabi,Khlong Thom,Khlong Thom Tai
2015-07-01,810704,กระบี่,ลำทับ,ดินแดง,ดินแดง,73.33,28.67,236.67,Krabi,Lam Thap,Din Daeng
2015-07-01,361208,ชัยภูมิ,แก้งคร้อ,เก่าย่าดี,ท่ากอก,12.5,3.93,22.5,Chaiyaphum,Kaeng Khro,Kao Ya Di
2015-07-01,361208,ชัยภูมิ,แก้งคร้อ,เก่าย่าดี,หลุบช้างพลาย,12.5,7.17,45,Chaiyaphum,Kaeng Khro,Kao Ya Di
2015-07-01,361208,ชัยภูมิ,แก้งคร้อ,เก่าย่าดี,ภูสองชั้น,7.5,1.97,10,Chaiyaphum,Kaeng Khro,Kao Ya Di
2015-07-01,360306,ชัยภูมิ,คอนสวรรค์,บ้านโสก,บ้านโสก,0,0,0,Chaiyaphum,Khon Sawan,Ban Sok
2015-07-01,360306,ชัยภูมิ,คอนสวรรค์,บ้านโสก,บ้านโสก,0,0,0,Chaiyaphum,Khon Sawan,Ban Sok
2015-07-01,360306,ชัยภูมิ,คอนสวรรค์,บ้านโสก,บ้านโสก,0,0,0,Chaiyaphum,Khon Sawan,Ban Sok
2015-07-01,361008,ชัยภูมิ,ภูเขียว,หนองตูม,สว่าง,0,0,0,Chaiyaphum,Phu Khiao,Nong Tum
2015-07-01,361008,ชัยภูมิ,ภูเขียว,หนองตูม,หนองหญ้าข้าวนก,5,0.55,5,Chaiyaphum,Phu Khiao,Nong Tum
2015-07-01,361008,ชัยภูมิ,ภูเขียว,หนองตูม,หนองหญ้ารังกา,0,0,0,Chaiyaphum,Phu Khiao,Nong Tum
2015-07-01,361008,ชัยภูมิ,ภูเขียว,หนองตูม,โนนทัน,0,0,0,Chaiyaphum,Phu Khiao,Nong Tum
2015-07-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ทุ่งไม้ใผ่,10,3.59,30,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2015-07-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ทุ่งโซน,10,4.12,35,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2015-07-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ห้วยยวน,7.5,2.75,22.5,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2015-07-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ท่าข้าม,12.5,5.62,47.5,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2015-07-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,ควนมีชัย,12.5,4.41,37.5,Nakhon Si Thammarat,Cha-uat,Wang Ang
2015-07-01,800902,นครศรีธรรมราช,ทุ่งสง,ชะมาย,คลองเขเปล,33.82,6.6,30.88,Nakhon Si Thammarat,Thung Song,Chamai
2015-07-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,10,1.75,10,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-07-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,20,2.75,20,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-07-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยันใต้,10,1.5,10,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-07-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยันใต้,10,1.48,10,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-07-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ปากคลองกรุงหยัน,12.5,1.99,12.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-07-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ทะเลสองห้อง,15,2.55,15,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-07-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ถ้ำเพดาน,12.5,1.76,12.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-07-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ถ้ำเพดาน,7.5,1.01,7.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-07-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ควนแดง,15,2.37,15,Nakhon Si Thammarat,Thung Yai,Kurae
2015-07-01,801105,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,ควนลำภู,15,2.39,15,Nakhon Si Thammarat,Thung Yai,Prik
2015-07-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ควนตอ,5,0.46,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2015-07-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ทับกลาง,5,0.47,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2015-07-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,บางจันสี,2.5,0.31,2.5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2015-07-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,ไสยาสน์,7.5,0.64,7.5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2015-07-01,801703,นครศรีธรรมราช,บางขัน,วังหิน,ห้วยบ้าน,2.5,0.24,2.5,Nakhon Si Thammarat,Bang Khan,Wang Hin
2015-06-01,810304,กระบี่,เกาะลันตา,คลองยาง,ไท,12.5,2.87,12.5,Krabi,Ko Lanta,Khlong Yang
2015-06-01,810704,กระบี่,ลำทับ,ดินแดง,ปลายทาง,60,42.53,370,Krabi,Lam Thap,Din Daeng
2015-06-01,810704,กระบี่,ลำทับ,ดินแดง,ปลายทับใหม่,33.05,6.6,47.46,Krabi,Lam Thap,Din Daeng
2015-06-01,810704,กระบี่,ลำทับ,ดินแดง,ทุ่งคาทอง,78.1,46.01,328.47,Krabi,Lam Thap,Din Daeng
2015-06-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,ตูล,10,3.92,32.5,Nakhon Si Thammarat,Cha-uat,Ban Tun
2015-06-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,ควนเงิน,12.5,4.91,42.5,Nakhon Si Thammarat,Cha-uat,Ban Tun
2015-06-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,กุมแป,7.5,1.78,15,Nakhon Si Thammarat,Cha-uat,Ban Tun
2015-06-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,วังกลม,10,3.47,30,Nakhon Si Thammarat,Cha-uat,Ban Tun
2015-06-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,หนองยาว,10,4.59,37.5,Nakhon Si Thammarat,Cha-uat,Ban Tun
2015-06-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ชายคลอง,17.5,7.95,47.5,Nakhon Si Thammarat,Thung Song,Thi Wang
2015-06-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,นาเปลี่ยน,22.5,6.77,45,Nakhon Si Thammarat,Thung Song,Thi Wang
2015-06-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,วังยวน,12.5,7.79,45,Nakhon Si Thammarat,Thung Song,Thi Wang
2015-06-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,7.5,1.12,7.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-06-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ปากคลองกรุงหยัน,17.5,2.54,17.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-06-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ทะเลสองห้อง,10,1.78,10,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-06-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ถ้ำเพดาน,11.25,1.57,11.25,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-06-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,สองแพรก,15,2.43,15,Nakhon Si Thammarat,Thung Yai,Kurae
2015-06-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ปากแพรก,5,0.61,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2015-06-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ควนประ,5,0.52,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2015-06-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,หนองแสง,7.5,0.66,7.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2015-06-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,บางปริก,5,0.51,5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2015-06-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,เกาะปล้าว,2.5,0.31,2.5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2015-05-01,810305,กระบี่,เกาะลันตา,ศาลาด่าน,ศาลาด่าน,15,5.04,17,Krabi,Ko Lanta,Sala Dan
2015-05-01,810405,กระบี่,คลองท่อม,ห้วยน้ำขาว,นา,20,5.64,23,Krabi,Khlong Thom,Huai Nam Khao
2015-05-01,810501,กระบี่,อ่าวลึก,อ่าวลึกใต้,ห้วยปริศนา,0,0,0,Krabi,Ao Luek,Ao Luek Tai
2015-05-01,500403,เชียงใหม่,เชียงดาว,เมืองงาย,ใหม่,9,2.75,16,Chiang Mai,Chiang Dao,Mueang Ngai
2015-05-01,500403,เชียงใหม่,เชียงดาว,เมืองงาย,สบงาย,18,4.13,27,Chiang Mai,Chiang Dao,Mueang Ngai
2015-05-01,801501,นครศรีธรรมราช,ขนอม,ขนอม,บางโหนด,5,0.93,5,Nakhon Si Thammarat,Khanom,Khanom
2015-05-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,ห้วยทรายขาว,9,2.91,30,Nakhon Si Thammarat,Chawang,Na Wae
2015-05-01,802304,นครศรีธรรมราช,เฉลิมพระเกียรติ,ทางพูน,ทางพูน,10,2.35,10,Nakhon Si Thammarat,Chaloem Phra Kiet,Thang Phun
2015-05-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนหนองหงษ์,7.5,1.74,15,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2015-05-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,ควนมีชัย,10,2.57,25,Nakhon Si Thammarat,Cha-uat,Wang Ang
2015-05-01,802201,นครศรีธรรมราช,ช้างกลาง,ช้างกลาง,หน้าเหมน,11,2.24,21,Nakhon Si Thammarat,Chang Klang,Chang Klang
2015-05-01,800607,นครศรีธรรมราช,เชียรใหญ่,ท้องลำเจียก,คลองขวาง,13,1.24,15,Nakhon Si Thammarat,Chian Yai,Thong Lamchiak
2015-05-01,801801,นครศรีธรรมราช,ถ้ำพรรณรา,ถ้ำพรรณรา,ทุ่งคางิ้ว,15,2.96,27,Nakhon Si Thammarat,Tham Phannara,Tham Phannara
2015-05-01,800806,นครศรีธรรมราช,ท่าศาลา,สระแก้ว,สระแก้ว,9,1.86,9,Nakhon Si Thammarat,Tha Sala,Sa Kaeo
2015-05-01,800913,นครศรีธรรมราช,ทุ่งสง,เขาขาว,อ่าวมิน,23,4.36,29,Nakhon Si Thammarat,Thung Song,Khao Khao
2015-05-01,802101,นครศรีธรรมราช,นบพิตำ,นบพิตำ,โรงเหล็ก,8,4.39,28,Nakhon Si Thammarat,Nopphitam,Nopphitam
2015-05-01,800204,นครศรีธรรมราช,พรหมคีรี,ทอนหงส์,ในเขียว 1,9,5.49,32,Nakhon Si Thammarat,Phrom Khiri,Thon Hong
2015-05-01,802001,นครศรีธรรมราช,พระพรหม,นาพรุ,นาพรุ,6,1.74,6,Nakhon Si Thammarat,Phra Phrom,Na Phru
2015-05-01,800503,นครศรีธรรมราช,พิปูน,เขาพระ,ห้วยตรีต,10,1.54,15,Nakhon Si Thammarat,Phipun,Khao Phra
2015-05-01,800115,นครศรีธรรมราช,เมืองนครศรีธรรมราช,นาเคียน,ห้วยทะเล,9,5.85,38,Nakhon Si Thammarat,Mueang Nakhon Si Thammarat,Na Khian
2015-05-01,801302,นครศรีธรรมราช,ร่อนพิบูลย์,หินตก,ขุนพัง,2,0.59,6,Nakhon Si Thammarat,Ron Phibun,Hin Tok
2015-05-01,800304,นครศรีธรรมราช,ลานสกา,กำโลน,บ้านวังโหล,7,5.68,34,Nakhon Si Thammarat,Lan Saka,Kamlon
2015-05-01,801402,นครศรีธรรมราช,สิชล,ทุ่งปรัง,ทุ่งปรัง,7,1.28,7,Nakhon Si Thammarat,Sichon,Thung Prang
2015-05-01,801602,นครศรีธรรมราช,หัวไทร,หน้าสตน,หน้าศาล,4,0.58,8,Nakhon Si Thammarat,Hua Sai,Na Saton
2015-05-01,760801,เพชรบุรี,แก่งกระจาน,แก่งกระจาน,ท่าเรือ,0,0,0,Phetchaburi,Kaeng Krachan,Kaeng Krachan
2015-05-01,510702,ลำพูน,บ้านธิ,ห้วยยาบ,ห้วยยาบ,4.94,1.65,6.17,Lamphun,Ban Thi,Huai Yap
2015-05-01,510702,ลำพูน,บ้านธิ,ห้วยยาบ,ห้วยไซ,23,6.85,44,Lamphun,Ban Thi,Huai Yap
2015-04-01,810402,กระบี่,คลองท่อม,คลองท่อมเหนือ,คลองท่อมเหนือ,45,10.21,60,Krabi,Khlong Thom,Khlong Thom Nuea
2015-04-01,630701,ตาก,พบพระ,พบพระ,พบพระ,0,0,0,Tak,Phop Phra,Phop Phra
2015-04-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,ควนสวรรค์,17.5,2.64,17.5,Nakhon Si Thammarat,Chawang,Na Wae
2015-04-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,ควนยูง,12.5,1.95,12.5,Nakhon Si Thammarat,Chawang,Na Wae
2015-04-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,ห้วยทรายขาว,15,2.26,15,Nakhon Si Thammarat,Chawang,Na Wae
2015-04-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,ห้วยทรายขาว,20,2.88,20,Nakhon Si Thammarat,Chawang,Na Wae
2015-04-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,เขาพระทอง,10,4.15,32.5,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2015-04-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,วังเคียน,15,3.92,30,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2015-04-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,เขากอย,7.5,2.05,15,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2015-04-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ชายคลอง,10,4.32,32.5,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2015-04-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ทุ่งไม้ใผ่,12.5,5.3,40,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2015-04-01,800913,นครศรีธรรมราช,ทุ่งสง,เขาขาว,พรุนา,17.5,4.76,37.5,Nakhon Si Thammarat,Thung Song,Khao Khao
2015-04-01,800913,นครศรีธรรมราช,ทุ่งสง,เขาขาว,สหกรณ์,12.5,4.99,45,Nakhon Si Thammarat,Thung Song,Khao Khao
2015-04-01,800911,นครศรีธรรมราช,ทุ่งสง,ถ้ำใหญ่,จำปา,12.5,6.75,40,Nakhon Si Thammarat,Thung Song,Tham Yai
2015-04-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,บ่อปลา,12.5,1.73,12.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-04-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,10,1.75,10,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-04-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ปากคลองกรุงหยัน,12.5,1.91,12.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-04-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ปากคลองกรุงหยัน,15,2.37,15,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-04-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ถ้ำเพดาน,15,2.23,15,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-04-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,บางปรน,17.5,2.45,17.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2015-04-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ควนประชาสรรค์,17.5,2.32,17.5,Nakhon Si Thammarat,Thung Yai,Kurae
2015-04-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,เสม็ดจวน,15,2.45,15,Nakhon Si Thammarat,Thung Yai,Kurae
2015-04-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ควนแดง,10,1.72,10,Nakhon Si Thammarat,Thung Yai,Kurae
2015-04-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,คลองเสาเหนือ,5,0.41,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2015-04-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,สมสรร,2.5,0.23,2.5,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
2015-04-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,นิคมแนว 4,5,0.34,5,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
2015-04-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,บางปริก,2.5,0.37,2.5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2015-04-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,ไสยาสน์,7.5,0.68,7.5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2015-04-01,800503,นครศรีธรรมราช,พิปูน,เขาพระ,ห้วยตรีต,22.5,7.97,27.5,Nakhon Si Thammarat,Phipun,Khao Phra
2015-03-01,810401,กระบี่,คลองท่อม,คลองท่อมใต้,นาใน,10,2.44,10,Krabi,Khlong Thom,Khlong Thom Tai
2015-03-01,630703,ตาก,พบพระ,คีรีราษฎร์,ร่มเกล้าสหมิตร,0,0,0,Tak,Phop Phra,Khiri Rat
2015-03-01,630702,ตาก,พบพระ,ช่องแคบ,ทีกะเป่อ,0,0,0,Tak,Phop Phra,Chong Khaep
2015-03-01,800415,นครศรีธรรมราช,ฉวาง,นาเขลียง,นาเขลียง,17.5,2.88,17.5,Nakhon Si Thammarat,Chawang,Na Khliang
2015-03-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,ไสโคกเกาะ,20,3.27,20,Nakhon Si Thammarat,Chawang,Na Wae
2015-03-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,ท่าแห้ง,12.5,1.92,12.5,Nakhon Si Thammarat,Chawang,Na Wae
2015-03-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,วังโก,15,2.91,15,Nakhon Si Thammarat,Chawang,Na Wae
2015-03-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,ปากเปียด,15,2.82,15,Nakhon Si Thammarat,Chawang,Na Wae
2015-03-01,800913,นครศรีธรรมราช,ทุ่งสง,เขาขาว,อ่าวมิน,12.5,2.3,17.5,Nakhon Si Thammarat,Thung Song,Khao Khao
2015-03-01,800913,นครศรีธรรมราช,ทุ่งสง,เขาขาว,พรุนา,17.5,4.19,35,Nakhon Si Thammarat,Thung Song,Khao Khao
2015-03-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ชายคลอง,5,2.67,15,Nakhon Si Thammarat,Thung Song,Thi Wang
2015-03-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,นาเปลี่ยน,10,2.59,15,Nakhon Si Thammarat,Thung Song,Thi Wang
