date,addrcode,province,district,subdist,village,hi,ci,bi,province_EN,district_EN,subdist_EN
2017-06-01,810405,กระบี่,คลองท่อม,ห้วยน้ำขาว,ห้วยน้ำขาว,22.5,6.47,22.5,Krabi,Khlong Thom,Huai Nam Khao
2017-06-01,810405,กระบี่,คลองท่อม,ห้วยน้ำขาว,น้ำร้อน,15,4.52,17.5,Krabi,Khlong Thom,Huai Nam Khao
2017-06-01,800409,นครศรีธรรมราช,ฉวาง,ห้วยปริก,ปากกา,17,3.18,17,Nakhon Si Thammarat,Chawang,Huai Prik
2017-06-01,800904,นครศรีธรรมราช,ทุ่งสง,ควนกรด,หนองเสม็ด,25,4.51,27.5,Nakhon Si Thammarat,Thung Song,Khuan Krot
2017-06-01,800912,นครศรีธรรมราช,ทุ่งสง,นาโพธิ์,เกาะปราง,15,8.95,42.5,Nakhon Si Thammarat,Thung Song,Na Pho
2017-06-01,800903,นครศรีธรรมราช,ทุ่งสง,หนองหงส์,เหนือ,17.5,3.93,22.5,Nakhon Si Thammarat,Thung Song,Nong Hong
2017-06-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,สองแพรก,26,4.28,26,Nakhon Si Thammarat,Thung Yai,Kurae
2017-06-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,เสม็ดจวน,22.5,3.79,22.5,Nakhon Si Thammarat,Thung Yai,Kurae
2017-06-01,801003,นครศรีธรรมราช,นาบอน,แก้วแสน,ไร่ยาว,20,6.22,30,Nakhon Si Thammarat,Na Bon,Kaeo Saen
2017-06-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,พรุเตย,10,1.61,10,Nakhon Si Thammarat,Bang Khan,Bang Khan
2017-06-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,เขาวง,10,1.14,10,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
2017-06-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,รัตนธาร,7.5,0.83,7.5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2017-06-01,801302,นครศรีธรรมราช,ร่อนพิบูลย์,หินตก,ท่าไทร,8.75,4.15,35,Nakhon Si Thammarat,Ron Phibun,Hin Tok
2017-06-01,801302,นครศรีธรรมราช,ร่อนพิบูลย์,หินตก,ขุนพัง,11.25,4.45,41.25,Nakhon Si Thammarat,Ron Phibun,Hin Tok
2017-06-01,801302,นครศรีธรรมราช,ร่อนพิบูลย์,หินตก,ปลายราง,10,4.33,37.5,Nakhon Si Thammarat,Ron Phibun,Hin Tok
2017-06-01,801302,นครศรีธรรมราช,ร่อนพิบูลย์,หินตก,พรุชิง,11.25,4.99,45,Nakhon Si Thammarat,Ron Phibun,Hin Tok
2017-06-01,801302,นครศรีธรรมราช,ร่อนพิบูลย์,หินตก,คีรีใหม่,10,3.98,36.25,Nakhon Si Thammarat,Ron Phibun,Hin Tok
2017-05-01,810115,กระบี่,เมืองกระบี่,ไสไทย,คลองหิน,25,7.19,25,Krabi,Mueang Krabi,Sai Thai
2017-05-01,800907,นครศรีธรรมราช,ทุ่งสง,เขาโร,หนองปลิง,17.5,2.68,17.5,Nakhon Si Thammarat,Thung Song,Khao Ro
2017-05-01,800910,นครศรีธรรมราช,ทุ่งสง,น้ำตก,ถ้ำตลอด,17.5,3.05,20,Nakhon Si Thammarat,Thung Song,Namtok
2017-05-01,800910,นครศรีธรรมราช,ทุ่งสง,น้ำตก,ในไร่,17.5,6.15,27.5,Nakhon Si Thammarat,Thung Song,Namtok
2017-05-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ทะเลสองห้อง,15.5,2.47,15.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2017-05-01,801001,นครศรีธรรมราช,นาบอน,นาบอน,นาโพธิ์,15,7.32,22.5,Nakhon Si Thammarat,Na Bon,Na Bon
2017-04-01,810205,กระบี่,เขาพนม,หน้าเขา,ห้วยน้ำแก้ว,12.5,9.6,72.5,Krabi,Khao Phanom,Na Khao
2017-04-01,810115,กระบี่,เมืองกระบี่,ไสไทย,คลองหิน,17.5,12.85,57.5,Krabi,Mueang Krabi,Sai Thai
2017-04-01,810504,กระบี่,อ่าวลึก,คลองหิน,บน,12.5,11.06,55,Krabi,Ao Luek,Khlong Hin
2017-04-01,801503,นครศรีธรรมราช,ขนอม,ท้องเนียน,ท่าจันทร์,15,8.63,60,Nakhon Si Thammarat,Khanom,Thong Nian
2017-04-01,800801,นครศรีธรรมราช,ท่าศาลา,ท่าศาลา,ในถุ้ง,12.5,8.11,45,Nakhon Si Thammarat,Tha Sala,Tha Sala
2017-04-01,802101,นครศรีธรรมราช,นบพิตำ,นบพิตำ,โรงเหล็ก,15,7.52,60,Nakhon Si Thammarat,Nopphitam,Nopphitam
2017-04-01,801003,นครศรีธรรมราช,นาบอน,แก้วแสน,แก้วแสน,20,10.3,85,Nakhon Si Thammarat,Na Bon,Kaeo Saen
2017-04-01,800203,นครศรีธรรมราช,พรหมคีรี,อินคีรี,น้ำแคบ,10,6.51,47.5,Nakhon Si Thammarat,Phrom Khiri,In Khiri
2017-04-01,802002,นครศรีธรรมราช,พระพรหม,นาสาร,พระเพรง,10,8.17,42.5,Nakhon Si Thammarat,Phra Phrom,Na San
2017-04-01,800305,นครศรีธรรมราช,ลานสกา,ขุนทะเล,สำนักใหม่,22.5,13.48,107.5,Nakhon Si Thammarat,Lan Saka,Khun Thale
2017-04-01,801402,นครศรีธรรมราช,สิชล,ทุ่งปรัง,ทุ่งคา,10,6.21,45,Nakhon Si Thammarat,Sichon,Thung Prang
2017-03-01,810115,กระบี่,เมืองกระบี่,ไสไทย,คลองหิน,7.5,6.52,22.5,Krabi,Mueang Krabi,Sai Thai
2017-03-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,บ้านตูล,8.75,3.27,30,Nakhon Si Thammarat,Cha-uat,Ban Tun
2017-03-01,800706,นครศรีธรรมราช,ชะอวด,บ้านตูล,วังกลม,8.75,3.75,36.25,Nakhon Si Thammarat,Cha-uat,Ban Tun
2017-03-01,800904,นครศรีธรรมราช,ทุ่งสง,ควนกรด,ควนกรด,17.5,8.78,45,Nakhon Si Thammarat,Thung Song,Khuan Krot
2017-03-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ที่วัง,20,2.67,12.5,Nakhon Si Thammarat,Thung Song,Thi Wang
2017-03-01,800912,นครศรีธรรมราช,ทุ่งสง,นาโพธิ์,นาโพธิ์,22.5,5.65,32.5,Nakhon Si Thammarat,Thung Song,Na Pho
2017-03-01,800912,นครศรีธรรมราช,ทุ่งสง,นาโพธิ์,บนควน,32.5,6.93,35,Nakhon Si Thammarat,Thung Song,Na Pho
2017-03-01,800910,นครศรีธรรมราช,ทุ่งสง,น้ำตก,ในไร่,15,4.48,22.5,Nakhon Si Thammarat,Thung Song,Namtok
2017-03-01,801003,นครศรีธรรมราช,นาบอน,แก้วแสน,แก้วแสน,20,4.74,22.5,Nakhon Si Thammarat,Na Bon,Kaeo Saen
2017-03-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ปากแพรก,7.5,0.82,7.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2017-03-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,เหนือโตน,7.5,0.86,7.5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2017-03-01,801302,นครศรีธรรมราช,ร่อนพิบูลย์,หินตก,ท่าไทร,11.25,4.69,42.5,Nakhon Si Thammarat,Ron Phibun,Hin Tok
2017-02-01,810304,กระบี่,เกาะลันตา,คลองยาง,เขาฝาก,20,8.2,25,Krabi,Ko Lanta,Khlong Yang
2017-02-01,810205,กระบี่,เขาพนม,หน้าเขา,ห้วยน้ำแก้ว,15,10.65,77.5,Krabi,Khao Phanom,Na Khao
2017-02-01,810407,กระบี่,คลองท่อม,เพหลา,พรุเตย,22.5,5.5,15,Krabi,Khlong Thom,Phela
2017-02-01,810407,กระบี่,คลองท่อม,เพหลา,พรุเตียว,17.5,6.67,17.5,Krabi,Khlong Thom,Phela
2017-02-01,810405,กระบี่,คลองท่อม,ห้วยน้ำขาว,ทุ่งควนหิน,5,1.71,5,Krabi,Khlong Thom,Huai Nam Khao
2017-02-01,810115,กระบี่,เมืองกระบี่,ไสไทย,คลองหิน,12.5,8.21,27.5,Krabi,Mueang Krabi,Sai Thai
2017-02-01,810702,กระบี่,ลำทับ,ดินอุดม,เขาดิน,15,3.19,15,Krabi,Lam Thap,Din Udom
2017-02-01,810504,กระบี่,อ่าวลึก,คลองหิน,บน,7.5,5.81,25,Krabi,Ao Luek,Khlong Hin
2017-02-01,801503,นครศรีธรรมราช,ขนอม,ท้องเนียน,ท่าจันทร์,20,10.21,72.5,Nakhon Si Thammarat,Khanom,Thong Nian
2017-02-01,800409,นครศรีธรรมราช,ฉวาง,ห้วยปริก,เหนือคลอง,23.33,2.98,23.33,Nakhon Si Thammarat,Chawang,Huai Prik
2017-02-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ทุ่งโซน,11.67,6.48,49.17,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2017-02-01,800913,นครศรีธรรมราช,ทุ่งสง,เขาขาว,อ่าวมิน,15,3.1,20,Nakhon Si Thammarat,Thung Song,Khao Khao
2017-02-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,บนควน,25,4.01,27.5,Nakhon Si Thammarat,Thung Song,Thi Wang
2017-02-01,800912,นครศรีธรรมราช,ทุ่งสง,นาโพธิ์,เกาะปราง,60,11.18,92.5,Nakhon Si Thammarat,Thung Song,Na Pho
2017-02-01,800910,นครศรีธรรมราช,ทุ่งสง,น้ำตก,ถ้ำตลอด,17.5,4.64,27.5,Nakhon Si Thammarat,Thung Song,Namtok
2017-02-01,802101,นครศรีธรรมราช,นบพิตำ,นบพิตำ,โรงเหล็ก,20,8.28,67.5,Nakhon Si Thammarat,Nopphitam,Nopphitam
2017-02-01,801003,นครศรีธรรมราช,นาบอน,แก้วแสน,แก้วแสน,22.5,12.38,100,Nakhon Si Thammarat,Na Bon,Kaeo Saen
2017-02-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ไร่ยาว,7.5,0.79,7.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2017-02-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,ช่องเหรียง,7.5,0.8,7.5,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
2017-02-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,ไสยาสน์,5,0.5,5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2017-02-01,800203,นครศรีธรรมราช,พรหมคีรี,อินคีรี,น้ำแคบ,12.5,7.02,52.5,Nakhon Si Thammarat,Phrom Khiri,In Khiri
2017-02-01,800502,นครศรีธรรมราช,พิปูน,กะทูน,ห้วยกลาง,18.75,2.53,18.75,Nakhon Si Thammarat,Phipun,Kathun
2017-02-01,801302,นครศรีธรรมราช,ร่อนพิบูลย์,หินตก,คีรีใหม่,10,4.76,42.5,Nakhon Si Thammarat,Ron Phibun,Hin Tok
2017-02-01,801402,นครศรีธรรมราช,สิชล,ทุ่งปรัง,ทุ่งคา,12.5,7.51,55,Nakhon Si Thammarat,Sichon,Thung Prang
2017-01-01,810115,กระบี่,เมืองกระบี่,ไสไทย,คลองหิน,22.5,13.01,40,Krabi,Mueang Krabi,Sai Thai
2017-01-01,800409,นครศรีธรรมราช,ฉวาง,ห้วยปริก,ชายคลอง,17.5,2.16,17.5,Nakhon Si Thammarat,Chawang,Huai Prik
2017-01-01,800708,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ไม้เสียบ,10,8.11,60,Nakhon Si Thammarat,Cha-uat,Ko Khan
2017-01-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,วังเคียน,10,4.95,46.25,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2017-01-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนวัดใหม่,13.75,4.85,47.5,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2017-01-01,800711,นครศรีธรรมราช,ชะอวด,นางหลง,พรุบัว,7.5,4.44,40,Nakhon Si Thammarat,Cha-uat,Nang Long
2017-01-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,หนองนนทรีย์,12.5,4.96,47.5,Nakhon Si Thammarat,Cha-uat,Wang Ang
2017-01-01,800913,นครศรีธรรมราช,ทุ่งสง,เขาขาว,อ่าวมิน,50,23.18,135,Nakhon Si Thammarat,Thung Song,Khao Khao
2017-01-01,800907,นครศรีธรรมราช,ทุ่งสง,เขาโร,หนองปลิง,27.5,10.33,62.5,Nakhon Si Thammarat,Thung Song,Khao Ro
2017-01-01,800904,นครศรีธรรมราช,ทุ่งสง,ควนกรด,ควนกรด,75,28.57,195,Nakhon Si Thammarat,Thung Song,Khuan Krot
2017-01-01,800909,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ชายคลอง,30,10.6,57.5,Nakhon Si Thammarat,Thung Song,Thi Wang
2017-01-01,800912,นครศรีธรรมราช,ทุ่งสง,นาโพธิ์,นาโพธิ์,42.5,7.98,52.5,Nakhon Si Thammarat,Thung Song,Na Pho
2017-01-01,800912,นครศรีธรรมราช,ทุ่งสง,นาโพธิ์,เกาะยวน,42.5,13.38,52.5,Nakhon Si Thammarat,Thung Song,Na Pho
2017-01-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ควนประชาสรรค์,36.25,3.62,36.25,Nakhon Si Thammarat,Thung Yai,Kurae
2017-01-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,จุฬาภรณ์พัฒนา 4,28.75,2.85,28.75,Nakhon Si Thammarat,Thung Yai,Kurae
2017-01-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ปากแพรก,7.5,0.85,7.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2017-01-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,ป่าเตย,5,0.61,5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2017-01-01,801703,นครศรีธรรมราช,บางขัน,วังหิน,หนองเจ,7.5,0.79,7.5,Nakhon Si Thammarat,Bang Khan,Wang Hin
2017-01-01,800502,นครศรีธรรมราช,พิปูน,กะทูน,ห้วยทรายขาว,20,2.11,20,Nakhon Si Thammarat,Phipun,Kathun
2016-12-01,801904,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,อ้ายเลา,12.5,4.89,42.5,Nakhon Si Thammarat,Chulabhorn,Thung Pho
2016-12-01,800409,นครศรีธรรมราช,ฉวาง,ห้วยปริก,ปากกา,15.19,2.2,15.19,Nakhon Si Thammarat,Chawang,Huai Prik
2016-12-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,16,2.48,16,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-12-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ควนประ,7.5,0.82,7.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-12-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,นิคม,5,0.63,5,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
2016-12-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,พานแพ,5,0.59,5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2016-12-01,800502,นครศรีธรรมราช,พิปูน,กะทูน,ห้วยทรายขาว,20.83,2.38,20.83,Nakhon Si Thammarat,Phipun,Kathun
2016-11-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,ท่าไทร,5,2.32,20,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-11-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,กุแหระ,14.17,2.14,14.17,Nakhon Si Thammarat,Thung Yai,Kurae
2016-10-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ทุ่งโซน,12.5,6.3,42.5,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2016-10-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ห้วยยวน,10,6.28,37.5,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2016-10-01,800703,นครศรีธรรมราช,ชะอวด,ท่าประจะ,ดอนมะปรางค์,7.5,2.58,22.5,Nakhon Si Thammarat,Cha-uat,Tha Pracha
2016-10-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,ควนมิตร,5,2.01,17.5,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-10-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,12.5,1.97,12.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-10-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ทะเลสองห้อง,15,2.08,15,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-10-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ถ้ำเพดาน,17.5,2.67,17.5,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-10-01,801104,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ไสเจาะป่า,20,3.01,20,Nakhon Si Thammarat,Thung Yai,Kurae
2016-09-01,800409,นครศรีธรรมราช,ฉวาง,ห้วยปริก,เหนือคลอง,11.67,1.2,11.67,Nakhon Si Thammarat,Chawang,Huai Prik
2016-09-01,800703,นครศรีธรรมราช,ชะอวด,ท่าประจะ,ควนสมบูรณ์,15,4.4,38.75,Nakhon Si Thammarat,Cha-uat,Tha Pracha
2016-09-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,หนองนนทรีย์,12.5,7.54,47.5,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-09-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ปากคลองกรุงหยัน,10,1.15,10,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-09-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,คอกช้าง,7.5,0.68,7.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-09-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,นาตำเสา,7.5,0.72,7.5,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
2016-09-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,ควนหินราว,5,0.66,5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2016-09-01,801703,นครศรีธรรมราช,บางขัน,วังหิน,สวน,10,1.09,10,Nakhon Si Thammarat,Bang Khan,Wang Hin
2016-09-01,800502,นครศรีธรรมราช,พิปูน,กะทูน,กะทูนใต้,8.75,0.81,8.75,Nakhon Si Thammarat,Phipun,Kathun
2016-08-01,810402,กระบี่,คลองท่อม,คลองท่อมเหนือ,บางเตียว,15,6.06,25,Krabi,Khlong Thom,Khlong Thom Nuea
2016-08-01,810403,กระบี่,คลองท่อม,คลองพน,ดินนา,20,6.34,22.5,Krabi,Khlong Thom,Khlong Phon
2016-08-01,810403,กระบี่,คลองท่อม,คลองพน,หินเพิง,17.5,4.76,17.5,Krabi,Khlong Thom,Khlong Phon
2016-08-01,810803,กระบี่,เหนือคลอง,คลองขนาน,คลองขนาน,6.67,3.02,20,Krabi,Nuea Khlong,Khlong Khanan
2016-08-01,810803,กระบี่,เหนือคลอง,คลองขนาน,คลองขนาน,10,2.7,13.33,Krabi,Nuea Khlong,Khlong Khanan
2016-08-01,801904,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,เขายิก,10,3.47,28.75,Nakhon Si Thammarat,Chulabhorn,Thung Pho
2016-08-01,801904,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,อ้ายเลา,8.75,2.77,22.5,Nakhon Si Thammarat,Chulabhorn,Thung Pho
2016-08-01,801904,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,เหนือคลอง,10,3.59,28.75,Nakhon Si Thammarat,Chulabhorn,Thung Pho
2016-08-01,800409,นครศรีธรรมราช,ฉวาง,ห้วยปริก,ชายคลอง,10.83,1.76,10.83,Nakhon Si Thammarat,Chawang,Huai Prik
2016-08-01,800708,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,บ้านใสเหรียง,7.5,1.88,17.5,Nakhon Si Thammarat,Cha-uat,Ko Khan
2016-08-01,800707,นครศรีธรรมราช,ชะอวด,ขอนหาด,ตรอกแค,12.5,4.4,37.5,Nakhon Si Thammarat,Cha-uat,Khon Hat
2016-08-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,กาโห่ใต้,8.75,2.67,23.75,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2016-08-01,800709,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ทุ่งโป๊ะ,11.25,3.29,28.75,Nakhon Si Thammarat,Cha-uat,Khuan Nong Hong
2016-08-01,800703,นครศรีธรรมราช,ชะอวด,ท่าประจะ,ท่าประจะ,10,3.39,32.5,Nakhon Si Thammarat,Cha-uat,Tha Pracha
2016-08-01,800703,นครศรีธรรมราช,ชะอวด,ท่าประจะ,ลำแบน,15,8.7,55,Nakhon Si Thammarat,Cha-uat,Tha Pracha
2016-08-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,10,1.72,10,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-08-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ปากคลองกรุงหยัน,15,2.7,15,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-08-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ทะเลสองห้อง,23.81,3.92,23.81,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-08-01,801107,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ถ้ำเพดาน,13.89,2.09,13.89,Nakhon Si Thammarat,Thung Yai,Krung Yan
2016-08-01,801003,นครศรีธรรมราช,นาบอน,แก้วแสน,แก้วแสน,20,9.05,73.33,Nakhon Si Thammarat,Na Bon,Kaeo Saen
2016-08-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ปากแพรก,2.5,0.23,2.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-08-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,พรุเตย,5,0.61,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-08-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,หนองแสง,5,0.56,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-08-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,บางปริก,5,0.55,5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2016-08-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,เกาะปล้าว,7.5,0.96,7.5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2016-08-01,800502,นครศรีธรรมราช,พิปูน,กะทูน,ห้วยทรายขาว,11.25,1.66,11.25,Nakhon Si Thammarat,Phipun,Kathun
2016-07-01,810115,กระบี่,เมืองกระบี่,ไสไทย,ไสไทย,20,8.91,30,Krabi,Mueang Krabi,Sai Thai
2016-07-01,810115,กระบี่,เมืองกระบี่,ไสไทย,คลองหิน,33.33,12.55,96.67,Krabi,Mueang Krabi,Sai Thai
2016-07-01,800415,นครศรีธรรมราช,ฉวาง,นาเขลียง,นาเขลียง,12.5,1.92,12.5,Nakhon Si Thammarat,Chawang,Na Khliang
2016-07-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,ท่าแห้ง,10,1.47,10,Nakhon Si Thammarat,Chawang,Na Wae
2016-07-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,วังโก,12.5,1.92,12.5,Nakhon Si Thammarat,Chawang,Na Wae
2016-07-01,800404,นครศรีธรรมราช,ฉวาง,นาแว,ปากเปียด,15,2.51,15,Nakhon Si Thammarat,Chawang,Na Wae
2016-07-01,800409,นครศรีธรรมราช,ฉวาง,ห้วยปริก,เหนือคลอง,21.25,3.28,21.25,Nakhon Si Thammarat,Chawang,Huai Prik
2016-07-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,ควนหรัง,10,2.91,26.25,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-07-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,วังหอน,7.5,1.86,15,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-07-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,คลองใหญ่,7.5,2.69,20,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-07-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,ควนมีชัย,8.75,2.88,22.5,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-07-01,800705,นครศรีธรรมราช,ชะอวด,วังอ่าง,ควนไม้บ้อง,5,1.7,11.25,Nakhon Si Thammarat,Cha-uat,Wang Ang
2016-07-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,ไสเตาอ้อย,5,0.48,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-07-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,บางขัน,7.5,0.74,7.5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-07-01,801701,นครศรีธรรมราช,บางขัน,บางขัน,หนองแสง,5,0.48,5,Nakhon Si Thammarat,Bang Khan,Bang Khan
2016-07-01,801704,นครศรีธรรมราช,บางขัน,บ้านนิคม,นิคมสายสอง,5,0.48,5,Nakhon Si Thammarat,Bang Khan,Ban Nikhom
2016-07-01,801702,นครศรีธรรมราช,บางขัน,บ้านลำนาว,ไสยาสน์,5,0.5,5,Nakhon Si Thammarat,Bang Khan,Ban Lamnao
2016-07-01,801302,นครศรีธรรมราช,ร่อนพิบูลย์,หินตก,คีรีใหม่,12.5,2.77,27.5,Nakhon Si Thammarat,Ron Phibun,Hin Tok
2016-06-01,810115,กระบี่,เมืองกระบี่,ไสไทย,ไสไทย,36.67,13.39,150,Krabi,Mueang Krabi,Sai Thai
2016-06-01,810115,กระบี่,เมืองกระบี่,ไสไทย,ไสไทย,16.67,8,73.33,Krabi,Mueang Krabi,Sai Thai
2016-06-01,730616,นครปฐม,สามพราน,อ้อมใหญ่,อ้อมใหญ่,0,0,0,Nakhon Pathom,Sam Phran,Om Yai
2016-06-01,800409,นครศรีธรรมราช,ฉวาง,ห้วยปริก,เหนือคลอง,15.83,3.12,15.83,Nakhon Si Thammarat,Chawang,Huai Prik
2016-06-01,800708,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ควนดินแดง,7.5,1.57,17.5,Nakhon Si Thammarat,Cha-uat,Ko Khan
2016-06-01,800708,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,บ้านใสเหรียง,7.5,2.46,22.5,Nakhon Si Thammarat,Cha-uat,Ko Khan
2016-06-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,เขาพระทอง,15,3.24,30,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2016-06-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,วังเคียน,8.75,2.47,20,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2016-06-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,เขากอย,11.25,3.63,30,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
2016-06-01,800710,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ชายคลอง,7.5,1.86,12.5,Nakhon Si Thammarat,Cha-uat,Khao Phra Thong
