distcode,predicted,actual
1001,455.038393368274,779.527648176594
1002,349.087594301137,442.758438033168
1003,270.524863995802,511.152661935489
1004,366.013806118621,315.606136726765
1005,234.087781967579,118.293637588071
1006,228.650550965368,233.673322188164
1007,388.669078147253,346.49851778731
1008,462.833148610241,355.258237617257
1010,241.411865119025,152.122825839319
1011,302.542532217908,341.307465982046
1012,307.498938893347,161.367362549772
1013,404.061542808393,176.111464475675
1014,307.282438953085,95.2816842806025
1015,316.660175475624,584.231397395445
1016,278.142748374578,167.365273257491
1017,252.364076318855,321.704455072423
1018,282.071242719523,273.888279648199
1019,288.482599452385,397.28153582115
1020,316.588858472477,449.235900467406
1021,291.87464818323,132.861383209711
1022,219.664552339813,490.129203137461
1023,238.044406141681,93.6609131070088
1024,298.085597858537,180.592296746769
1025,338.158321255428,445.9409129268
1026,304.702753992499,99.8660923156349
1027,133.74396432809,154.102938157538
1028,278.114083279369,170.964534477478
1029,286.140417326414,135.627341882554
1030,262.106578665544,519.905953165285
1031,313.828592867058,211.591537832362
1032,310.419314190288,242.632287254001
1033,422.287279941308,227.193395694881
1034,237.991473740364,108.920650566782
1035,264.791204655539,308.217948843795
1036,184.45186617283,135.489799924042
1037,425.521826159587,329.074503299303
1038,144.437892637009,192.46887465061
1039,327.224675045504,411.037807142464
1040,287.799456377878,302.025209998599
1041,250.87665466419,138.643168095581
1042,261.681368869894,114.056005703113
1043,188.945130689118,107.084265256735
1044,86.489133898188,99.1766861089469
1045,229.49887186265,447.765110448066
1046,240.027315175138,267.797637385181
1047,296.98162292607,67.8091346728536
1048,281.988773650741,117.309197470142
1049,238.384050271129,111.335434390149
1050,200.171325013403,90.4457885304659
8001,365.878178268761,924.550166572978
8002,264.98735796758,342.129818286142
8003,296.400769037973,352.393827423667
8004,446.942481161338,526.545620307812
8005,227.772545176363,382.968258027181
8006,342.005392626141,434.28340937377
8007,281.520891304912,317.660029660246
8008,306.319817623795,388.81281244427
8009,332.590611307954,620.10674250044
8010,295.280522852371,302.387096750868
8011,327.489841857505,196.712484477889
8012,286.365545202209,491.553351300617
8013,295.58603677894,204.146257593588
8014,389.038415704577,310.498499338197
8015,183.210287576577,162.284256888364
8016,299.913751476626,448.159646551541
8017,276.731725142005,251.995311971623
8018,214.69196344685,80.9137238967001
8019,362.211098732856,336.938605886448
8020,267.440901231183,273.382552444086
8021,340.59316844822,154.538112321776
8022,318.845539736967,169.96928831606
8023,248.965271112437,189.657971916462
8101,297.149157738997,1289.16733733429
8102,349.721975508087,143.516737296573
8103,369.47905931747,201.031059270682
8104,289.18125387583,428.631069009936
8105,412.198821199406,409.564128196606
8106,309.557593623617,88.2299206245932
8107,198.213293640185,157.570291810732
8108,325.349256211728,161.387268316629
