distcode,predicted,actual
1001,452.586246606995,779.527648176594
1002,444.112804547937,442.758438033168
1003,242.065349310407,511.152661935489
1004,361.481869905292,315.606136726765
1005,202.636969184709,118.293637588071
1006,255.038959273,233.673322188164
1007,334.172516778259,346.49851778731
1008,469.688361854453,355.258237617257
1010,186.588561964642,152.122825839319
1011,249.369725237478,341.307465982046
1012,302.260568497241,161.367362549772
1013,350.429426690178,176.111464475675
1014,299.452355762284,95.2816842806025
1015,361.565472884369,584.231397395445
1016,237.591427467371,167.365273257491
1017,206.577573719087,321.704455072423
1018,314.140968446639,273.888279648199
1019,315.520798594814,397.28153582115
1020,291.957284057016,449.235900467406
1021,247.059108426859,132.861383209711
1022,157.333949355665,490.129203137461
1023,171.321028796844,93.6609131070088
1024,224.40435126745,180.592296746769
1025,330.208389170967,445.9409129268
1026,245.020237900693,99.8660923156349
1027,172.699815976759,154.102938157538
1028,249.014156039146,170.964534477478
1029,250.694052037034,135.627341882554
1030,296.897119587472,519.905953165285
1031,220.14126464412,211.591537832362
1032,296.939738883625,242.632287254001
1033,383.302212918488,227.193395694881
1034,264.586777884447,108.920650566782
1035,209.212235892107,308.217948843795
1036,206.127901586625,135.489799924042
1037,405.87085640928,329.074503299303
1038,204.022708939578,192.46887465061
1039,271.855049730885,411.037807142464
1040,218.622987061159,302.025209998599
1041,279.281663039006,138.643168095581
1042,132.168465379414,114.056005703113
1043,231.273829389164,107.084265256735
1044,198.739950897183,99.1766861089469
1045,167.384469839297,447.765110448066
1046,234.57252064167,267.797637385181
1047,114.797750857258,67.8091346728536
1048,242.375023680393,117.309197470142
1049,196.62384763525,111.335434390149
1050,202.501283302006,90.4457885304659
8001,330.18854584233,924.550166572978
8002,350.820034079207,342.129818286142
8003,355.849016734599,352.393827423667
8004,377.128338125507,526.545620307812
8005,293.535534641201,382.968258027181
8006,350.553241735259,434.28340937377
8007,335.413361670547,317.660029660246
8008,351.412656236128,388.81281244427
8009,315.834088257201,620.10674250044
8010,321.387356797201,302.387096750868
8011,371.679865519984,196.712484477889
8012,333.511139488456,491.553351300617
8013,341.007420211579,204.146257593588
8014,360.937047490017,310.498499338197
8015,338.554676014035,162.284256888364
8016,369.289226442363,448.159646551541
8017,324.927240391984,251.995311971623
8018,250.051359407882,80.9137238967001
8019,225.737606434416,336.938605886448
8020,321.611978480924,273.382552444086
8021,367.202300229109,154.538112321776
8022,395.913352860653,169.96928831606
8023,299.881822071249,189.657971916462
8101,369.675728560074,1289.16733733429
8102,357.702111298466,143.516737296573
8103,394.21487352861,201.031059270682
8104,347.949461325119,428.631069009936
8105,337.792756432041,409.564128196606
8106,366.529955737569,88.2299206245932
8107,305.815436219988,157.570291810732
8108,353.680393131718,161.387268316629
