distcode,predicted,actual
1001,573.694927349332,779.527648176594
1002,312.036786274501,442.758438033168
1003,319.458965457919,511.152661935489
1004,403.320848298137,315.606136726765
1005,212.376673018681,118.293637588071
1006,297.518770762284,233.673322188164
1007,256.151989217458,346.49851778731
1008,448.198341119257,355.258237617257
1010,236.753330119141,152.122825839319
1011,269.180747130524,341.307465982046
1012,264.083494387955,161.367362549772
1013,314.720875807119,176.111464475675
1014,234.785339656452,95.2816842806025
1015,312.377133113121,584.231397395445
1016,218.616227928557,167.365273257491
1017,170.491911019929,321.704455072423
1018,292.630467308828,273.888279648199
1019,289.277174831804,397.28153582115
1020,254.449292348184,449.235900467406
1021,299.2680320838,132.861383209711
1022,197.367240143437,490.129203137461
1023,169.452801290802,93.6609131070088
1024,184.889023056857,180.592296746769
1025,242.376379633953,445.9409129268
1026,237.165406835459,99.8660923156349
1027,190.119669981123,154.102938157538
1028,261.005644807682,170.964534477478
1029,213.475519105841,135.627341882554
1030,272.060618709192,519.905953165285
1031,234.201050017727,211.591537832362
1032,267.128983466896,242.632287254001
1033,300.122334981847,227.193395694881
1034,255.197996607214,108.920650566782
1035,243.786905259168,308.217948843795
1036,192.164019456484,135.489799924042
1037,366.107686467043,329.074503299303
1038,258.346673070667,192.46887465061
1039,262.495585179293,411.037807142464
1040,237.695332403273,302.025209998599
1041,251.72691698823,138.643168095581
1042,145.158064874041,114.056005703113
1043,226.521664899896,107.084265256735
1044,235.395765071297,99.1766861089469
1045,84.0195617093442,447.765110448066
1046,280.999472028022,267.797637385181
1047,218.214782409723,67.8091346728536
1048,250.295512335249,117.309197470142
1049,274.761153807442,111.335434390149
1050,204.34219388096,90.4457885304659
8001,329.447404055281,924.550166572978
8002,351.367492214157,342.129818286142
8003,351.199496646586,352.393827423667
8004,349.642436414524,526.545620307812
8005,351.530429925111,382.968258027181
8006,342.872144371424,434.28340937377
8007,346.582375741343,317.660029660246
8008,342.748289296397,388.81281244427
8009,345.100397443251,620.10674250044
8010,344.008964021191,302.387096750868
8011,346.107562589522,196.712484477889
8012,331.147773855216,491.553351300617
8013,348.538238131109,204.146257593588
8014,349.392509965593,310.498499338197
8015,345.614315301128,162.284256888364
8016,344.647901949357,448.159646551541
8017,344.379500476131,251.995311971623
8018,342.953097926282,80.9137238967001
8019,338.479293549362,336.938605886448
8020,322.996043707568,273.382552444086
8021,354.353619922918,154.538112321776
8022,352.477747779679,169.96928831606
8023,332.651619794742,189.657971916462
8101,349.838426443141,1289.16733733429
8102,349.150253741309,143.516737296573
8103,349.234901268306,201.031059270682
8104,347.890374807347,428.631069009936
8105,344.947018717114,409.564128196606
8106,347.130474496824,88.2299206245932
8107,344.075354885626,157.570291810732
8108,341.587168198742,161.387268316629
