distcode,predicted,actual
1001,275.650494449997,779.527648176594
1002,279.019135618342,442.758438033168
1003,303.380154452588,511.152661935489
1004,269.556169189753,315.606136726765
1005,291.308679438763,118.293637588071
1006,289.107468711536,233.673322188164
1007,286.683757525605,346.49851778731
1008,247.719237399571,355.258237617257
1010,298.464161762168,152.122825839319
1011,301.431646952768,341.307465982046
1012,286.102318766675,161.367362549772
1013,251.230424231507,176.111464475675
1014,281.654484058793,95.2816842806025
1015,265.500069634532,584.231397395445
1016,272.642968320889,167.365273257491
1017,290.33944911091,321.704455072423
1018,267.751337646701,273.888279648199
1019,296.534672921624,397.28153582115
1020,277.659485811251,449.235900467406
1021,301.02068820411,132.861383209711
1022,285.228582853833,490.129203137461
1023,292.43346448649,93.6609131070088
1024,284.922663779486,180.592296746769
1025,281.295007156403,445.9409129268
1026,260.865960212805,99.8660923156349
1027,286.693954255321,154.102938157538
1028,271.694938262901,170.964534477478
1029,275.669725118478,135.627341882554
1030,290.749609179108,519.905953165285
1031,272.350465638213,211.591537832362
1032,295.701251375724,242.632287254001
1033,281.505941353512,227.193395694881
1034,290.112775186984,108.920650566782
1035,285.281061687274,308.217948843795
1036,291.483393255299,135.489799924042
1037,274.701698472057,329.074503299303
1038,288.164563185896,192.46887465061
1039,285.676446976115,411.037807142464
1040,293.257796189579,302.025209998599
1041,291.314173428105,138.643168095581
1042,291.508174956913,114.056005703113
1043,294.053400145908,107.084265256735
1044,295.189722884343,99.1766861089469
1045,285.359190054151,447.765110448066
1046,300.701987352368,267.797637385181
1047,290.694538044489,67.8091346728536
1048,300.918686036628,117.309197470142
1049,294.308811117037,111.335434390149
1050,296.395907995589,90.4457885304659
8001,303.996235831709,924.550166572978
8002,305.036278952403,342.129818286142
8003,305.140051436189,352.393827423667
8004,305.026461659905,526.545620307812
8005,305.324719405539,382.968258027181
8006,305.088853350706,434.28340937377
8007,305.150212216663,317.660029660246
8008,304.669249413264,388.81281244427
8009,304.959849548693,620.10674250044
8010,305.105968251368,302.387096750868
8011,305.124373028832,196.712484477889
8012,304.925863270334,491.553351300617
8013,304.915243083889,204.146257593588
8014,305.108873958324,310.498499338197
8015,305.205993328778,162.284256888364
8016,305.035860524481,448.159646551541
8017,305.198076519743,251.995311971623
8018,305.171117312028,80.9137238967001
8019,305.082774372596,336.938605886448
8020,304.600388097145,273.382552444086
8021,305.365119004294,154.538112321776
8022,305.168004486692,169.96928831606
8023,304.966391907694,189.657971916462
8101,305.08884991753,1289.16733733429
8102,305.307542491762,143.516737296573
8103,305.095703496437,201.031059270682
8104,305.294801996508,428.631069009936
8105,305.28770533248,409.564128196606
8106,305.282134486868,88.2299206245932
8107,305.241384376637,157.570291810732
8108,305.12313743885,161.387268316629
