8.802549704052207991e-02,6.070723933829109617e-03,7.375929579602368280e-01,2.428289573531643847e-02,4.431628471695249760e-01,1.092730308089239627e-01,0.000000000000000000e+00,2.428289573531643847e-02,1.573000000000000043e+01
3.744266591781334613e-02,7.020499859590002834e-03,5.639801553870635864e-01,9.828699803426003967e-02,6.786483197603669915e-01,2.878404942431901370e-01,0.000000000000000000e+00,7.020499859590002834e-03,1.000000000000000000e+01
8.735931087725000432e-02,6.094835642598837692e-03,3.799114217219942136e-01,1.625289504693023385e-02,2.173824712526918612e-01,1.828450692779651221e-01,0.000000000000000000e+00,2.031611880866279231e-03,2.700000000000000000e+01
5.373960474520709726e-03,1.343490118630177432e-03,2.283933201671301538e-01,1.209141106767159732e-02,1.639057944728816441e-01,4.299168379616567781e-02,0.000000000000000000e+00,2.686980237260354863e-03,3.021999999999999886e+01
3.850185022780261423e-02,0.000000000000000000e+00,1.411734508352762429e-01,8.555966717289469059e-03,3.315437102949669868e-01,1.197835340420525807e-01,2.138991679322367265e-03,8.555966717289469059e-03,1.500000000000000000e+01
1.503859907094876741e-02,0.000000000000000000e+00,1.631966491773329253e-01,3.341910904655281695e-03,5.235660417293274554e-02,1.726653967405228710e-02,2.227940603103520986e-03,1.113970301551760493e-03,2.212000000000000099e+01
6.612620658857476519e-02,1.717563807495448404e-03,9.875991893098827468e-02,3.435127614990896808e-03,7.213767991480883601e-02,2.662223901617944907e-02,0.000000000000000000e+00,8.587819037477242021e-04,3.832999999999999829e+01
5.039306591413021674e-02,0.000000000000000000e+00,1.017939931465430270e+00,2.015722636565208531e-02,5.442451118726063797e-01,1.713364241080427286e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01
1.751688433017380836e-02,3.892640962260846254e-03,1.518129975281730104e-01,2.530216625469549827e-02,2.530216625469550173e-01,1.479203565659121533e-01,1.946320481130423127e-03,5.838961443391269164e-03,3.550000000000000000e+01
2.556790244861835149e-01,9.833808634083980940e-03,2.030681482938342164e+00,7.375356475562985792e-02,1.155472514504867654e+00,4.425213885337791475e-01,4.916904317041990470e-03,1.966761726816796188e-02,9.500000000000000000e+00
1.373087485288348453e-01,9.340731192437744679e-04,2.932989594425451929e-01,0.000000000000000000e+00,1.653309421061480711e-01,3.456070541201965857e-02,0.000000000000000000e+00,1.868146238487548936e-03,3.350000000000000000e+01
3.687188173343933922e-02,2.304492608339958701e-03,1.693802067129869804e-01,6.913477825019876538e-03,1.359650638920575638e-01,1.267470934586977308e-02,1.152246304169979351e-03,1.152246304169979351e-03,3.350000000000000000e+01
2.916950259052963554e-02,1.389023932882363669e-03,6.570083202533579803e-01,5.556095731529454677e-03,2.014084702679427297e-01,1.041767949661772802e-01,0.000000000000000000e+00,5.556095731529454677e-03,4.125000000000000000e+01
3.621169916434540115e-01,0.000000000000000000e+00,6.072423398328691269e-01,3.342618384401114390e-02,4.289693593314763409e-01,9.470752089136490193e-02,0.000000000000000000e+00,2.228412256267409478e-02,1.500000000000000000e+01
2.491376006132618032e-02,3.832886163280951018e-03,6.362591031046378465e-01,1.820620927558451799e-02,1.561901111536987408e-01,2.012265235722499046e-02,0.000000000000000000e+00,5.749329244921426094e-03,1.321000000000000085e+01
1.587270093847344479e-02,6.613625391030601274e-04,3.002585927527893217e-01,3.703630218977136540e-02,1.884883236443721521e-01,5.952262851927541537e-02,1.984087617309180599e-03,3.306812695515300854e-03,6.299999999999999822e+00
