"","Subdistrict_Code","Year","Week","NumberCases"
"7846","101106",2015,30,1
"7847","101106",2015,31,1
"7848","101106",2015,16,1
"7849","101106",2015,33,1
"7850","101106",2015,37,1
"7851","101106",2015,40,2
"7852","101106",2015,43,2
"7853","101106",2015,47,1
"7854","101106",2015,44,1
"7855","101106",2015,34,1
"7856","101105",2015,46,5
"7857","101105",2015,50,2
"7858","101105",2015,33,3
"7859","101105",2015,48,6
"7860","101105",2015,40,4
"7861","101105",2015,37,4
"7862","101105",2015,34,3
"7863","101105",2015,41,5
"7864","101105",2015,49,1
"7865","101105",2015,43,4
"7866","101105",2015,39,7
"7867","101105",2015,42,6
"7868","101105",2015,26,1
"7869","101105",2015,47,3
"7870","101105",2015,36,4
"7871","101105",2015,31,1
"7872","101105",2015,44,2
"7873","101104",2015,30,2
"7874","101104",2015,43,3
"7875","101104",2015,29,1
"7876","101104",2015,36,3
"7877","101104",2015,33,4
"7878","101104",2015,48,3
"7879","101104",2015,38,5
"7880","101104",2015,40,8
"7881","101104",2015,35,2
"7882","101104",2015,32,4
"7883","101104",2015,37,5
"7884","101104",2015,44,9
"7885","101104",2015,42,8
"7886","101104",2015,39,5
"7887","101104",2015,41,1
"7888","101104",2015,21,2
"7889","101104",2015,13,1
"7890","101104",2015,20,2
"7891","101104",2015,50,2
"7892","101104",2015,47,4
"7893","101104",2015,46,2
"7894","101103",2015,49,3
"7895","101103",2015,28,1
"7896","101103",2015,43,2
"7897","101103",2015,23,1
"7898","101103",2015,45,4
"7899","101103",2015,33,1
"7900","101103",2015,48,3
"7901","101103",2015,47,4
"7902","101103",2015,26,1
"7903","101103",2015,40,2
"7904","101103",2015,35,4
"7905","101103",2015,32,4
"7906","101103",2015,50,2
"7907","101103",2015,37,2
"7908","101102",2015,41,12
"7909","101102",2015,30,2
"7910","101102",2015,46,21
"7911","101102",2015,31,7
"7912","101102",2015,48,20
"7913","101102",2015,17,1
"7914","101102",2015,44,20
"7915","101102",2015,22,1
"7916","101102",2015,50,3
"7917","101102",2015,35,10
"7918","101102",2015,40,7
"7919","101102",2015,26,3
"7920","101102",2015,47,14
"7921","101102",2015,34,5
"7922","101102",2015,49,10
"7923","101102",2015,45,20
"7924","101102",2015,19,3
"7925","101102",2015,37,11
"7926","101102",2015,39,11
"7927","101102",2015,42,12
"7928","101102",2015,38,6
"7929","101102",2015,36,13
"7930","101102",2015,9,1
"7931","101102",2015,43,8
"7932","101101",2015,41,10
"7933","101101",2015,50,8
"7934","101101",2015,44,10
"7935","101101",2015,14,1
"7936","101101",2015,36,7
"7937","101101",2015,32,1
"7938","101101",2015,39,7
"7939","101101",2015,48,8
"7940","101101",2015,28,4
"7941","101101",2015,46,8
"7942","101101",2015,25,2
"7943","101101",2015,23,3
"7944","101101",2015,40,7
"7945","101101",2015,42,4
"7946","101101",2015,51,2
"7947","101101",2015,43,7
"7948","101101",2015,34,4
"7949","101101",2015,29,3
"7950","101101",2015,33,1
"7951","101101",2015,30,3
"7952","101101",2015,37,7
"7953","101101",2015,47,6
"7954","101101",2015,38,3
"7955","101101",2015,15,3
"7956","101101",2015,19,2
"7957","101101",2015,35,5
"7958","101101",2015,18,1
"7959","101101",2015,45,6
"7960","101101",2015,49,2
"7961","101002",2015,43,5
"7962","101002",2015,37,7
"7963","101002",2015,41,6
"7964","101002",2015,40,9
"7965","101002",2015,47,6
"7966","101002",2015,46,17
"7967","101002",2015,35,10
"7968","101002",2015,28,2
"7969","101002",2015,42,4
"7970","101002",2015,20,5
"7971","101002",2015,33,5
"7972","101002",2015,30,6
"7973","101002",2015,48,7
"7974","101002",2015,50,4
"7975","101002",2015,38,7
"7976","101002",2015,7,1
"7977","101002",2015,36,5
"7978","101002",2015,27,5
"7979","101002",2015,21,2
"7980","101002",2015,45,8
"7981","101002",2015,49,1
"7982","101002",2015,39,11
"7983","101002",2015,22,2
"7984","101002",2015,25,4
"7985","101001",2015,45,21
"7986","101001",2015,37,25
"7987","101001",2015,49,17
"7988","101001",2015,36,12
"7989","101001",2015,40,17
"7990","101001",2015,46,32
"7991","101001",2015,30,9
"7992","101001",2015,20,2
"7993","101001",2015,47,16
"7994","101001",2015,7,1
"7995","101001",2015,48,29
"7996","101001",2015,38,19
"7997","101001",2015,25,1
"7998","101001",2015,26,4
"7999","101001",2015,33,8
"8000","101001",2015,19,3
"8001","101001",2015,50,12
"8002","101001",2015,31,8
"8003","101001",2015,41,15
"8004","101001",2015,34,10
"8005","101001",2015,17,3
"8006","101001",2015,39,17
"8007","101001",2015,43,14
"8008","101001",2015,42,16
"8009","101001",2015,23,1
"8010","101001",2015,29,2
"8011","101001",2015,35,13
"8012","101001",2015,44,19
"8013","101001",2015,32,12
"8014","100905",2015,44,21
"8015","100905",2015,47,40
"8016","100905",2015,46,32
"8017","100905",2015,34,6
"8018","100905",2015,40,13
"8019","100905",2015,15,8
"8020","100905",2015,29,4
"8021","100905",2015,48,31
"8022","100905",2015,45,40
"8023","100905",2015,41,20
"8024","100905",2015,33,11
"8025","100905",2015,27,12
"8026","100905",2015,35,8
"8027","100905",2015,28,4
"8028","100905",2015,21,12
"8029","100905",2015,17,9
"8030","100905",2015,32,11
"8031","100905",2015,11,4
"8032","100905",2015,50,14
"8033","100905",2015,30,7
"8034","100905",2015,43,25
"8035","100905",2015,49,20
"8036","100905",2015,25,4
"8037","100905",2015,20,9
"8038","100905",2015,19,13
"8039","100905",2015,37,17
"8040","100905",2015,26,9
"8041","100905",2015,8,4
"8042","100905",2015,42,16
"8043","100905",2015,36,10
"8044","100905",2015,24,9
"8045","100905",2015,13,2
"8046","100905",2015,23,7
"8047","100905",2015,16,5
"8048","100905",2015,39,10
"8049","100905",2015,31,4
"8050","100905",2015,22,9
"8051","100905",2015,18,4
"8052","100905",2015,6,4
"8053","100905",2015,7,4
"8054","100905",2015,9,1
"8055","100805",2015,44,1
"8056","100805",2015,33,2
"8057","100805",2015,45,2
"8058","100805",2015,42,1
"8059","100805",2015,43,3
"8060","100805",2015,40,1
"8061","100805",2015,47,2
"8062","100805",2015,49,1
"8063","100804",2015,45,2
"8064","100804",2015,46,4
"8065","100804",2015,35,1
"8066","100804",2015,43,1
"8067","100804",2015,39,1
"8068","100804",2015,47,5
"8069","100804",2015,48,1
"8070","100803",2015,44,4
"8071","100803",2015,46,3
"8072","100803",2015,34,2
"8073","100803",2015,42,3
"8074","100803",2015,39,2
"8075","100803",2015,48,9
"8076","100803",2015,35,1
"8077","100803",2015,47,1
"8078","100802",2015,46,3
"8079","100802",2015,47,5
"8080","100802",2015,44,2
"8081","100802",2015,41,1
"8082","100802",2015,34,2
"8083","100802",2015,50,1
"8084","100802",2015,40,1
"8085","100801",2015,44,6
"8086","100801",2015,33,2
"8087","100801",2015,45,8
"8088","100801",2015,34,1
"8089","100801",2015,46,8
"8090","100801",2015,3,1
"8091","100801",2015,30,1
"8092","100801",2015,47,6
"8093","100801",2015,42,3
"8094","100801",2015,36,2
"8095","100801",2015,48,5
"8096","100801",2015,25,1
"8097","100801",2015,43,4
"8098","100801",2015,50,2
"8099","100801",2015,38,2
"8100","100801",2015,37,1
"8101","100704",2015,46,5
"8102","100704",2015,43,3
"8103","100704",2015,47,6
"8104","100704",2015,49,7
"8105","100704",2015,41,1
"8106","100704",2015,28,2
"8107","100704",2015,50,4
"8108","100704",2015,30,1
"8109","100704",2015,45,4
"8110","100704",2015,25,1
"8111","100704",2015,36,3
"8112","100704",2015,51,2
"8113","100704",2015,33,3
"8114","100704",2015,31,2
"8115","100703",2015,22,1
"8116","100703",2015,29,1
"8117","100703",2015,41,5
"8118","100703",2015,46,7
"8119","100703",2015,40,2
"8120","100703",2015,7,1
"8121","100703",2015,33,2
"8122","100703",2015,48,8
"8123","100703",2015,47,5
"8124","100703",2015,5,1
"8125","100703",2015,44,4
"8126","100703",2015,38,4
"8127","100702",2015,39,1
"8128","100702",2015,46,7
"8129","100702",2015,48,4
"8130","100702",2015,49,2
"8131","100702",2015,44,2
"8132","100702",2015,42,3
"8133","100702",2015,24,2
"8134","100701",2015,38,3
"8135","100701",2015,47,11
"8136","100701",2015,11,1
"8137","100701",2015,46,7
"8138","100701",2015,29,3
"8139","100701",2015,34,1
"8140","100701",2015,37,2
"8141","100701",2015,45,9
"8142","100701",2015,24,2
"8143","100701",2015,49,3
"8144","100701",2015,43,3
"8145","100701",2015,3,1
"8146","100701",2015,44,1
"8147","100701",2015,39,1
"8148","100701",2015,41,1
"8149","100701",2015,48,6
"8150","100701",2015,30,2
"8151","100608",2015,49,30
"8152","100608",2015,46,42
"8153","100608",2015,47,49
"8154","100608",2015,50,21
"8155","100608",2015,40,15
"8156","100608",2015,34,11
"8157","100608",2015,48,31
"8158","100608",2015,43,25
"8159","100608",2015,24,10
"8160","100608",2015,45,35
"8161","100608",2015,38,15
"8162","100608",2015,30,10
"8163","100608",2015,19,3
"8164","100608",2015,10,1
"8165","100608",2015,25,6
"8166","100608",2015,41,20
"8167","100608",2015,4,4
"8168","100608",2015,22,4
"8169","100608",2015,44,32
"8170","100608",2015,42,16
"8171","100608",2015,26,7
"8172","100608",2015,17,1
"8173","100608",2015,51,3
"8174","100608",2015,31,5
"8175","100608",2015,33,14
"8176","100608",2015,37,8
"8177","100608",2015,29,9
"8178","100608",2015,36,14
"8179","100608",2015,2,5
"8180","100608",2015,39,16
"8181","100608",2015,23,9
"8182","100608",2015,35,11
"8183","100608",2015,28,12
"8184","100608",2015,9,1
"8185","100608",2015,3,3
"8186","100608",2015,14,1
"8187","100608",2015,32,8
"8188","100601",2015,47,46
"8189","100601",2015,50,24
"8190","100601",2015,33,5
"8191","100601",2015,49,28
"8192","100601",2015,44,29
"8193","100601",2015,48,18
"8194","100601",2015,43,31
"8195","100601",2015,46,45
"8196","100601",2015,51,2
"8197","100601",2015,38,12
"8198","100601",2015,36,15
"8199","100601",2015,30,10
"8200","100601",2015,29,3
"8201","100601",2015,34,12
"8202","100601",2015,40,10
"8203","100601",2015,42,19
"8204","100601",2015,2,1
"8205","100601",2015,37,10
"8206","100601",2015,7,2
"8207","100601",2015,17,2
"8208","100601",2015,18,2
"8209","100601",2015,19,3
"8210","100601",2015,39,9
"8211","100601",2015,41,15
"8212","100508",2015,7,1
"8213","100508",2015,44,10
"8214","100508",2015,27,8
"8215","100508",2015,28,9
"8216","100508",2015,37,7
"8217","100508",2015,38,5
"8218","100508",2015,46,19
"8219","100508",2015,48,13
"8220","100508",2015,39,7
"8221","100508",2015,32,3
"8222","100508",2015,29,7
"8223","100508",2015,9,1
"8224","100508",2015,43,16
"8225","100508",2015,47,11
"8226","100508",2015,49,6
"8227","100508",2015,31,4
"8228","100508",2015,45,14
"8229","100508",2015,6,1
"8230","100508",2015,40,4
"8231","100508",2015,19,2
"8232","100508",2015,36,6
"8233","100508",2015,33,6
"8234","100508",2015,5,2
"8235","100508",2015,35,6
"8236","100508",2015,11,2
"8237","100508",2015,50,3
"8238","100508",2015,21,5
"8239","100508",2015,26,3
"8240","100508",2015,23,5
"8241","100508",2015,51,5
"8242","100508",2015,8,1
"8243","100508",2015,24,4
"8244","100502",2015,25,5
"8245","100502",2015,51,6
"8246","100502",2015,35,14
"8247","100502",2015,42,15
"8248","100502",2015,39,20
"8249","100502",2015,49,27
"8250","100502",2015,46,40
"8251","100502",2015,45,34
"8252","100502",2015,44,20
"8253","100502",2015,43,15
"8254","100502",2015,32,6
"8255","100502",2015,40,21
"8256","100502",2015,41,15
"8257","100502",2015,47,40
"8258","100502",2015,48,42
"8259","100502",2015,50,21
"8260","100502",2015,36,14
"8261","100502",2015,33,8
"8262","100502",2015,29,4
"8263","100502",2015,27,7
"8264","100502",2015,28,6
"8265","100502",2015,23,6
"8266","100502",2015,26,6
"8267","100502",2015,30,8
"8268","100502",2015,24,2
"8269","100502",2015,22,6
"8270","100502",2015,31,5
"8271","100502",2015,15,1
"8272","100502",2015,37,11
"8273","100502",2015,16,2
"8274","100405",2015,22,2
"8275","100405",2015,48,2
"8276","100405",2015,3,1
"8277","100404",2015,42,1
"8278","100404",2015,47,2
"8279","100404",2015,46,1
"8280","100404",2015,48,1
"8281","100404",2015,22,1
"8282","100404",2015,29,1
"8283","100404",2015,45,2
"8284","100404",2015,28,2
"8285","100403",2015,19,1
"8286","100403",2015,16,2
"8287","100402",2015,44,3
"8288","100401",2015,43,3
"8289","100401",2015,47,3
"8290","100401",2015,42,2
"8291","100401",2015,48,4
"8292","100401",2015,45,5
"8293","100401",2015,31,1
"8294","100308",2015,11,1
"8295","100308",2015,36,5
"8296","100308",2015,20,1
"8297","100308",2015,34,4
"8298","100308",2015,35,1
"8299","100308",2015,32,2
"8300","100308",2015,43,3
"8301","100308",2015,47,2
"8302","100308",2015,39,3
"8303","100308",2015,44,1
"8304","100308",2015,42,3
"8305","100308",2015,38,3
"8306","100308",2015,27,2
"8307","100308",2015,50,1
"8308","100308",2015,13,1
"8309","100308",2015,40,4
"8310","100308",2015,14,1
"8311","100308",2015,30,2
"8312","100307",2015,47,5
"8313","100307",2015,30,4
"8314","100307",2015,48,6
"8315","100307",2015,34,3
"8316","100307",2015,35,4
"8317","100307",2015,13,1
"8318","100307",2015,39,5
"8319","100307",2015,14,1
"8320","100307",2015,49,7
"8321","100307",2015,45,5
"8322","100307",2015,32,8
"8323","100307",2015,50,3
"8324","100307",2015,46,4
"8325","100307",2015,29,2
"8326","100307",2015,40,2
"8327","100307",2015,43,2
"8328","100307",2015,36,4
"8329","100307",2015,51,2
"8330","100307",2015,24,3
"8331","100306",2015,49,2
"8332","100306",2015,44,5
"8333","100306",2015,41,3
"8334","100306",2015,42,4
"8335","100306",2015,50,2
"8336","100306",2015,48,4
"8337","100306",2015,47,4
"8338","100306",2015,38,4
"8339","100306",2015,35,2
"8340","100306",2015,25,1
"8341","100306",2015,20,1
"8342","100306",2015,24,2
"8343","100306",2015,45,5
"8344","100306",2015,34,2
"8345","100306",2015,26,3
"8346","100306",2015,51,1
"8347","100305",2015,34,4
"8348","100305",2015,25,2
"8349","100305",2015,47,3
"8350","100305",2015,27,3
"8351","100305",2015,33,8
"8352","100305",2015,32,6
"8353","100305",2015,43,5
"8354","100305",2015,46,10
"8355","100305",2015,45,8
"8356","100305",2015,14,2
"8357","100305",2015,48,3
"8358","100305",2015,28,4
"8359","100305",2015,41,5
"8360","100305",2015,26,3
"8361","100305",2015,29,4
"8362","100305",2015,35,4
"8363","100305",2015,13,2
"8364","100305",2015,49,2
"8365","100305",2015,50,3
"8366","100305",2015,44,1
"8367","100305",2015,40,2
"8368","100305",2015,30,4
"8369","100305",2015,36,2
"8370","100305",2015,39,3
"8371","100305",2015,31,2
"8372","100305",2015,38,1
"8373","100304",2015,21,1
"8374","100304",2015,34,2
"8375","100304",2015,14,1
"8376","100304",2015,39,2
"8377","100304",2015,31,2
"8378","100304",2015,50,2
"8379","100304",2015,30,1
"8380","100304",2015,49,1
"8381","100304",2015,36,3
"8382","100304",2015,47,1
"8383","100304",2015,38,1
"8384","100304",2015,48,2
"8385","100304",2015,29,1
"8386","100304",2015,46,1
"8387","100304",2015,12,1
"8388","100304",2015,35,1
"8389","100303",2015,31,1
"8390","100303",2015,41,1
"8391","100303",2015,34,1
"8392","100303",2015,25,2
"8393","100303",2015,29,2
"8394","100303",2015,28,1
"8395","100303",2015,43,1
"8396","100303",2015,48,1
"8397","100302",2015,46,3
"8398","100302",2015,30,5
"8399","100302",2015,26,3
"8400","100302",2015,41,7
"8401","100302",2015,29,4
"8402","100302",2015,51,1
"8403","100302",2015,36,5
"8404","100302",2015,44,10
"8405","100302",2015,27,6
"8406","100302",2015,33,4
"8407","100302",2015,37,1
"8408","100302",2015,47,6
"8409","100302",2015,39,5
"8410","100302",2015,35,8
"8411","100302",2015,45,3
"8412","100302",2015,48,5
"8413","100302",2015,32,4
"8414","100302",2015,38,4
"8415","100302",2015,50,2
"8416","100302",2015,40,4
"8417","100302",2015,22,5
"8418","100302",2015,24,1
"8419","100302",2015,28,1
"8420","100302",2015,18,1
"8421","100302",2015,43,1
"8422","100302",2015,31,2
"8423","100302",2015,34,4
"8424","100302",2015,8,1
"8425","100301",2015,41,9
"8426","100301",2015,46,13
"8427","100301",2015,18,1
"8428","100301",2015,35,2
"8429","100301",2015,39,3
"8430","100301",2015,28,4
"8431","100301",2015,43,2
"8432","100301",2015,37,3
"8433","100301",2015,50,2
"8434","100301",2015,40,9
"8435","100301",2015,21,2
"8436","100301",2015,33,3
"8437","100301",2015,30,7
"8438","100301",2015,36,8
"8439","100301",2015,19,1
"8440","100301",2015,26,7
"8441","100301",2015,45,11
"8442","100301",2015,47,7
"8443","100301",2015,32,5
"8444","100301",2015,20,2
"8445","100301",2015,42,4
"8446","100301",2015,51,2
"8447","100301",2015,22,3
"8448","100301",2015,1,1
"8449","100301",2015,25,4
"8450","100301",2015,31,2
"8451","100301",2015,34,3
"8452","100301",2015,24,5
"8453","100301",2015,38,4
"8454","100301",2015,44,3
"8455","100301",2015,48,2
"8456","100206",2015,35,4
"8457","100206",2015,41,11
"8458","100206",2015,47,19
"8459","100206",2015,36,5
"8460","100206",2015,38,5
"8461","100206",2015,48,17
"8462","100206",2015,32,3
"8463","100206",2015,49,10
"8464","100206",2015,37,14
"8465","100206",2015,10,3
"8466","100206",2015,43,14
"8467","100206",2015,50,9
"8468","100206",2015,45,18
"8469","100206",2015,42,8
"8470","100206",2015,21,4
"8471","100206",2015,24,4
"8472","100206",2015,26,3
"8473","100206",2015,44,9
"8474","100206",2015,20,2
"8475","100206",2015,40,13
"8476","100206",2015,39,6
"8477","100206",2015,19,4
"8478","100206",2015,51,2
"8479","100206",2015,31,2
"8480","100204",2015,50,1
"8481","100204",2015,31,1
"8482","100204",2015,42,1
"8483","100203",2015,43,4
"8484","100203",2015,45,1
"8485","100203",2015,44,4
"8486","100203",2015,39,3
"8487","100203",2015,48,3
"8488","100203",2015,50,3
"8489","100203",2015,34,4
"8490","100203",2015,37,2
"8491","100203",2015,40,1
"8492","100203",2015,38,3
"8493","100203",2015,32,2
"8494","100203",2015,47,3
"8495","100203",2015,28,4
"8496","100202",2015,44,3
"8497","100202",2015,49,9
"8498","100202",2015,47,7
"8499","100202",2015,50,3
"8500","100202",2015,46,10
"8501","100202",2015,33,2
"8502","100202",2015,45,5
"8503","100202",2015,26,1
"8504","100202",2015,25,1
"8505","100201",2015,43,3
"8506","100201",2015,45,11
"8507","100201",2015,42,6
"8508","100201",2015,46,7
"8509","100201",2015,40,4
"8510","100201",2015,27,2
"8511","100201",2015,49,4
"8512","100201",2015,41,6
"8513","100201",2015,33,2
"8514","100201",2015,35,2
"8515","100201",2015,36,3
"8516","100201",2015,47,7
"8517","100201",2015,48,7
"8518","100201",2015,44,6
"8519","100201",2015,25,1
"8520","100201",2015,22,1
"8521","100201",2015,50,7
"8522","100201",2015,20,1
"8523","100201",2015,39,4
"8524","100112",2015,38,1
"8525","100112",2015,7,2
"8526","100111",2015,47,2
"8527","100111",2015,42,1
"8528","100111",2015,51,2
"8529","100111",2015,34,1
"8530","100110",2015,45,4
"8531","100110",2015,47,1
"8532","100110",2015,36,1
"8533","100110",2015,4,1
"8534","100110",2015,26,2
"8535","100110",2015,46,1
"8536","100110",2015,28,1
"8537","100109",2015,49,1
"8538","100109",2015,42,1
"8539","100109",2015,44,1
"8540","100108",2015,50,1
"8541","100108",2015,46,2
"8542","100107",2015,31,1
"8543","100107",2015,47,2
"8544","100107",2015,27,2
"8545","100107",2015,43,1
"8546","100106",2015,27,2
"8547","100106",2015,49,1
"8548","100106",2015,34,2
"8549","100105",2015,50,1
"8550","100105",2015,29,2
"8551","100104",2015,48,2
"8552","100104",2015,31,1
"8553","100104",2015,44,1
"8554","100103",2015,41,2
"8555","100103",2015,36,2
"8556","100102",2015,51,1
"8557","100102",2015,32,2
"8558","100102",2015,42,2
"8559","100102",2015,34,1
"8560","100102",2015,43,1
"8561","100102",2015,48,3
"8562","100101",2015,45,2
"8563","100101",2015,49,1
"8564","100101",2015,22,1
"8565","105001",2015,7,4
"8566","104901",2015,32,2
"8567","104901",2015,19,2
"8568","104901",2015,24,1
"8569","104901",2015,43,8
"8570","104901",2015,7,2
"8571","104802",2015,8,1
"8572","104701",2015,2,3
"8573","104605",2015,11,1
"8574","104605",2015,24,1
"8575","104603",2015,3,1
"8576","104504",2015,36,8
"8577","104401",2015,2,6
"8578","104301",2015,3,3
"8579","104004",2015,3,1
"8580","104002",2015,40,2
"8581","104002",2015,3,1
"8582","104002",2015,9,1
"8583","104001",2015,10,1
"8584","104001",2015,3,3
"8585","103703",2015,29,2
"8586","103602",2015,5,2
"8587","103504",2015,39,4
"8588","103504",2015,38,4
"8589","103503",2015,6,3
"8590","103503",2015,7,1
"8591","103502",2015,32,2
"8592","103502",2015,5,3
"8593","103501",2015,39,2
"8594","103501",2015,30,2
"8595","103501",2015,18,1
"8596","103401",2015,11,2
"8597","103401",2015,4,3
"8598","103401",2015,3,1
"8599","103301",2015,4,4
"8600","103301",2015,16,1
"8601","103203",2015,19,3
"8602","103203",2015,16,2
"8603","103203",2015,9,2
"8604","103203",2015,13,2
"8605","103203",2015,8,1
"8606","103202",2015,3,1
"8607","103201",2015,4,1
"8608","103201",2015,12,2
"8609","103201",2015,8,1
"8610","103201",2015,5,2
"8611","103103",2015,33,1
"8612","103103",2015,26,3
"8613","103103",2015,7,3
"8614","103103",2015,25,2
"8615","103103",2015,34,6
"8616","103102",2015,11,1
"8617","103102",2015,8,2
"8618","103102",2015,34,4
"8619","103102",2015,4,2
"8620","103102",2015,39,2
"8621","103102",2015,7,3
"8622","103101",2015,8,2
"8623","103101",2015,19,3
"8624","103101",2015,25,1
"8625","103004",2015,17,1
"8626","103003",2015,38,9
"8627","102802",2015,13,2
"8628","102802",2015,44,3
"8629","102701",2015,19,2
"8630","102701",2015,3,2
"8631","102601",2015,28,8
"8632","102601",2015,27,9
"8633","102601",2015,9,8
"8634","102501",2015,38,5
"8635","102501",2015,3,1
"8636","102501",2015,10,1
"8637","102402",2015,14,3
"8638","102402",2015,8,3
"8639","102401",2015,7,3
"8640","102401",2015,21,7
"8641","102401",2015,17,3
"8642","102302",2015,26,1
"8643","102302",2015,4,1
"8644","102206",2015,7,1
"8645","102206",2015,6,1
"8646","102202",2015,2,1
"8647","102201",2015,27,2
"8648","102201",2015,11,1
"8649","102201",2015,23,1
"8650","102201",2015,6,1
"8651","102201",2015,34,1
"8652","102107",2015,2,3
"8653","102107",2015,5,4
"8654","102105",2015,27,2
"8655","102105",2015,6,1
"8656","102009",2015,14,1
"8657","102009",2015,25,1
"8658","101902",2015,6,1
"8659","101902",2015,4,1
"8660","101902",2015,27,1
"8661","101902",2015,3,1
"8662","101804",2015,37,1
"8663","101803",2015,32,2
"8664","101803",2015,14,1
"8665","101803",2015,37,2
"8666","101803",2015,7,1
"8667","101702",2015,25,2
"8668","101602",2015,16,1
"8669","101602",2015,3,1
"8670","101507",2015,12,2
"8671","101507",2015,14,1
"8672","101506",2015,4,3
"8673","101506",2015,38,1
"8674","101505",2015,13,3
"8675","101505",2015,14,1
"8676","101504",2015,4,2
"8677","101504",2015,9,3
"8678","101504",2015,33,2
"8679","101504",2015,13,1
"8680","101504",2015,17,1
"8681","101503",2015,7,1
"8682","101401",2015,19,6
"8683","101204",2015,24,1
"8684","101204",2015,30,1
"8685","101203",2015,23,3
"8686","101203",2015,32,2
"8687","101203",2015,4,2
"8688","101104",2015,34,1
"8689","101102",2015,7,1
"8690","101101",2015,17,1
"8691","101101",2015,3,1
"8692","101002",2015,11,1
"8693","101002",2015,3,1
"8694","100805",2015,2,3
"8695","100704",2015,38,1
"8696","100704",2015,15,1
"8697","100703",2015,43,2
"8698","100601",2015,24,4
"8699","100508",2015,13,2
"8700","100508",2015,3,2
"8701","100502",2015,3,1
"8702","100402",2015,4,1
"8703","100307",2015,4,1
"8704","100305",2015,24,4
"8705","100305",2015,4,1
"8706","100305",2015,17,1
"8707","100303",2015,51,1
"8708","100303",2015,30,1
"8709","100303",2015,1,1
"8710","100303",2015,4,1
"8711","100301",2015,2,1
"8712","100204",2015,1,2
"8713","100203",2015,35,4
"8714","100111",2015,16,1
"8715","100104",2015,47,2
"8716","103901",2015,17,2
"8717","102801",2015,21,4
"8718","101903",2015,34,1
"8719","103301",2015,35,4
"8720","100501",2015,49,1
"8721","102802",2015,48,2
"8722","100501",2015,46,1
"8723","104301",2015,4,1
"8724","100101",2015,44,1
"8725","101501",2015,44,2
"8726","102001",2015,49,1
"8727","104901",2015,37,5
"8728","100401",2015,49,2
"8729","105001",2015,21,2
"8730","105001",2015,15,2
"8731","105001",2015,25,3
"8732","105001",2015,17,1
"8733","105001",2015,13,1
"8734","105001",2015,6,1
"8735","105001",2015,14,2
"8736","105001",2015,16,1
"8737","104902",2015,43,11
"8738","104902",2015,34,4
"8739","104902",2015,32,2
"8740","104902",2015,16,2
"8741","104902",2015,12,3
"8742","104902",2015,35,2
"8743","104902",2015,37,4
"8744","104902",2015,6,2
"8745","104902",2015,10,1
"8746","104902",2015,13,1
"8747","104902",2015,26,1
"8748","104902",2015,51,1
"8749","104902",2015,33,6
"8750","104902",2015,5,3
"8751","104902",2015,22,1
"8752","104902",2015,8,1
"8753","104902",2015,20,1
"8754","104902",2015,1,2
"8755","104902",2015,21,1
"8756","104902",2015,39,1
"8757","104902",2015,15,2
"8758","104902",2015,9,1
"8759","104902",2015,23,1
"8760","104902",2015,31,1
"8761","104902",2015,25,1
"8762","104901",2015,35,6
"8763","104901",2015,31,4
"8764","104901",2015,30,4
"8765","104901",2015,1,1
"8766","104901",2015,21,2
"8767","104901",2015,44,7
"8768","104901",2015,23,1
"8769","104901",2015,28,2
"8770","104901",2015,34,2
"8771","104901",2015,16,2
"8772","104901",2015,6,1
"8773","104901",2015,25,1
"8774","104901",2015,9,1
"8775","104901",2015,2,1
"8776","104901",2015,20,1
"8777","104802",2015,37,2
"8778","104802",2015,40,3
"8779","104802",2015,49,5
"8780","104802",2015,20,2
"8781","104802",2015,29,1
"8782","104802",2015,24,1
"8783","104802",2015,34,3
"8784","104802",2015,22,1
"8785","104802",2015,21,1
"8786","104801",2015,10,2
"8787","104801",2015,36,2
"8788","104801",2015,47,5
"8789","104801",2015,32,4
"8790","104801",2015,31,2
"8791","104801",2015,30,2
"8792","104801",2015,24,1
"8793","104801",2015,16,1
"8794","104801",2015,44,1
"8795","104801",2015,1,1
"8796","104801",2015,4,1
"8797","104801",2015,7,1
"8798","104801",2015,5,1
"8799","104801",2015,21,1
"8800","104701",2015,31,3
"8801","104701",2015,11,3
"8802","104701",2015,27,4
"8803","104701",2015,12,2
"8804","104605",2015,38,2
"8805","104605",2015,23,3
"8806","104605",2015,46,2
"8807","104605",2015,34,3
"8808","104605",2015,39,1
"8809","104605",2015,30,1
"8810","104605",2015,6,1
"8811","104605",2015,37,1
"8812","104605",2015,48,1
"8813","104605",2015,20,1
"8814","104604",2015,31,1
"8815","104604",2015,50,1
"8816","104604",2015,37,1
"8817","104604",2015,34,3
"8818","104604",2015,33,2
"8819","104604",2015,11,2
"8820","104604",2015,36,2
"8821","104604",2015,40,1
"8822","104604",2015,30,1
"8823","104604",2015,8,1
"8824","104604",2015,21,1
"8825","104604",2015,10,1
"8826","104604",2015,43,1
"8827","104604",2015,27,1
"8828","104604",2015,23,1
"8829","104604",2015,42,1
"8830","104604",2015,51,1
"8831","104603",2015,42,3
"8832","104603",2015,35,4
"8833","104603",2015,17,1
"8834","104603",2015,2,1
"8835","104603",2015,28,2
"8836","104603",2015,37,4
"8837","104603",2015,26,2
"8838","104603",2015,21,1
"8839","104603",2015,24,1
"8840","104603",2015,10,2
"8841","104603",2015,12,1
"8842","104603",2015,22,1
"8843","104603",2015,7,1
