"","Subdistrict_Code","Year","NumberCases"
"1241","101502",2017,10
"1242","101504",2017,50
"1243","101506",2017,25
"1244","101507",2017,9
"1245","101601",2017,40
"1246","101704",2017,75
"1247","101902",2017,52
"1248","101903",2017,43
"1249","101905",2017,30
"1250","101907",2017,29
"1251","102007",2017,32
"1252","102107",2017,182
"1253","102401",2017,62
"1254","102501",2017,42
"1255","102503",2017,41
"1256","102504",2017,72
"1257","102802",2017,18
"1258","103001",2017,90
"1259","103004",2017,140
"1260","103005",2017,39
"1261","103502",2017,32
"1262","103503",2017,74
"1263","103602",2017,57
"1264","103701",2017,50
"1265","103703",2017,25
"1266","103802",2017,38
"1267","103901",2017,36
"1268","104101",2017,83
"1269","104301",2017,121
"1270","104302",2017,34
"1271","104503",2017,33
"1272","104504",2017,85
"1273","104801",2017,52
"1274","104802",2017,90
"1275","104901",2017,55
"1276","105001",2017,180
"1277","100202",2017,11
"1278","100203",2017,6
"1279","100301",2017,81
"1280","100302",2017,41
"1281","100308",2017,11
"1282","100403",2017,13
"1283","100404",2017,6
"1284","100508",2017,94
"1285","100704",2017,20
"1286","100802",2017,5
"1287","100804",2017,4
"1288","101105",2017,13
"1289","101503",2017,20
"1290","101505",2017,19
"1291","101602",2017,87
"1292","101702",2017,26
"1293","101803",2017,26
"1294","101804",2017,19
"1295","101901",2017,5
"1296","101904",2017,45
"1297","102004",2017,39
"1298","102005",2017,49
"1299","102006",2017,24
"1300","102009",2017,69
"1301","102201",2017,64
"1302","102207",2017,49
"1303","102208",2017,20
"1304","102209",2017,18
"1305","102210",2017,4
"1306","102302",2017,121
"1307","102303",2017,117
"1308","102502",2017,48
"1309","102704",2017,33
"1310","102705",2017,32
"1311","102902",2017,35
"1312","103002",2017,44
"1313","103003",2017,108
"1314","103101",2017,19
"1315","103102",2017,15
"1316","103501",2017,32
"1317","103605",2017,8
"1318","103702",2017,9
"1319","104003",2017,58
"1320","104201",2017,37
"1321","104202",2017,25
"1322","104502",2017,10
"1323","104602",2017,34
"1324","100306",2017,16
"1325","102206",2017,11
"1326","100101",2017,2
"1327","100106",2017,3
"1328","100107",2017,3
"1329","100109",2017,2
"1330","100110",2017,7
"1331","101301",2017,7
"1332","101801",2017,16
"1333","102202",2017,31
"1334","104604",2017,22
"1335","104605",2017,28
"1336","100304",2017,9
"1337","100105",2017,2
"1338","100108",2017,1
"1339","810116",2017,46
"1340","810101",2017,44
"1341","800902",2017,16
"1342","800102",2017,79
"1343","810305",2017,5
"1344","800120",2017,83
"1345","802003",2017,60
"1346","801203",2017,4
"1347","810203",2017,3
"1348","800107",2017,50
"1349","800901",2017,65
"1350","801404",2017,11
"1351","810115",2017,52
"1352","810404",2017,13
"1353","800503",2017,27
"1354","810402",2017,10
"1355","802004",2017,42
"1356","800101",2017,237
"1357","801201",2017,18
"1358","801214",2017,40
"1359","801208",2017,10
"1360","800202",2017,9
"1361","810117",2017,29
"1362","801501",2017,36
"1363","800118",2017,130
"1364","800905",2017,14
"1365","800403",2017,33
"1366","801703",2017,11
"1367","800703",2017,17
"1368","800405",2017,10
"1369","802002",2017,32
"1370","810501",2017,5
"1371","800904",2017,11
"1372","801107",2017,11
"1373","801801",2017,4
"1374","801105",2017,23
"1375","800706",2017,10
"1376","801302",2017,23
"1377","800304",2017,34
"1378","801502",2017,22
"1379","800504",2017,23
"1380","810804",2017,1
"1381","801210",2017,14
"1382","801401",2017,12
"1383","802301",2017,7
"1384","800301",2017,30
"1385","810111",2017,22
"1386","810401",2017,21
"1387","800204",2017,18
"1388","810702",2017,9
"1389","800303",2017,21
"1390","801218",2017,11
"1391","800103",2017,84
"1392","801205",2017,7
"1393","801603",2017,22
"1394","801402",2017,8
"1395","801209",2017,11
"1396","801101",2017,9
"1397","810403",2017,16
"1398","801216",2017,20
"1399","800913",2017,22
"1400","801604",2017,30
"1401","800810",2017,9
"1402","801701",2017,21
"1403","800116",2017,37
"1404","810405",2017,23
"1405","800811",2017,6
"1406","801211",2017,5
"1407","800505",2017,8
"1408","800501",2017,19
"1409","801002",2017,33
"1410","800115",2017,30
"1411","800611",2017,7
"1412","810407",2017,3
"1413","802203",2017,5
"1414","810103",2017,53
"1415","801803",2017,5
"1416","810701",2017,13
"1417","801601",2017,21
"1418","801406",2017,12
"1419","810304",2017,6
"1420","800201",2017,19
"1421","810406",2017,7
"1422","810508",2017,3
"1423","800908",2017,23
"1424","801602",2017,28
"1425","810105",2017,25
"1426","800911",2017,26
"1427","810118",2017,11
"1428","800903",2017,13
"1429","801503",2017,16
"1430","802201",2017,44
"1431","801202",2017,5
"1432","800122",2017,64
"1433","800410",2017,19
"1434","801409",2017,6
"1435","801403",2017,4
"1436","810201",2017,3
"1437","802001",2017,41
"1438","810803",2017,6
"1439","802303",2017,13
"1440","800305",2017,34
"1441","800708",2017,11
"1442","810106",2017,19
"1443","800502",2017,21
"1444","801003",2017,19
"1445","800906",2017,12
"1446","800409",2017,13
"1447","810303",2017,14
"1448","801702",2017,15
"1449","800907",2017,12
"1450","800909",2017,28
"1451","801217",2017,6
"1452","810801",2017,13
"1453","801303",2017,10
"1454","801405",2017,5
"1455","800601",2017,4
"1456","800203",2017,29
"1457","801001",2017,24
"1458","801301",2017,18
"1459","800401",2017,34
"1460","801611",2017,7
"1461","800612",2017,18
"1462","800205",2017,13
"1463","810505",2017,4
"1464","800704",2017,6
"1465","810807",2017,4
"1466","800709",2017,8
"1467","802304",2017,7
"1468","810502",2017,1
"1469","801408",2017,3
"1470","800121",2017,37
"1471","801104",2017,5
"1472","802102",2017,15
"1473","810102",2017,7
"1474","800112",2017,13
"1475","801103",2017,2
"1476","800404",2017,18
"1477","800114",2017,15
"1478","801305",2017,21
"1479","802202",2017,18
"1480","800302",2017,15
"1481","800106",2017,11
"1482","800416",2017,17
"1483","800119",2017,7
"1484","800801",2017,31
"1485","810808",2017,5
"1486","800610",2017,6
"1487","802103",2017,12
"1488","800806",2017,11
"1489","810703",2017,9
"1490","801704",2017,8
"1491","801304",2017,3
"1492","810601",2017,4
"1493","800606",2017,2
"1494","801904",2017,10
"1495","801902",2017,4
"1496","802302",2017,18
"1497","801212",2017,7
"1498","800912",2017,17
"1499","800711",2017,5
"1500","800910",2017,3
"1501","800407",2017,6
"1502","810204",2017,3
"1503","801206",2017,5
"1504","800113",2017,5
"1505","800607",2017,4
"1506","801207",2017,1
"1507","800108",2017,23
"1508","801215",2017,3
"1509","800705",2017,8
"1510","800807",2017,17
"1511","810604",2017,3
"1512","801106",2017,3
"1513","801407",2017,1
"1514","810704",2017,1
"1515","800406",2017,6
"1516","801608",2017,4
"1517","810506",2017,1
"1518","801605",2017,8
"1519","810805",2017,1
"1520","802101",2017,18
"1521","800605",2017,4
"1522","801213",2017,1
"1523","800803",2017,22
"1524","810504",2017,2
"1525","810202",2017,1
"1526","800702",2017,7
"1527","801905",2017,5
"1528","800809",2017,17
"1529","800804",2017,5
"1530","802104",2017,18
"1531","800813",2017,10
"1532","800707",2017,6
"1533","800710",2017,7
"1534","800802",2017,4
"1535","801606",2017,3
"1536","801609",2017,6
"1537","800603",2017,4
"1538","810507",2017,2
"1539","802701",2017,1
"1540","800613",2017,6
"1541","801901",2017,2
"1542","801903",2017,6
"1543","801906",2017,8
"1544","800206",2017,1
"1545","800415",2017,2
"1546","800604",2017,2
"1547","810802",2017,1
"1548","800701",2017,6
"1549","801306",2017,1
"1550","810503",2017,2
"1551","801610",2017,2
"1552","810509",2017,1
"1553","810806",2017,1
"1554","104902",2018,33
"1555","103504",2018,28
"1556","102402",2018,13
"1557","101907",2018,10
"1558","103201",2018,31
"1559","101903",2018,16
"1560","103003",2018,16
"1561","102302",2018,40
"1562","103503",2018,44
"1563","103103",2018,15
"1564","103102",2018,17
"1565","101204",2018,31
"1566","100704",2018,14
"1567","102802",2018,11
"1568","101701",2018,27
"1569","102801",2018,15
"1570","102901",2018,20
"1571","101203",2018,40
"1572","104801",2018,12
"1573","104203",2018,8
"1574","102107",2018,60
"1575","102701",2018,30
"1576","102009",2018,9
"1577","103301",2018,39
"1578","100403",2018,6
"1579","102504",2018,18
"1580","102401",2018,18
"1581","104001",2018,32
"1582","103502",2018,12
"1583","103704",2018,6
"1584","104501",2018,13
"1585","100112",2018,1
"1586","100202",2018,5
"1587","103001",2018,19
"1588","103702",2018,5
"1589","100608",2018,50
"1590","102501",2018,7
"1591","105002",2018,6
"1592","101704",2018,24
"1593","100803",2018,5
"1594","104701",2018,31
"1595","101002",2018,59
"1596","102201",2018,18
"1597","102005",2018,24
"1598","103701",2018,12
"1599","100502",2018,22
"1600","103602",2018,13
"1601","102303",2018,45
"1602","103202",2018,21
"1603","100305",2018,23
"1604","100508",2018,18
"1605","103401",2018,61
"1606","104502",2018,7
"1607","101301",2018,1
"1608","103902",2018,18
"1609","102105",2018,29
"1610","104002",2018,21
"1611","101802",2018,4
"1612","102704",2018,4
"1613","100905",2018,43
"1614","104301",2018,23
"1615","100302",2018,16
"1616","104004",2018,37
"1617","101401",2018,15
"1618","102004",2018,12
"1619","104401",2018,54
"1620","105001",2018,36
"1621","103801",2018,47
"1622","104003",2018,12
"1623","100601",2018,36
"1624","101103",2018,10
"1625","100206",2018,13
"1626","104504",2018,9
"1627","101602",2018,30
"1628","103501",2018,10
"1629","101905",2018,12
"1630","100111",2018,1
"1631","101505",2018,5
"1632","102207",2018,20
"1633","103004",2018,11
"1634","103002",2018,7
"1635","103901",2018,3
"1636","100703",2018,4
"1637","102502",2018,4
"1638","102601",2018,49
"1639","104302",2018,8
"1640","100301",2018,26
"1641","104601",2018,11
"1642","101501",2018,4
"1643","101104",2018,12
"1644","100910",2018,1
"1645","102202",2018,19
"1646","104603",2018,14
"1647","104802",2018,10
"1648","100701",2018,2
"1649","101803",2018,9
"1650","100405",2018,6
"1651","100103",2018,1
"1652","101503",2018,4
"1653","101902",2018,15
"1654","101601",2018,6
"1655","104102",2018,8
"1656","102007",2018,17
"1657","104101",2018,20
"1658","102803",2018,10
"1659","101001",2018,61
"1660","104503",2018,8
"1661","104201",2018,4
"1662","101102",2018,24
"1663","100402",2018,9
"1664","103605",2018,6
"1665","100107",2018,3
"1666","102503",2018,2
"1667","103802",2018,6
"1668","100306",2018,8
"1669","101502",2018,2
"1670","104602",2018,9
"1671","102902",2018,4
"1672","103303",2018,4
"1673","101901",2018,6
"1674","102705",2018,11
"1675","100201",2018,2
"1676","100204",2018,4
"1677","100304",2018,2
"1678","104202",2018,7
"1679","101101",2018,12
"1680","101804",2018,4
"1681","101506",2018,7
"1682","104605",2018,11
"1683","103604",2018,13
"1684","101504",2018,6
"1685","103203",2018,6
"1686","100303",2018,2
"1687","100307",2018,11
"1688","101106",2018,1
"1689","101801",2018,2
"1690","103903",2018,7
"1691","100805",2018,2
"1692","100102",2018,2
"1693","104604",2018,3
"1694","100109",2018,1
"1695","103302",2018,3
"1696","102006",2018,3
"1697","101302",2018,1
"1698","100801",2018,4
"1699","102210",2018,3
"1700","100308",2018,1
"1701","100404",2018,2
"1702","101303",2018,1
"1703","101904",2018,5
"1704","103402",2018,2
"1705","100401",2018,2
"1706","100110",2018,1
"1707","102208",2018,3
"1708","103101",2018,4
"1709","102209",2018,2
"1710","101507",2018,6
"1711","103005",2018,2
"1712","100804",2018,1
"1713","100108",2018,1
"1714","101105",2018,3
"1715","101702",2018,3
"1716","100104",2018,1
"1717","810116",2018,13
"1718","800101",2018,55
"1719","801802",2018,3
"1720","810101",2018,18
"1721","810807",2018,6
"1722","800203",2018,8
"1723","810115",2018,15
"1724","801406",2018,2
"1725","800112",2018,4
"1726","810205",2018,2
"1727","801214",2018,10
"1728","800903",2018,6
"1729","802102",2018,35
"1730","810304",2018,13
"1731","810403",2018,36
"1732","810701",2018,4
"1733","801501",2018,25
"1734","801105",2018,25
"1735","810106",2018,15
"1736","810303",2018,10
"1737","810111",2018,15
"1738","800113",2018,6
"1739","801106",2018,3
"1740","800906",2018,3
"1741","810404",2018,14
"1742","810105",2018,16
"1743","810405",2018,23
"1744","800403",2018,35
"1745","801905",2018,4
"1746","801210",2018,5
"1747","800120",2018,35
"1748","801101",2018,6
"1749","801801",2018,7
"1750","800115",2018,43
"1751","810302",2018,1
"1752","800409",2018,10
"1753","800901",2018,6
"1754","800416",2018,7
"1755","801605",2018,3
"1756","801502",2018,9
"1757","801201",2018,9
"1758","810506",2018,12
"1759","800709",2018,1
"1760","810305",2018,2
"1761","801103",2018,14
"1762","801212",2018,5
"1763","800404",2018,26
"1764","802001",2018,22
"1765","810117",2018,22
"1766","810103",2018,18
"1767","801205",2018,1
"1768","810504",2018,12
"1769","801702",2018,8
"1770","810502",2018,8
"1771","801409",2018,4
"1772","801102",2018,2
"1773","802203",2018,3
"1774","800205",2018,8
"1775","800908",2018,1
"1776","800303",2018,17
"1777","801404",2018,2
"1778","802003",2018,14
"1779","800904",2018,4
"1780","801803",2018,5
"1781","800410",2018,10
"1782","800905",2018,2
"1783","800501",2018,5
"1784","800102",2018,12
"1785","800407",2018,5
"1786","801002",2018,5
"1787","800611",2018,7
"1788","810301",2018,1
"1789","800702",2018,2
"1790","810401",2018,6
"1791","810501",2018,9
"1792","810507",2018,8
"1793","800118",2018,29
"1794","801303",2018,6
"1795","800304",2018,6
"1796","800701",2018,3
"1797","800405",2018,26
"1798","801001",2018,19
"1799","810802",2018,1
"1800","800201",2018,9
"1801","801302",2018,6
"1802","800415",2018,2
"1803","800705",2018,3
"1804","810604",2018,3
"1805","810204",2018,3
"1806","800911",2018,7
"1807","800116",2018,9
"1808","810503",2018,5
"1809","802201",2018,6
"1810","801408",2018,1
"1811","801203",2018,3
"1812","810201",2018,3
"1813","800103",2018,23
"1814","810508",2018,3
"1815","800503",2018,17
"1816","810402",2018,1
"1817","800108",2018,11
"1818","810801",2018,3
"1819","810406",2018,3
"1820","801703",2018,5
"1821","801503",2018,6
"1822","810804",2018,4
"1823","800504",2018,3
"1824","800902",2018,8
"1825","801305",2018,1
"1826","800202",2018,2
"1827","800912",2018,3
"1828","801003",2018,4
"1829","802004",2018,6
"1830","801301",2018,2
"1831","800122",2018,11
"1832","800114",2018,2
"1833","810505",2018,2
"1834","810808",2018,3
"1835","810118",2018,5
"1836","810806",2018,2
"1837","800913",2018,2
"1838","801701",2018,8
"1839","810603",2018,2
"1840","810803",2018,1
"1841","810202",2018,1
"1842","800909",2018,2
"1843","800505",2018,7
"1844","800502",2018,7
"1845","800406",2018,3
"1846","800810",2018,4
"1847","801403",2018,2
"1848","800613",2018,5
"1849","800107",2018,5
"1850","801216",2018,2
"1851","800401",2018,6
"1852","801402",2018,2
"1853","802002",2018,11
"1854","810407",2018,4
"1855","802202",2018,3
"1856","801204",2018,2
"1857","800811",2018,6
"1858","810702",2018,1
"1859","800803",2018,4
"1860","802101",2018,7
"1861","802104",2018,9
"1862","801704",2018,2
"1863","801602",2018,11
"1864","810509",2018,3
"1865","800802",2018,5
"1866","801603",2018,7
"1867","800610",2018,1
"1868","802302",2018,3
"1869","800106",2018,4
"1870","800907",2018,1
"1871","800121",2018,5
"1872","800612",2018,1
"1873","800606",2018,3
"1874","800809",2018,3
"1875","801208",2018,1
"1876","800204",2018,3
"1877","801904",2018,5
"1878","800801",2018,7
"1879","801601",2018,8
"1880","802103",2018,2
"1881","800807",2018,4
"1882","800813",2018,2
"1883","800104",2018,1
"1884","800703",2018,1
"1885","800710",2018,2
"1886","801902",2018,2
"1887","810805",2018,2
"1888","801610",2018,1
"1889","800804",2018,3
"1890","800706",2018,1
"1891","800305",2018,1
"1892","800711",2018,1
"1893","801611",2018,5
"1894","802303",2018,1
"1895","802304",2018,1
"1896","801608",2018,2
"1897","800708",2018,1
"1898","800301",2018,1
"1899","800806",2018,2
"1900","801604",2018,2
"1901","801906",2018,1
"1902","802301",2018,1
"1903","801901",2018,1
"1904","800603",2018,1
"1905","801107",2018,1
"1906","800601",2018,1
