"","Subdistrict_Code","Year","Month","NumberCases"
"2078","800107",2014,1,1
"2079","800502",2014,1,1
"2080","800503",2014,4,3
"2081","810402",2014,1,1
"2082","800202",2014,8,14
"2083","801208",2014,5,1
"2084","802002",2014,9,4
"2085","810406",2014,4,1
"2086","802302",2014,7,2
"2087","800119",2014,11,2
"2088","801001",2014,12,2
"2089","810601",2014,9,2
"2090","810104",2014,7,1
"2091","800401",2014,9,4
"2092","800809",2014,7,9
"2093","810602",2014,8,2
"2094","800203",2014,9,3
"2095","800701",2014,9,4
"2096","800904",2014,8,1
"2097","800204",2014,5,5
"2098","810603",2014,9,2
"2099","800201",2014,8,12
"2100","801501",2014,11,2
"2101","810802",2014,11,1
"2102","801503",2014,11,3
"2103","810403",2014,12,1
"2104","810116",2014,3,2
"2105","801303",2014,11,4
"2106","801101",2014,6,1
"2107","801603",2014,12,3
"2108","800304",2014,9,1
"2109","802001",2014,12,3
"2110","802101",2014,12,7
"2111","800806",2014,11,5
"2112","800107",2014,11,1
"2113","800406",2014,10,1
"2114","800807",2014,11,4
"2115","801101",2014,8,2
"2116","800904",2014,10,1
"2117","800913",2014,9,1
"2118","800403",2014,1,1
"2119","810301",2014,2,1
"2120","800811",2014,10,9
"2121","802103",2014,7,8
"2122","800416",2014,3,2
"2123","800707",2014,4,1
"2124","802001",2014,9,3
"2125","800613",2014,10,4
"2126","800706",2014,9,5
"2127","800804",2014,11,1
"2128","800410",2014,3,2
"2129","800409",2014,7,2
"2130","800403",2014,10,1
"2131","802103",2014,8,11
"2132","800612",2014,7,5
"2133","800118",2014,2,1
"2134","802302",2014,3,1
"2135","802103",2014,12,2
"2136","801903",2014,9,1
"2137","800810",2014,6,1
"2138","802303",2014,10,6
"2139","801602",2014,11,7
"2140","801103",2014,10,1
"2141","800601",2014,10,1
"2142","800809",2014,5,1
"2143","802102",2014,6,13
"2144","800802",2014,11,1
"2145","800302",2014,11,5
"2146","800120",2014,5,3
"2147","800606",2014,10,3
"2148","810808",2014,6,1
"2149","800809",2014,12,3
"2150","810506",2014,5,2
"2151","801905",2014,7,2
"2152","800404",2014,12,2
"2153","800106",2014,3,1
"2154","800802",2014,7,2
"2155","802303",2014,3,1
"2156","810103",2014,11,3
"2157","800801",2014,6,5
"2158","800122",2014,1,2
"2159","800502",2014,6,4
"2160","802202",2014,7,5
"2161","810301",2014,12,1
"2162","800709",2014,7,2
"2163","800801",2014,10,11
"2164","800802",2014,9,3
"2165","800803",2014,12,7
"2166","800811",2014,9,6
"2167","800201",2014,1,1
"2168","800203",2014,7,3
"2169","802302",2014,10,5
"2170","800301",2014,8,2
"2171","802201",2014,3,2
"2172","802301",2014,12,2
"2173","801503",2014,3,1
"2174","800504",2014,6,2
"2175","801105",2014,9,2
"2176","802304",2014,8,2
"2177","800707",2014,9,1
"2178","802103",2014,10,7
"2179","801306",2014,8,4
"2180","801302",2014,5,3
"2181","801303",2014,9,6
"2182","800705",2014,12,1
"2183","800107",2014,10,3
"2184","802201",2014,7,6
"2185","800101",2014,8,3
"2186","800505",2014,12,1
"2187","801001",2014,8,5
"2188","801102",2014,4,1
"2189","801215",2014,10,1
"2190","801003",2014,5,1
"2191","800606",2014,11,3
"2192","801304",2014,3,1
"2193","800813",2014,10,2
"2194","801305",2014,1,2
"2195","800806",2014,5,1
"2196","800811",2014,8,6
"2197","801214",2014,1,1
"2198","800804",2014,9,7
"2199","800405",2014,2,1
"2200","800702",2014,10,2
"2201","800809",2014,9,11
"2202","800113",2014,8,1
"2203","800806",2014,6,2
"2204","802102",2014,5,12
"2205","800504",2014,8,1
"2206","800604",2014,8,1
"2207","800809",2014,8,8
"2208","801205",2014,3,1
"2209","800203",2014,12,2
"2210","801301",2014,9,9
"2211","810502",2014,12,1
"2212","800409",2014,11,2
"2213","800205",2014,5,2
"2214","810701",2014,9,1
"2215","800901",2014,7,4
"2216","800810",2014,9,2
"2217","800803",2014,10,6
"2218","800505",2014,11,1
"2219","802001",2014,10,1
"2220","800503",2014,11,3
"2221","800108",2014,12,1
"2222","800709",2014,8,1
"2223","800707",2014,8,1
"2224","801905",2014,8,1
"2225","800804",2014,10,1
"2226","800405",2014,12,2
"2227","800810",2014,7,3
"2228","810604",2014,2,1
"2229","800201",2014,3,1
"2230","800204",2014,9,9
"2231","802101",2014,10,6
"2232","800806",2014,9,10
"2233","800112",2014,5,1
"2234","800801",2014,8,6
"2235","802104",2014,11,3
"2236","800811",2014,6,3
"2237","800809",2014,10,4
"2238","801604",2014,12,2
"2239","810604",2014,4,1
"2240","801305",2014,8,2
"2241","800807",2014,8,4
"2242","800503",2014,2,3
"2243","801001",2014,11,3
"2244","801304",2014,9,1
"2245","800301",2014,11,1
"2246","801206",2014,12,1
"2247","802304",2014,10,1
"2248","800505",2014,1,2
"2249","810303",2014,12,1
"2250","801204",2014,11,1
"2251","800806",2014,7,6
"2252","802303",2014,11,7
"2253","800303",2014,11,2
"2254","800705",2014,10,2
"2255","801906",2014,7,3
"2256","810204",2014,5,1
"2257","800303",2014,10,2
"2258","800804",2014,12,1
"2259","801605",2014,10,2
"2260","800913",2014,6,3
"2261","800811",2014,11,3
"2262","800802",2014,8,4
"2263","801301",2014,7,4
"2264","800122",2014,6,2
"2265","800202",2014,11,2
"2266","801103",2014,7,2
"2267","801903",2014,10,1
"2268","810106",2014,1,1
"2269","801106",2014,6,1
"2270","800301",2014,12,2
"2271","801003",2014,9,3
"2272","800804",2014,7,4
"2273","800401",2014,8,2
"2274","800404",2014,10,1
"2275","800204",2014,2,3
"2276","800813",2014,9,3
"2277","800913",2014,4,1
"2278","800205",2014,12,2
"2279","801905",2014,12,2
"2280","800902",2014,8,1
"2281","802202",2014,6,1
"2282","800112",2014,11,3
"2283","800907",2014,6,1
"2284","800709",2014,4,2
"2285","801803",2014,8,1
"2286","802202",2014,9,2
"2287","801101",2014,1,2
"2288","802104",2014,10,7
"2289","800905",2014,7,2
"2290","800802",2014,2,2
"2291","801611",2014,4,1
"2292","800301",2014,2,2
"2293","801304",2014,2,1
"2294","800611",2014,9,1
"2295","800807",2014,1,2
"2296","802103",2014,2,1
"2297","800103",2014,9,2
"2298","800303",2014,12,1
"2299","800902",2014,2,1
"2300","800807",2014,10,3
"2301","800810",2014,8,6
"2302","810505",2014,7,1
"2303","801604",2014,11,1
"2304","801003",2014,6,1
"2305","800803",2014,11,7
"2306","802004",2014,8,3
"2307","802203",2014,9,3
"2308","800204",2014,4,4
"2309","800809",2014,11,6
"2310","801303",2014,6,2
"2311","802002",2014,5,1
"2312","800103",2014,10,1
"2313","801603",2014,7,1
"2314","801001",2014,10,1
"2315","801216",2014,1,1
"2316","800909",2014,2,1
"2317","801601",2014,12,3
"2318","801105",2014,8,4
"2319","802303",2014,9,2
"2320","800114",2014,7,2
"2321","801906",2014,12,1
"2322","801701",2014,10,1
"2323","801801",2014,6,1
"2324","802102",2014,11,7
"2325","800305",2014,3,2
"2326","800804",2014,6,2
"2327","810804",2014,6,1
"2328","801601",2014,8,4
"2329","800305",2014,5,2
"2330","800803",2014,8,5
"2331","800112",2014,9,5
"2332","800120",2014,8,4
"2333","801601",2014,9,2
"2334","801906",2014,9,1
"2335","800912",2014,7,2
"2336","802001",2014,7,2
"2337","810103",2014,4,2
"2338","800613",2014,5,3
"2339","801304",2014,11,1
"2340","802102",2014,10,8
"2341","800205",2014,7,8
"2342","800811",2014,7,9
"2343","810402",2014,7,2
"2344","800601",2014,12,1
"2345","801003",2014,10,1
"2346","800305",2014,1,1
"2347","801904",2014,1,1
"2348","800807",2014,6,2
"2349","800505",2014,6,2
"2350","801904",2014,5,1
"2351","800801",2014,12,5
"2352","800906",2014,6,1
"2353","800803",2014,6,2
"2354","800613",2014,11,1
"2355","810203",2014,11,1
"2356","800909",2014,7,3
"2357","810102",2014,4,1
"2358","800502",2014,11,2
"2359","800710",2014,9,1
"2360","800701",2014,7,3
"2361","800305",2014,2,2
"2362","800809",2014,6,3
"2363","800605",2014,10,1
"2364","800305",2014,10,3
"2365","802302",2014,12,2
"2366","800803",2014,3,1
"2367","801604",2014,1,1
"2368","800305",2014,11,5
"2369","800806",2014,10,8
"2370","801105",2014,10,3
"2371","800701",2014,6,3
"2372","802103",2014,6,5
"2373","800803",2014,9,7
"2374","800707",2014,2,1
"2375","800704",2014,7,3
"2376","800802",2014,6,1
"2377","800709",2014,1,2
"2378","800903",2014,6,2
"2379","801601",2014,4,1
"2380","800505",2014,7,2
"2381","800303",2014,6,1
"2382","801609",2014,4,4
"2383","801602",2014,8,1
"2384","800119",2014,3,1
"2385","800803",2014,1,3
"2386","800302",2014,12,1
"2387","800605",2014,9,1
"2388","800913",2014,1,3
"2389","800202",2014,3,1
"2390","802102",2014,12,1
"2391","801611",2014,11,3
"2392","810501",2014,2,1
"2393","800703",2014,8,1
"2394","800102",2014,12,2
"2395","800106",2014,5,1
"2396","800803",2014,7,3
"2397","800112",2014,7,3
"2398","800108",2014,11,3
"2399","810502",2014,2,1
"2400","800704",2014,6,2
"2401","810801",2014,1,1
"2402","800813",2014,3,1
"2403","801803",2014,4,1
"2404","800804",2014,8,3
"2405","800707",2014,10,2
"2406","800706",2014,10,2
"2407","801104",2014,2,1
"2408","800401",2014,6,2
"2409","810118",2014,6,3
"2410","810505",2014,4,1
"2411","801904",2014,8,1
"2412","800301",2014,3,2
"2413","801601",2014,7,1
"2414","810509",2014,9,1
"2415","801302",2014,1,1
"2416","800813",2014,11,1
"2417","800707",2014,7,2
"2418","801501",2014,6,3
"2419","802001",2014,6,2
"2420","800403",2014,9,1
"2421","800612",2014,6,2
"2422","800709",2014,10,2
"2423","800908",2014,5,2
"2424","800205",2014,4,1
"2425","801604",2014,9,1
"2426","800704",2014,8,2
"2427","810706",2014,8,1
"2428","802303",2014,7,2
"2429","800704",2014,10,2
"2430","800809",2014,4,1
"2431","801302",2014,11,2
"2432","810504",2014,3,1
"2433","800706",2014,12,1
"2434","802301",2014,11,2
"2435","801801",2014,9,1
"2436","800304",2014,7,2
"2437","800705",2014,2,1
"2438","801501",2014,3,1
"2439","801306",2014,10,2
"2440","802302",2014,9,3
"2441","800706",2014,8,3
"2442","800409",2014,10,3
"2443","800603",2014,8,2
"2444","801303",2014,8,2
"2445","800802",2014,12,2
"2446","800606",2014,9,1
"2447","810407",2014,7,1
"2448","801903",2014,8,1
"2449","800806",2014,12,4
"2450","802301",2014,8,1
"2451","800204",2014,12,6
"2452","801905",2014,9,2
"2453","800108",2014,10,1
"2454","802304",2014,9,2
"2455","800405",2014,5,1
"2456","802301",2014,10,4
"2457","800710",2014,12,1
"2458","800112",2014,12,2
"2459","800304",2014,10,3
"2460","800116",2014,7,3
"2461","810118",2014,12,1
"2462","800908",2014,10,1
"2463","800807",2014,12,1
"2464","800605",2014,11,1
"2465","800504",2014,1,2
"2466","800403",2014,2,1
"2467","800121",2014,12,1
"2468","810501",2014,11,1
"2469","801611",2014,12,2
"2470","800811",2014,5,1
"2471","802104",2014,1,1
"2472","802004",2014,9,5
"2473","800906",2014,7,3
"2474","800705",2014,7,2
"2475","802004",2014,5,1
"2476","802303",2014,6,1
"2477","801301",2014,1,1
"2478","800611",2014,4,1
"2479","801303",2014,1,1
"2480","802002",2014,8,1
"2481","800801",2014,1,2
"2482","810202",2014,9,2
"2483","800610",2014,12,1
"2484","800612",2014,11,1
"2485","800305",2014,9,2
"2486","800801",2014,5,4
"2487","800701",2014,12,1
"2488","800803",2014,5,1
"2489","800610",2014,7,3
"2490","801103",2014,8,1
"2491","801104",2014,5,1
"2492","801001",2014,9,1
"2493","800121",2014,7,1
"2494","801303",2014,7,1
"2495","802301",2014,6,1
"2496","801305",2014,7,1
"2497","810506",2014,11,1
"2498","800405",2014,9,1
"2499","800806",2014,4,1
"2500","810402",2014,2,1
"2501","801002",2014,10,1
"2502","800113",2014,5,1
"2503","800106",2014,4,2
"2504","801217",2014,10,1
"2505","800601",2014,11,1
"2506","802303",2014,2,1
"2507","800101",2014,12,2
"2508","801201",2014,9,1
"2509","800403",2014,12,2
"2510","800903",2014,10,3
"2511","802004",2014,1,1
"2512","800502",2014,3,1
"2513","800106",2014,6,1
"2514","801102",2014,3,1
"2515","800913",2014,8,2
"2516","801605",2014,6,1
"2517","802003",2014,10,1
"2518","801603",2014,8,2
"2519","800711",2014,8,1
"2520","800416",2014,7,2
"2521","800203",2014,8,3
"2522","810508",2014,2,1
"2523","800407",2014,8,3
"2524","802104",2014,12,2
"2525","801301",2014,2,1
"2526","800304",2014,3,2
"2527","802201",2014,10,1
"2528","810407",2014,9,1
"2529","810509",2014,6,1
"2530","800612",2014,2,1
"2531","810405",2014,10,1
"2532","800301",2014,7,1
"2533","810401",2014,2,1
"2534","800304",2014,2,2
"2535","810305",2014,9,1
"2536","800116",2014,3,1
"2537","801701",2014,11,1
"2538","800103",2014,6,1
"2539","801206",2014,9,1
"2540","810509",2014,5,1
"2541","800701",2014,10,1
"2542","800809",2014,2,1
"2543","800904",2014,7,1
"2544","800913",2014,7,2
"2545","800605",2014,8,1
"2546","801906",2014,11,2
"2547","802004",2014,6,1
"2548","800407",2014,9,1
"2549","810301",2014,7,3
"2550","810509",2014,1,1
"2551","801102",2014,7,1
"2552","800108",2014,4,1
"2553","800502",2014,12,3
"2554","810401",2014,11,1
"2555","810808",2014,3,1
"2556","801101",2014,5,1
"2557","800115",2014,1,1
"2558","800612",2014,3,1
"2559","800702",2014,7,2
"2560","800613",2014,6,1
"2561","801503",2014,6,1
"2562","800108",2014,8,1
"2563","800410",2014,5,1
"2564","801305",2014,11,1
"2565","800704",2014,11,1
"2566","800115",2014,3,1
"2567","800902",2014,7,1
"2568","800118",2014,5,1
"2569","802002",2014,1,1
"2570","800106",2014,12,1
"2571","810505",2014,10,1
"2572","801502",2014,3,2
"2573","800405",2014,7,2
"2574","800501",2014,6,1
"2575","802002",2014,7,1
"2576","800303",2014,7,1
"2577","800113",2014,11,2
"2578","800703",2014,7,1
"2579","801904",2014,11,1
"2580","800405",2014,11,1
"2581","800116",2014,6,1
"2582","800702",2014,8,2
"2583","802302",2014,11,1
"2584","801503",2014,7,1
"2585","802004",2014,12,1
"2586","800122",2014,3,1
"2587","800406",2014,7,1
"2588","800302",2014,10,1
"2589","810305",2014,12,1
"2590","801904",2014,4,2
"2591","801001",2014,1,1
"2592","801801",2014,8,1
"2593","810503",2014,5,1
"2594","801305",2014,6,1
"2595","800610",2014,11,1
"2596","800606",2014,3,1
"2597","800801",2014,2,1
"2598","800302",2014,8,2
"2599","800813",2014,8,1
"2600","801906",2014,1,1
"2601","801215",2014,7,1
"2602","800601",2014,7,1
"2603","800906",2014,9,1
"2604","802304",2014,5,1
"2605","801803",2014,7,1
"2606","800203",2014,1,1
"2607","802001",2014,2,1
"2608","800501",2014,3,1
"2609","800706",2014,11,2
"2610","802304",2014,1,1
"2611","801001",2014,7,2
"2612","800707",2014,11,1
"2613","801302",2014,2,1
"2614","800603",2014,10,1
"2615","800708",2014,9,1
"2616","801107",2014,8,1
"2617","800302",2014,3,1
"2618","810301",2014,9,1
"2619","800410",2014,4,1
"2620","810508",2014,5,1
"2621","810804",2014,7,1
"2622","800909",2014,8,1
"2623","801306",2014,11,1
"2624","801602",2014,1,1
"2625","800410",2014,8,1
"2626","800416",2014,10,1
"2627","800501",2014,12,1
"2628","800103",2014,8,1
"2629","802304",2014,11,1
"2630","810111",2014,1,1
"2631","800501",2014,11,1
"2632","800118",2014,3,1
"2633","810801",2014,7,1
"2634","800607",2014,12,1
"2635","800907",2014,1,1
"2636","801603",2014,11,1
"2637","801704",2014,5,1
"2638","800205",2014,6,1
"2639","800703",2014,6,1
"2640","800611",2014,6,1
"2641","800114",2014,11,1
"2642","810509",2014,8,1
"2643","800113",2014,10,1
"2644","800501",2014,2,2
"2645","800120",2014,2,2
"2646","802101",2014,3,1
"2647","810505",2014,5,1
"2648","800807",2014,2,1
"2649","800501",2014,4,1
"2650","800804",2014,1,1
"2651","801002",2014,11,1
"2652","810804",2014,9,1
"2653","801102",2014,2,1
"2654","800901",2014,8,1
"2655","810105",2014,1,1
"2656","800410",2014,12,1
"2657","100206",2015,11,84
"2658","104001",2015,11,131
"2659","102201",2015,11,35
"2660","102401",2015,11,73
"2661","103501",2015,10,27
"2662","103201",2015,8,48
"2663","104001",2015,12,76
"2664","101801",2015,10,8
"2665","102701",2015,11,120
"2666","103701",2015,11,46
"2667","101901",2015,11,14
"2668","100601",2015,11,157
"2669","103501",2015,6,3
"2670","102901",2015,1,13
"2671","105001",2015,9,49
"2672","105001",2015,11,269
"2673","105001",2015,12,93
"2674","105001",2015,1,18
"2675","105001",2015,7,31
"2676","105001",2015,6,18
"2677","105001",2015,10,101
"2678","105001",2015,8,46
"2679","104902",2015,9,17
"2680","104902",2015,11,51
"2681","104902",2015,5,9
"2682","104902",2015,12,26
"2683","104902",2015,7,17
"2684","104902",2015,10,42
"2685","104902",2015,4,9
"2686","104902",2015,1,6
"2687","102302",2015,11,51
"2688","103202",2015,11,68
"2689","101501",2015,9,1
"2690","102501",2015,11,75
"2691","102301",2015,12,1
"2692","103401",2015,11,287
"2693","101401",2015,10,56
"2694","102101",2015,11,1
"2695","101501",2015,8,2
"2696","102101",2015,9,1
"2697","104601",2015,9,20
"2698","101701",2015,8,29
"2699","101501",2015,11,11
"2700","100101",2015,8,2
"2701","102301",2015,7,1
"2702","103501",2015,2,5
"2703","105001",2015,5,10
"2704","104701",2015,10,58
"2705","104701",2015,4,14
"2706","104701",2015,5,39
"2707","104701",2015,11,108
"2708","104701",2015,9,40
"2709","104701",2015,8,41
"2710","104701",2015,12,34
"2711","105001",2015,3,9
"2712","104902",2015,2,6
"2713","104902",2015,3,8
"2714","104901",2015,11,83
"2715","104901",2015,9,30
"2716","104901",2015,10,36
"2717","105001",2015,2,13
"2718","105001",2015,4,7
"2719","104802",2015,8,24
"2720","104802",2015,10,13
"2721","104802",2015,11,29
"2722","104802",2015,7,13
"2723","104802",2015,6,7
"2724","104802",2015,9,15
"2725","104901",2015,2,7
"2726","104901",2015,8,16
"2727","104901",2015,12,24
"2728","104901",2015,6,5
"2729","104901",2015,1,7
"2730","104901",2015,3,2
"2731","104901",2015,7,10
"2732","104901",2015,4,4
"2733","104802",2015,12,11
"2734","104802",2015,1,2
"2735","104802",2015,2,3
"2736","104801",2015,5,3
"2737","104801",2015,11,22
"2738","104801",2015,12,7
"2739","104801",2015,10,8
"2740","104801",2015,6,7
"2741","104801",2015,1,5
"2742","104801",2015,8,23
"2743","104801",2015,7,7
"2744","104801",2015,2,2
"2745","104801",2015,9,7
"2746","104701",2015,6,17
"2747","104701",2015,7,20
"2748","104701",2015,3,14
"2749","104701",2015,1,10
"2750","104701",2015,2,7
"2751","104605",2015,6,8
"2752","104605",2015,1,1
"2753","104605",2015,7,5
"2754","104605",2015,3,4
"2755","104605",2015,9,7
"2756","104605",2015,8,6
"2757","104605",2015,2,2
"2758","104605",2015,5,3
"2759","104605",2015,10,4
"2760","104605",2015,11,4
"2761","104604",2015,11,1
"2762","104604",2015,10,5
"2763","104604",2015,9,9
"2764","104604",2015,12,6
"2765","104603",2015,10,26
"2766","104603",2015,11,46
"2767","104603",2015,5,4
"2768","104603",2015,12,29
"2769","104603",2015,8,29
"2770","104603",2015,9,28
"2771","104603",2015,7,17
"2772","104602",2015,9,15
"2773","104602",2015,8,7
"2774","104602",2015,11,26
"2775","104602",2015,5,2
"2776","104602",2015,12,5
"2777","104602",2015,10,9
"2778","104602",2015,6,1
"2779","104601",2015,12,21
"2780","104601",2015,11,39
"2781","104601",2015,10,21
"2782","104601",2015,8,9
"2783","104601",2015,5,5
"2784","104601",2015,7,4
"2785","104504",2015,10,23
"2786","104504",2015,11,44
"2787","104504",2015,12,24
"2788","104504",2015,8,20
"2789","104504",2015,9,21
"2790","104504",2015,6,10
"2791","104504",2015,7,14
"2792","104504",2015,3,9
"2793","104504",2015,5,9
"2794","104503",2015,11,50
"2795","104503",2015,12,27
"2796","104503",2015,10,25
"2797","104502",2015,11,13
"2798","104502",2015,12,9
"2799","104502",2015,10,5
"2800","104502",2015,5,2
"2801","104502",2015,9,8
"2802","104502",2015,7,4
"2803","104501",2015,11,175
"2804","104501",2015,12,54
"2805","104501",2015,10,70
"2806","104501",2015,7,16
"2807","104501",2015,8,20
"2808","104501",2015,9,35
"2809","104501",2015,6,13
"2810","104401",2015,11,142
"2811","104401",2015,7,54
"2812","104401",2015,10,91
"2813","104401",2015,6,32
"2814","104401",2015,9,97
"2815","104401",2015,5,29
"2816","104401",2015,8,107
"2817","104401",2015,12,40
"2818","104401",2015,4,5
"2819","104401",2015,3,4
"2820","104401",2015,2,4
"2821","104401",2015,1,14
"2822","104302",2015,11,18
"2823","104302",2015,12,10
"2824","104302",2015,10,2
"2825","104301",2015,11,41
"2826","104301",2015,8,23
"2827","104301",2015,9,22
"2828","104301",2015,10,14
"2829","104301",2015,12,22
"2830","104301",2015,5,3
"2831","104301",2015,6,5
"2832","104301",2015,1,6
"2833","104203",2015,6,18
"2834","104203",2015,11,65
"2835","104203",2015,9,37
"2836","104203",2015,10,35
"2837","104203",2015,7,24
"2838","104203",2015,12,40
"2839","104203",2015,5,15
"2840","104203",2015,3,1
"2841","104203",2015,1,4
"2842","104203",2015,8,33
"2843","104203",2015,2,2
"2844","104202",2015,7,7
"2845","104202",2015,12,5
"2846","104202",2015,11,23
"2847","104202",2015,10,16
"2848","104202",2015,6,2
"2849","104202",2015,8,6
"2850","104202",2015,3,2
"2851","104202",2015,9,9
"2852","104201",2015,9,29
"2853","104201",2015,10,33
"2854","104201",2015,7,23
"2855","104201",2015,5,10
"2856","104201",2015,11,46
"2857","104201",2015,8,35
"2858","104201",2015,12,18
"2859","104201",2015,1,2
"2860","104201",2015,6,12
"2861","104102",2015,11,25
"2862","104102",2015,10,21
"2863","104102",2015,9,16
"2864","104102",2015,7,8
"2865","104102",2015,12,13
"2866","104102",2015,1,3
"2867","104102",2015,3,6
"2868","104101",2015,10,66
"2869","104101",2015,11,141
"2870","104101",2015,8,26
"2871","104101",2015,12,47
"2872","104101",2015,1,12
"2873","104101",2015,7,14
"2874","104101",2015,6,12
"2875","104101",2015,9,32
"2876","104101",2015,5,7
"2877","104101",2015,2,8
"2878","104004",2015,10,21
"2879","104004",2015,11,56
"2880","104004",2015,8,15
"2881","104004",2015,9,26
"2882","104004",2015,7,16
"2883","104004",2015,12,28
"2884","104004",2015,1,7
"2885","104004",2015,2,1
"2886","104004",2015,5,3
"2887","104003",2015,9,6
"2888","104003",2015,4,1
"2889","104003",2015,11,36
"2890","104003",2015,7,11
"2891","104003",2015,8,10
"2892","104003",2015,12,25
"2893","104003",2015,5,6
"2894","104003",2015,10,13
"2895","104003",2015,1,2
"2896","104003",2015,6,5
"2897","104002",2015,10,32
"2898","104002",2015,11,67
"2899","104002",2015,12,39
"2900","104002",2015,9,12
"2901","104002",2015,8,17
"2902","104002",2015,7,5
"2903","104002",2015,6,4
"2904","104002",2015,1,4
"2905","104002",2015,5,7
"2906","104001",2015,8,29
"2907","104001",2015,10,44
"2908","104001",2015,7,16
"2909","104001",2015,2,6
"2910","104001",2015,1,9
"2911","104001",2015,6,7
"2912","104001",2015,9,28
"2913","104001",2015,5,5
"2914","103903",2015,12,32
"2915","103903",2015,5,14
"2916","103903",2015,11,78
"2917","103903",2015,9,38
"2918","103903",2015,8,26
"2919","103903",2015,6,10
"2920","103903",2015,10,33
"2921","103903",2015,2,4
"2922","103903",2015,7,15
"2923","103903",2015,1,5
"2924","103903",2015,4,2
"2925","103903",2015,3,1
"2926","103902",2015,8,39
"2927","103902",2015,11,77
"2928","103902",2015,12,19
"2929","103902",2015,7,19
"2930","103902",2015,10,39
"2931","103902",2015,3,7
"2932","103902",2015,9,41
"2933","103902",2015,5,15
"2934","103902",2015,6,20
"2935","103901",2015,9,7
"2936","103901",2015,11,29
"2937","103901",2015,10,9
"2938","103901",2015,12,7
"2939","103901",2015,5,3
"2940","103802",2015,11,49
"2941","103802",2015,10,22
"2942","103802",2015,12,15
"2943","103802",2015,9,12
"2944","103802",2015,1,1
"2945","103802",2015,5,8
"2946","103802",2015,8,15
"2947","103802",2015,7,9
"2948","103802",2015,6,7
"2949","103801",2015,12,89
"2950","103801",2015,11,249
"2951","103801",2015,9,92
"2952","103801",2015,6,25
"2953","103801",2015,10,138
"2954","103801",2015,5,10
"2955","103801",2015,8,61
"2956","103801",2015,7,30
"2957","103801",2015,1,9
"2958","103704",2015,9,15
"2959","103704",2015,12,7
"2960","103704",2015,8,8
"2961","103704",2015,6,7
"2962","103704",2015,11,15
"2963","103704",2015,7,2
"2964","103704",2015,10,10
"2965","103704",2015,4,1
"2966","103704",2015,3,2
"2967","103704",2015,2,3
"2968","103703",2015,11,20
"2969","103703",2015,10,8
"2970","103703",2015,9,10
"2971","103703",2015,7,7
"2972","103703",2015,8,6
"2973","103703",2015,12,4
"2974","103703",2015,5,3
"2975","103702",2015,5,3
"2976","103702",2015,6,5
"2977","103702",2015,11,18
"2978","103702",2015,8,5
"2979","103702",2015,12,4
"2980","103702",2015,10,10
"2981","103702",2015,9,4
"2982","103701",2015,12,15
"2983","103701",2015,9,14
"2984","103701",2015,10,23
"2985","103701",2015,1,2
"2986","103701",2015,8,17
"2987","103701",2015,7,16
"2988","103701",2015,5,7
"2989","103701",2015,4,2
"2990","103701",2015,2,4
"2991","103701",2015,6,6
"2992","103605",2015,8,5
"2993","103605",2015,10,4
"2994","103605",2015,12,3
"2995","103605",2015,9,8
"2996","103605",2015,11,5
"2997","103605",2015,7,3
"2998","103604",2015,10,35
"2999","103604",2015,11,63
"3000","103604",2015,8,19
"3001","103604",2015,9,20
"3002","103604",2015,12,24
"3003","103604",2015,2,3
"3004","103604",2015,6,5
"3005","103604",2015,1,6
"3006","103604",2015,7,9
"3007","103604",2015,5,5
"3008","103602",2015,11,125
"3009","103602",2015,7,27
"3010","103602",2015,10,57
"3011","103602",2015,2,6
"3012","103602",2015,8,30
"3013","103602",2015,3,6
"3014","103602",2015,6,13
"3015","103602",2015,12,30
"3016","103602",2015,9,37
"3017","103602",2015,1,9
"3018","103602",2015,4,8
"3019","103602",2015,5,6
"3020","103504",2015,11,72
"3021","103504",2015,10,27
"3022","103504",2015,8,14
"3023","103504",2015,4,12
"3024","103504",2015,12,30
"3025","103504",2015,5,12
"3026","103504",2015,6,6
"3027","103504",2015,9,16
"3028","103504",2015,1,10
"3029","103504",2015,2,7
"3030","103504",2015,7,3
"3031","103504",2015,3,4
"3032","103503",2015,3,8
"3033","103503",2015,12,34
"3034","103503",2015,11,69
"3035","103503",2015,2,10
"3036","103503",2015,9,27
"3037","103503",2015,10,35
"3038","103503",2015,5,1
"3039","103503",2015,7,14
"3040","103503",2015,1,8
"3041","103503",2015,4,5
"3042","103503",2015,6,4
"3043","103502",2015,8,12
"3044","103502",2015,11,39
"3045","103502",2015,10,15
"3046","103502",2015,6,6
"3047","103502",2015,12,14
"3048","103502",2015,9,8
"3049","103502",2015,5,4
"3050","103502",2015,4,4
"3051","103502",2015,7,3
"3052","103502",2015,3,2
"3053","103501",2015,9,14
"3054","103501",2015,12,37
"3055","103501",2015,8,17
"3056","103501",2015,11,53
"3057","103501",2015,4,1
"3058","103501",2015,3,4
"3059","103501",2015,1,8
"3060","103501",2015,7,4
"3061","103401",2015,8,99
"3062","103401",2015,12,86
"3063","103401",2015,10,134
"3064","103401",2015,9,87
"3065","103401",2015,5,38
"3066","103401",2015,7,54
"3067","103401",2015,6,35
"3068","103401",2015,4,21
"3069","103401",2015,1,13
"3070","103401",2015,3,11
"3071","103401",2015,2,7
"3072","103303",2015,11,24
"3073","103303",2015,6,5
"3074","103303",2015,4,3
"3075","103303",2015,2,1
