addrcode,date,cases
101804,2015-10-01,6
101804,2015-12-01,8
101804,2015-11-01,24
101804,2015-03-01,1
101804,2015-08-01,3
101804,2015-07-01,6
101804,2015-09-01,2
101804,2015-05-01,1
101804,2015-02-01,2
101804,2016-11-01,4
101804,2016-02-01,5
101804,2016-08-01,1
101804,2016-03-01,1
101804,2016-10-01,2
101804,2016-01-01,5
101804,2016-04-01,1
101804,2017-10-01,1
101804,2017-07-01,2
101804,2017-11-01,5
101804,2017-12-01,2
101804,2017-01-01,1
101804,2017-09-01,2
101804,2017-02-01,1
101804,2017-08-01,3
101804,2017-06-01,1
101804,2017-05-01,1
101804,2018-03-01,1
101804,2018-02-01,1
101804,2018-04-01,1
101804,2018-01-01,1
101901,2014-11-01,4
101901,2014-05-01,2
101901,2014-06-01,1
101901,2015-11-01,14
101901,2015-07-01,5
101901,2015-08-01,3
101901,2015-12-01,8
101901,2015-09-01,3
101901,2015-06-01,5
101901,2015-10-01,1
101901,2015-05-01,1
101901,2016-01-01,5
101901,2016-08-01,1
101901,2016-11-01,3
101901,2017-11-01,1
101901,2017-07-01,2
101901,2017-10-01,1
101901,2017-09-01,1
101901,2018-03-01,3
101901,2018-04-01,1
101901,2018-01-01,1
101901,2018-02-01,1
101902,2014-10-01,3
101902,2014-11-01,6
101902,2014-12-01,3
101902,2014-01-01,2
101902,2014-02-01,2
101902,2014-04-01,1
101902,2014-07-01,2
101902,2014-08-01,1
101902,2014-09-01,3
101902,2015-11-01,47
101902,2015-12-01,31
101902,2015-09-01,6
101902,2015-06-01,6
101902,2015-08-01,5
101902,2015-07-01,5
101902,2015-10-01,14
101902,2015-02-01,2
101902,2015-01-01,3
101902,2015-05-01,2
101902,2015-04-01,2
101902,2016-03-01,6
101902,2016-01-01,17
101902,2016-04-01,3
101902,2016-11-01,7
101902,2016-02-01,7
101902,2016-05-01,1
101902,2016-08-01,5
101902,2016-12-01,2
101902,2016-10-01,2
101902,2016-09-01,1
101902,2017-11-01,5
101902,2017-05-01,3
101902,2017-10-01,6
101902,2017-02-01,3
101902,2017-12-01,10
101902,2017-08-01,7
101902,2017-06-01,1
101902,2017-09-01,5
101902,2017-03-01,4
101902,2017-01-01,3
101902,2017-07-01,4
101902,2017-04-01,1
101902,2018-01-01,7
101902,2018-04-01,2
101902,2018-03-01,4
101902,2018-05-01,1
101902,2018-02-01,1
101903,2014-11-01,1
101903,2014-12-01,2
101903,2014-05-01,1
101903,2014-07-01,1
101903,2014-08-01,2
101903,2014-09-01,5
101903,2015-07-01,8
101903,2015-11-01,14
101903,2015-12-01,12
101903,2015-08-01,11
101903,2015-10-01,11
101903,2015-09-01,9
101903,2015-03-01,1
101903,2015-02-01,1
101903,2015-06-01,3
101903,2015-01-01,3
101903,2015-05-01,3
101903,2016-01-01,8
101903,2016-11-01,1
101903,2016-09-01,6
101903,2016-02-01,1
101903,2016-03-01,2
101903,2016-08-01,1
101903,2016-07-01,2
101903,2017-09-01,7
101903,2017-10-01,10
101903,2017-08-01,2
101903,2017-12-01,6
101903,2017-11-01,11
101903,2017-01-01,1
101903,2017-07-01,3
101903,2017-05-01,1
101903,2017-03-01,1
101903,2017-06-01,1
101903,2018-02-01,3
101903,2018-04-01,3
101903,2018-03-01,3
101903,2018-05-01,2
101903,2018-01-01,5
101904,2014-10-01,1
101904,2014-11-01,1
101904,2014-02-01,2
101904,2014-04-01,2
101904,2014-05-01,1
101904,2015-10-01,7
101904,2015-12-01,9
101904,2015-11-01,20
101904,2015-09-01,4
101904,2015-01-01,1
101904,2015-07-01,4
101904,2015-02-01,1
101904,2015-08-01,3
101904,2015-06-01,1
101904,2016-01-01,10
101904,2016-10-01,3
101904,2016-09-01,1
101904,2016-12-01,1
101904,2016-11-01,3
101904,2016-07-01,2
101904,2016-02-01,1
101904,2016-03-01,1
101904,2016-08-01,1
101904,2017-12-01,6
101904,2017-07-01,5
101904,2017-10-01,9
101904,2017-11-01,4
101904,2017-04-01,4
101904,2017-08-01,6
101904,2017-05-01,3
101904,2017-01-01,1
101904,2017-06-01,2
101904,2017-03-01,1
101904,2017-09-01,4
101904,2018-02-01,2
101904,2018-01-01,2
101904,2018-03-01,1
101905,2014-10-01,1
101905,2014-11-01,1
101905,2014-12-01,1
101905,2014-01-01,2
101905,2014-04-01,1
101905,2014-08-01,2
101905,2014-09-01,2
101905,2015-10-01,6
101905,2015-07-01,1
101905,2015-11-01,25
101905,2015-09-01,6
101905,2015-12-01,8
101905,2015-08-01,4
101905,2015-06-01,4
101905,2015-01-01,4
101905,2015-04-01,2
101905,2015-02-01,1
101905,2015-05-01,3
101905,2015-03-01,1
101905,2016-04-01,5
101905,2016-03-01,4
101905,2016-01-01,7
101905,2016-10-01,2
101905,2016-07-01,2
101905,2016-02-01,3
101905,2016-11-01,1
101905,2016-09-01,1
101905,2016-12-01,1
101905,2017-01-01,2
101905,2017-10-01,12
101905,2017-12-01,4
101905,2017-09-01,3
101905,2017-11-01,4
101905,2017-07-01,3
101905,2017-06-01,2
101905,2018-03-01,7
101905,2018-02-01,2
101905,2018-04-01,3
101907,2015-11-01,7
101907,2015-09-01,3
101907,2015-10-01,3
101907,2015-12-01,3
101907,2015-07-01,2
101907,2015-04-01,1
101907,2015-06-01,1
101907,2016-02-01,3
101907,2016-01-01,5
101907,2016-12-01,1
101907,2016-09-01,2
101907,2016-04-01,1
101907,2017-05-01,4
101907,2017-08-01,6
101907,2017-11-01,2
101907,2017-07-01,4
101907,2017-06-01,6
101907,2017-12-01,4
101907,2017-03-01,1
101907,2017-09-01,1
101907,2017-01-01,1
101907,2018-04-01,5
101907,2018-03-01,3
101907,2018-02-01,2
102004,2014-10-01,1
102004,2014-01-01,1
102004,2014-02-01,4
102004,2014-03-01,1
102004,2014-04-01,1
102004,2014-05-01,1
102004,2014-06-01,1
102004,2014-07-01,2
102004,2014-09-01,1
102004,2015-12-01,11
102004,2015-11-01,20
102004,2015-07-01,2
102004,2015-10-01,7
102004,2015-01-01,1
102004,2015-09-01,11
102004,2015-08-01,4
102004,2015-02-01,1
102004,2016-01-01,9
102004,2016-10-01,2
102004,2016-02-01,5
102004,2016-03-01,2
102004,2016-11-01,6
102004,2016-09-01,1
102004,2016-08-01,2
102004,2016-12-01,2
102004,2017-08-01,9
102004,2017-07-01,4
102004,2017-09-01,3
102004,2017-01-01,3
102004,2017-11-01,7
102004,2017-10-01,5
102004,2017-12-01,2
102004,2017-05-01,2
102004,2017-06-01,3
102004,2017-04-01,1
102004,2018-04-01,4
102004,2018-01-01,3
102004,2018-05-01,1
102004,2018-02-01,2
102004,2018-03-01,2
102005,2014-11-01,7
102005,2014-12-01,3
102005,2014-01-01,5
102005,2014-02-01,4
102005,2014-03-01,10
102005,2014-04-01,3
102005,2014-05-01,1
102005,2014-07-01,1
102005,2014-08-01,1
102005,2014-09-01,1
102005,2015-06-01,5
102005,2015-08-01,10
102005,2015-11-01,64
102005,2015-05-01,6
102005,2015-10-01,23
102005,2015-12-01,22
102005,2015-07-01,6
102005,2015-09-01,13
102005,2015-01-01,3
102005,2015-03-01,3
102005,2015-02-01,4
102005,2015-04-01,2
102005,2016-07-01,2
102005,2016-01-01,19
102005,2016-08-01,2
102005,2016-11-01,5
102005,2016-02-01,2
102005,2016-03-01,5
102005,2016-04-01,3
102005,2016-10-01,1
102005,2016-06-01,1
102005,2017-08-01,8
102005,2017-06-01,4
102005,2017-01-01,6
102005,2017-11-01,10
102005,2017-07-01,3
102005,2017-03-01,1
102005,2017-02-01,2
102005,2017-12-01,6
102005,2017-10-01,4
102005,2017-09-01,5
102005,2018-04-01,6
102005,2018-02-01,3
102005,2018-01-01,5
102005,2018-05-01,3
102005,2018-03-01,7
102006,2014-11-01,5
102006,2014-02-01,3
102006,2014-08-01,1
102006,2014-09-01,2
102006,2015-12-01,17
102006,2015-11-01,26
102006,2015-06-01,10
102006,2015-09-01,5
102006,2015-10-01,10
102006,2015-08-01,5
102006,2015-01-01,1
102006,2015-07-01,1
102006,2016-03-01,2
102006,2016-04-01,1
102006,2016-11-01,2
102006,2016-01-01,1
102006,2016-07-01,1
102006,2016-12-01,1
102006,2016-06-01,1
102006,2017-01-01,2
102006,2017-12-01,2
102006,2017-07-01,2
102006,2017-08-01,9
102006,2017-09-01,4
102006,2017-10-01,2
102006,2017-03-01,1
102006,2017-06-01,1
102006,2017-02-01,1
102006,2018-01-01,1
102006,2018-03-01,1
102006,2018-04-01,1
102007,2014-12-01,2
102007,2014-01-01,6
102007,2014-02-01,2
102007,2014-03-01,2
102007,2014-04-01,4
102007,2014-07-01,1
102007,2014-08-01,1
102007,2015-09-01,10
102007,2015-11-01,54
102007,2015-08-01,10
102007,2015-01-01,5
102007,2015-05-01,5
102007,2015-12-01,21
102007,2015-10-01,25
102007,2015-06-01,8
102007,2015-02-01,3
102007,2015-07-01,7
102007,2016-01-01,30
102007,2016-04-01,2
102007,2016-03-01,6
102007,2016-02-01,13
102007,2016-05-01,1
102007,2016-09-01,4
102007,2016-12-01,3
102007,2016-11-01,9
102007,2016-08-01,1
102007,2016-10-01,4
102007,2016-07-01,1
102007,2017-09-01,5
102007,2017-02-01,3
102007,2017-01-01,4
102007,2017-12-01,4
102007,2017-10-01,5
102007,2017-05-01,1
102007,2017-07-01,2
102007,2017-11-01,6
102007,2017-08-01,2
102007,2018-03-01,4
102007,2018-02-01,5
102007,2018-05-01,2
102007,2018-04-01,4
102007,2018-01-01,2
102009,2014-10-01,1
102009,2014-12-01,3
102009,2014-01-01,1
102009,2014-02-01,3
102009,2014-06-01,1
102009,2014-08-01,1
102009,2015-07-01,5
102009,2015-05-01,4
102009,2015-12-01,17
102009,2015-10-01,12
102009,2015-11-01,56
102009,2015-08-01,11
102009,2015-09-01,10
102009,2015-04-01,2
102009,2015-06-01,4
102009,2015-02-01,3
102009,2015-03-01,3
102009,2015-01-01,3
102009,2016-05-01,2
102009,2016-01-01,11
102009,2016-02-01,5
102009,2016-10-01,1
102009,2016-11-01,1
102009,2016-03-01,1
102009,2016-08-01,1
102009,2016-04-01,1
102009,2017-11-01,15
102009,2017-06-01,9
102009,2017-04-01,2
102009,2017-03-01,2
102009,2017-09-01,2
102009,2017-01-01,3
102009,2017-02-01,3
102009,2017-07-01,12
102009,2017-08-01,11
102009,2017-05-01,2
102009,2017-10-01,5
102009,2017-12-01,3
102009,2018-03-01,3
102009,2018-05-01,1
102009,2018-04-01,2
102009,2018-01-01,1
102009,2018-02-01,2
102105,2014-10-01,13
102105,2014-11-01,8
102105,2014-12-01,16
102105,2014-01-01,2
102105,2014-02-01,4
102105,2014-03-01,1
102105,2014-05-01,1
102105,2014-06-01,2
102105,2014-07-01,1
102105,2014-08-01,1
102105,2014-09-01,11
102105,2015-11-01,67
102105,2015-08-01,30
102105,2015-04-01,6
102105,2015-01-01,16
102105,2015-10-01,36
102105,2015-06-01,10
102105,2015-12-01,32
102105,2015-03-01,8
102105,2015-05-01,7
102105,2015-09-01,17
102105,2015-02-01,4
102105,2015-07-01,8
102105,2016-10-01,8
102105,2016-02-01,8
102105,2016-11-01,4
102105,2016-09-01,6
102105,2016-08-01,3
102105,2016-03-01,3
102105,2016-01-01,19
102105,2016-12-01,1
102105,2016-05-01,1
102105,2016-06-01,2
102105,2016-04-01,1
102105,2017-01-01,3
102105,2017-09-01,11
102105,2017-12-01,9
102105,2017-08-01,26
102105,2017-04-01,4
102105,2017-05-01,5
102105,2017-11-01,11
102105,2017-06-01,5
102105,2017-07-01,14
102105,2017-10-01,9
102105,2017-03-01,3
102105,2017-02-01,2
102105,2018-03-01,16
102105,2018-04-01,4
102105,2018-01-01,4
102105,2018-05-01,2
102105,2018-02-01,3
102107,2014-10-01,12
102107,2014-11-01,25
102107,2014-12-01,17
102107,2014-01-01,5
102107,2014-02-01,4
102107,2014-03-01,4
102107,2014-04-01,5
102107,2014-05-01,2
102107,2014-06-01,1
102107,2014-07-01,4
102107,2014-08-01,7
102107,2014-09-01,14
102107,2015-10-01,65
102107,2015-08-01,37
102107,2015-11-01,159
102107,2015-12-01,69
102107,2015-02-01,11
102107,2015-09-01,57
102107,2015-04-01,7
102107,2015-06-01,25
102107,2015-01-01,11
102107,2015-05-01,18
102107,2015-07-01,18
102107,2015-03-01,8
102107,2016-10-01,8
102107,2016-03-01,6
102107,2016-01-01,43
102107,2016-07-01,6
102107,2016-08-01,10
102107,2016-09-01,6
102107,2016-04-01,5
102107,2016-12-01,7
102107,2016-02-01,7
102107,2016-06-01,1
102107,2016-05-01,4
102107,2016-11-01,2
102107,2017-12-01,24
102107,2017-10-01,27
102107,2017-09-01,21
102107,2017-08-01,26
102107,2017-02-01,6
102107,2017-07-01,18
102107,2017-11-01,28
102107,2017-01-01,10
102107,2017-06-01,13
102107,2017-04-01,5
102107,2017-05-01,3
102107,2017-03-01,1
102107,2018-03-01,25
102107,2018-01-01,13
102107,2018-04-01,14
102107,2018-02-01,8
102201,2014-10-01,5
102201,2014-11-01,2
102201,2014-12-01,2
102201,2014-01-01,1
102201,2014-03-01,3
102201,2014-05-01,1
102201,2014-07-01,2
102201,2014-08-01,5
102201,2014-09-01,3
102201,2015-11-01,35
102201,2015-12-01,31
102201,2015-09-01,10
102201,2015-05-01,6
102201,2015-10-01,21
102201,2015-07-01,10
102201,2015-08-01,6
102201,2015-03-01,1
102201,2015-06-01,2
102201,2015-02-01,2
102201,2015-01-01,2
102201,2016-01-01,25
102201,2016-05-01,1
102201,2016-10-01,2
102201,2016-02-01,6
102201,2016-09-01,1
102201,2016-12-01,8
102201,2016-03-01,2
102201,2016-07-01,1
102201,2016-04-01,2
102201,2017-06-01,7
102201,2017-07-01,6
102201,2017-09-01,9
102201,2017-08-01,9
102201,2017-11-01,5
102201,2017-12-01,9
102201,2017-01-01,7
102201,2017-02-01,2
102201,2017-05-01,1
102201,2017-10-01,6
102201,2017-04-01,1
102201,2017-03-01,2
102201,2018-04-01,6
102201,2018-05-01,2
102201,2018-01-01,6
102201,2018-02-01,3
102201,2018-03-01,1
102202,2014-10-01,1
102202,2014-12-01,1
102202,2014-01-01,3
102202,2014-03-01,2
102202,2014-04-01,1
102202,2014-05-01,1
102202,2014-06-01,2
102202,2014-07-01,2
102202,2014-08-01,1
102202,2015-11-01,39
102202,2015-12-01,20
102202,2015-07-01,4
102202,2015-08-01,10
102202,2015-05-01,6
102202,2015-10-01,5
102202,2015-09-01,6
102202,2015-06-01,3
102202,2015-01-01,2
102202,2016-11-01,4
102202,2016-12-01,3
102202,2016-02-01,11
102202,2016-10-01,1
102202,2016-01-01,13
102202,2016-03-01,3
102202,2016-05-01,2
102202,2016-09-01,2
102202,2017-10-01,5
102202,2017-09-01,2
102202,2017-08-01,6
102202,2017-11-01,3
102202,2017-12-01,5
102202,2017-06-01,7
102202,2017-02-01,1
102202,2017-01-01,2
102202,2018-03-01,5
102202,2018-02-01,1
102202,2018-04-01,8
102202,2018-01-01,2
102202,2018-05-01,3
102206,2014-11-01,1
102206,2014-01-01,1
102206,2014-03-01,2
102206,2014-04-01,2
102206,2014-08-01,2
102206,2014-09-01,1
102206,2015-05-01,4
102206,2015-11-01,11
102206,2015-01-01,3
102206,2015-12-01,4
102206,2015-09-01,1
102206,2015-10-01,3
102206,2015-02-01,2
102206,2015-08-01,3
102206,2016-10-01,1
102206,2016-11-01,1
102206,2016-02-01,1
102206,2016-01-01,5
102206,2016-08-01,1
102206,2016-05-01,1
102206,2016-07-01,1
102206,2017-09-01,1
102206,2017-12-01,2
102206,2017-07-01,2
102206,2017-08-01,4
102206,2017-06-01,1
102206,2017-11-01,1
102207,2014-11-01,2
102207,2014-12-01,1
102207,2014-01-01,3
102207,2014-02-01,1
102207,2014-03-01,1
102207,2014-04-01,1
102207,2014-06-01,1
102207,2014-09-01,1
102207,2015-02-01,7
102207,2015-09-01,5
102207,2015-11-01,33
102207,2015-12-01,25
102207,2015-08-01,8
102207,2015-10-01,10
102207,2015-04-01,3
102207,2015-06-01,2
102207,2015-05-01,4
102207,2015-01-01,1
102207,2016-10-01,4
102207,2016-01-01,12
102207,2016-03-01,4
102207,2016-02-01,6
102207,2016-12-01,1
102207,2016-11-01,3
102207,2016-09-01,2
102207,2017-11-01,12
102207,2017-08-01,9
102207,2017-10-01,3
102207,2017-07-01,3
102207,2017-12-01,7
102207,2017-01-01,4
102207,2017-09-01,6
102207,2017-05-01,2
102207,2017-02-01,1
102207,2017-06-01,1
102207,2017-04-01,1
102207,2018-01-01,4
102207,2018-02-01,5
102207,2018-04-01,6
102207,2018-03-01,3
102207,2018-05-01,2
102208,2014-11-01,1
102208,2014-12-01,1
102208,2014-04-01,1
102208,2015-11-01,14
102208,2015-07-01,2
102208,2015-10-01,7
102208,2015-08-01,5
102208,2015-12-01,9
102208,2015-09-01,7
102208,2015-03-01,2
102208,2016-01-01,13
102208,2016-11-01,1
102208,2016-02-01,3
102208,2016-05-01,1
102208,2016-12-01,1
102208,2016-09-01,1
102208,2016-07-01,1
102208,2017-12-01,5
102208,2017-04-01,2
102208,2017-01-01,2
102208,2017-02-01,3
102208,2017-09-01,3
102208,2017-11-01,3
102208,2017-10-01,1
102208,2017-05-01,1
102208,2018-01-01,2
102208,2018-04-01,1
102209,2014-11-01,4
102209,2014-12-01,1
102209,2014-03-01,2
102209,2014-04-01,2
102209,2014-05-01,4
102209,2014-06-01,1
102209,2014-09-01,4
102209,2015-11-01,28
102209,2015-12-01,11
102209,2015-09-01,9
102209,2015-08-01,7
102209,2015-05-01,1
102209,2015-10-01,8
102209,2015-01-01,2
102209,2015-02-01,2
102209,2015-07-01,1
102209,2015-06-01,1
102209,2016-01-01,11
102209,2016-03-01,3
102209,2016-04-01,1
102209,2016-09-01,3
102209,2016-12-01,1
102209,2016-11-01,2
102209,2016-02-01,2
102209,2016-10-01,3
102209,2017-07-01,3
102209,2017-10-01,2
102209,2017-01-01,1
102209,2017-09-01,1
102209,2017-06-01,2
102209,2017-11-01,3
102209,2017-02-01,1
102209,2017-03-01,2
102209,2017-12-01,1
102209,2017-08-01,2
102209,2018-04-01,1
102209,2018-03-01,1
102210,2014-10-01,2
102210,2014-11-01,1
102210,2014-12-01,1
102210,2014-02-01,1
102210,2014-04-01,1
102210,2014-07-01,1
102210,2014-08-01,1
102210,2015-03-01,1
102210,2015-07-01,4
102210,2015-01-01,2
102210,2015-11-01,6
102210,2015-12-01,7
102210,2015-10-01,4
102210,2015-09-01,2
102210,2015-06-01,2
102210,2016-01-01,6
102210,2016-04-01,1
102210,2017-08-01,2
102210,2017-10-01,1
102210,2017-07-01,1
102210,2018-03-01,2
102210,2018-01-01,1
102302,2014-10-01,13
102302,2014-11-01,6
102302,2014-12-01,11
102302,2014-01-01,9
102302,2014-02-01,9
102302,2014-03-01,7
102302,2014-04-01,9
102302,2014-05-01,3
102302,2014-06-01,6
102302,2014-07-01,7
102302,2014-08-01,10
102302,2014-09-01,8
102302,2015-11-01,51
102302,2015-08-01,14
102302,2015-12-01,33
102302,2015-06-01,3
102302,2015-01-01,10
102302,2015-02-01,5
102302,2015-09-01,21
102302,2015-07-01,11
102302,2015-10-01,34
102302,2015-03-01,6
102302,2015-04-01,2
102302,2015-05-01,4
102302,2016-12-01,6
102302,2016-10-01,7
102302,2016-02-01,9
102302,2016-11-01,4
102302,2016-03-01,3
102302,2016-05-01,2
102302,2016-01-01,19
102302,2016-09-01,3
102302,2016-04-01,1
102302,2016-07-01,2
102302,2017-05-01,6
102302,2017-08-01,26
102302,2017-07-01,8
102302,2017-12-01,10
102302,2017-01-01,9
102302,2017-11-01,16
102302,2017-09-01,23
102302,2017-06-01,3
102302,2017-10-01,9
102302,2017-03-01,1
102302,2017-04-01,5
102302,2017-02-01,5
102302,2018-02-01,7
102302,2018-03-01,14
102302,2018-01-01,8
102302,2018-04-01,9
102302,2018-05-01,2
102303,2014-10-01,11
102303,2014-11-01,8
102303,2014-12-01,5
102303,2014-01-01,11
102303,2014-02-01,7
102303,2014-03-01,9
102303,2014-04-01,2
102303,2014-05-01,5
102303,2014-06-01,2
102303,2014-07-01,2
102303,2014-08-01,5
102303,2014-09-01,6
102303,2015-11-01,52
102303,2015-05-01,4
102303,2015-09-01,19
102303,2015-10-01,28
102303,2015-12-01,22
102303,2015-01-01,2
102303,2015-07-01,17
102303,2015-02-01,6
102303,2015-06-01,3
102303,2015-08-01,8
102303,2015-03-01,7
102303,2016-01-01,28
102303,2016-03-01,8
102303,2016-02-01,12
102303,2016-11-01,3
102303,2016-12-01,3
102303,2016-10-01,4
102303,2016-07-01,4
102303,2016-06-01,3
102303,2016-08-01,4
102303,2016-09-01,2
102303,2017-07-01,8
102303,2017-12-01,17
102303,2017-09-01,13
102303,2017-08-01,12
102303,2017-06-01,14
102303,2017-10-01,19
102303,2017-11-01,25
102303,2017-05-01,3
102303,2017-01-01,4
102303,2017-03-01,1
102303,2017-04-01,1
102303,2018-04-01,5
102303,2018-03-01,19
102303,2018-01-01,10
102303,2018-02-01,11
102401,2014-10-01,8
102401,2014-11-01,11
102401,2014-12-01,1
102401,2014-01-01,5
102401,2014-02-01,3
102401,2014-03-01,3
102401,2014-04-01,2
102401,2014-06-01,2
102401,2014-07-01,2
102401,2014-08-01,1
102401,2014-09-01,4
102401,2015-11-01,73
102401,2015-08-01,17
102401,2015-01-01,7
102401,2015-05-01,19
102401,2015-10-01,35
102401,2015-12-01,31
102401,2015-09-01,20
102401,2015-07-01,8
102401,2015-04-01,8
102401,2015-06-01,5
102401,2015-02-01,5
102401,2015-03-01,1
102401,2016-07-01,1
102401,2016-03-01,8
102401,2016-02-01,8
102401,2016-11-01,6
102401,2016-01-01,18
102401,2016-05-01,2
102401,2016-04-01,4
102401,2016-10-01,3
102401,2016-08-01,4
102401,2016-12-01,2
102401,2016-09-01,1
102401,2017-05-01,6
102401,2017-03-01,4
102401,2017-06-01,5
102401,2017-04-01,3
102401,2017-08-01,12
102401,2017-07-01,6
102401,2017-10-01,9
102401,2017-11-01,3
102401,2017-02-01,2
102401,2017-12-01,7
102401,2017-09-01,2
102401,2017-01-01,3
102401,2018-02-01,2
102401,2018-03-01,10
102401,2018-04-01,3
102401,2018-01-01,3
102402,2014-10-01,9
102402,2014-11-01,9
102402,2014-12-01,7
102402,2014-01-01,7
102402,2014-02-01,4
102402,2014-03-01,3
102402,2014-04-01,1
102402,2014-05-01,1
102402,2014-06-01,1
102402,2014-07-01,2
102402,2014-08-01,2
102402,2014-09-01,1
102402,2015-11-01,105
102402,2015-05-01,9
102402,2015-10-01,38
102402,2015-03-01,9
102402,2015-09-01,21
102402,2015-04-01,8
102402,2015-12-01,30
102402,2015-06-01,8
102402,2015-07-01,11
102402,2015-08-01,20
102402,2015-02-01,7
102402,2015-01-01,1
102402,2016-01-01,10
102402,2016-03-01,5
102402,2016-08-01,5
102402,2016-12-01,10
102402,2016-11-01,8
102402,2016-06-01,2
102402,2016-04-01,2
102402,2016-02-01,3
102402,2016-09-01,2
102402,2016-10-01,2
102402,2016-05-01,1
102402,2016-07-01,1
102402,2017-12-01,13
102402,2017-11-01,11
102402,2017-05-01,1
102402,2017-09-01,12
102402,2017-08-01,7
102402,2017-07-01,3
102402,2017-10-01,7
102402,2017-03-01,6
102402,2017-02-01,3
102402,2018-01-01,5
102402,2018-03-01,4
102402,2018-04-01,4
102501,2014-11-01,1
102501,2014-12-01,1
102501,2014-01-01,3
102501,2014-02-01,4
102501,2014-03-01,2
102501,2014-06-01,2
102501,2014-07-01,2
102501,2014-09-01,2
102501,2015-11-01,75
102501,2015-08-01,30
102501,2015-04-01,5
102501,2015-06-01,10
102501,2015-12-01,29
102501,2015-10-01,31
102501,2015-05-01,9
102501,2015-09-01,18
102501,2015-07-01,24
102501,2015-02-01,1
102501,2015-01-01,4
102501,2015-03-01,3
102501,2016-03-01,4
102501,2016-08-01,4
102501,2016-09-01,6
102501,2016-01-01,17
102501,2016-11-01,4
102501,2016-10-01,2
102501,2016-12-01,4
102501,2016-07-01,3
102501,2016-02-01,1
102501,2017-04-01,1
102501,2017-10-01,9
102501,2017-07-01,6
102501,2017-06-01,4
102501,2017-12-01,3
102501,2017-08-01,3
102501,2017-09-01,7
102501,2017-01-01,2
102501,2017-11-01,6
102501,2017-02-01,1
102501,2018-02-01,2
102501,2018-04-01,2
102501,2018-01-01,3
102502,2014-01-01,1
102502,2014-02-01,6
102502,2014-03-01,3
102502,2014-07-01,3
102502,2014-08-01,1
102502,2015-09-01,19
102502,2015-12-01,23
102502,2015-08-01,12
102502,2015-10-01,34
102502,2015-11-01,47
102502,2015-07-01,12
102502,2015-03-01,2
102502,2015-01-01,3
102502,2015-06-01,7
102502,2015-05-01,11
102502,2015-04-01,2
102502,2016-01-01,9
102502,2016-03-01,6
102502,2016-12-01,4
102502,2016-07-01,5
102502,2016-05-01,1
102502,2016-10-01,4
102502,2016-09-01,1
102502,2016-04-01,1
102502,2016-11-01,2
102502,2016-02-01,4
102502,2017-10-01,13
102502,2017-06-01,4
102502,2017-01-01,2
102502,2017-04-01,3
102502,2017-12-01,4
102502,2017-11-01,5
102502,2017-09-01,4
102502,2017-07-01,6
102502,2017-08-01,7
102502,2018-01-01,2
102502,2018-04-01,1
102502,2018-02-01,1
102503,2014-11-01,3
102503,2014-12-01,1
102503,2014-01-01,4
102503,2014-02-01,1
102503,2014-03-01,1
102503,2014-04-01,2
102503,2014-05-01,1
102503,2014-06-01,3
102503,2014-07-01,1
102503,2014-09-01,3
102503,2015-11-01,41
102503,2015-01-01,4
102503,2015-06-01,6
102503,2015-08-01,12
102503,2015-10-01,18
102503,2015-12-01,10
102503,2015-09-01,18
102503,2015-02-01,2
102503,2015-07-01,7
102503,2015-04-01,1
102503,2016-03-01,3
102503,2016-01-01,11
102503,2016-11-01,1
102503,2016-04-01,1
102503,2016-09-01,2
102503,2016-08-01,2
102503,2016-07-01,4
102503,2016-06-01,1
102503,2016-10-01,4
102503,2016-12-01,1
102503,2017-01-01,1
102503,2017-07-01,8
102503,2017-08-01,14
102503,2017-10-01,5
102503,2017-09-01,4
102503,2017-11-01,5
102503,2017-03-01,1
102503,2017-04-01,3
102503,2018-03-01,1
102503,2018-02-01,1
102504,2014-10-01,2
102504,2014-11-01,4
102504,2014-12-01,1
102504,2014-01-01,3
102504,2014-02-01,1
102504,2014-04-01,1
102504,2014-05-01,1
102504,2014-06-01,4
102504,2014-07-01,1
102504,2014-09-01,2
102504,2015-11-01,63
102504,2015-10-01,28
102504,2015-07-01,15
102504,2015-09-01,12
102504,2015-12-01,38
102504,2015-04-01,3
102504,2015-01-01,5
102504,2015-08-01,6
102504,2015-06-01,2
102504,2015-03-01,3
102504,2016-11-01,2
102504,2016-01-01,14
102504,2016-04-01,1
102504,2016-02-01,5
102504,2016-12-01,1
102504,2016-09-01,1
102504,2016-03-01,2
102504,2016-10-01,2
102504,2016-08-01,2
102504,2017-08-01,17
102504,2017-06-01,8
102504,2017-05-01,2
102504,2017-10-01,10
102504,2017-02-01,1
102504,2017-12-01,5
102504,2017-09-01,9
102504,2017-03-01,3
102504,2017-07-01,8
102504,2017-11-01,8
102504,2017-04-01,1
102504,2018-04-01,2
102504,2018-02-01,4
102504,2018-05-01,5
102504,2018-01-01,4
102504,2018-03-01,3
102601,2014-10-01,29
102601,2014-11-01,40
102601,2014-12-01,20
102601,2014-01-01,14
102601,2014-02-01,11
102601,2014-03-01,8
102601,2014-04-01,6
102601,2014-05-01,3
102601,2014-06-01,4
102601,2014-07-01,12
102601,2014-08-01,11
102601,2014-09-01,18
102601,2015-11-01,199
102601,2015-09-01,45
102601,2015-08-01,37
102601,2015-10-01,74
102601,2015-12-01,81
102601,2015-02-01,21
102601,2015-04-01,14
102601,2015-05-01,28
102601,2015-07-01,37
102601,2015-03-01,21
