addrcode,error,norm_error
100101,37.8587303431505,1.51434921372602
100102,41.8652909336131,0.951483884854842
100103,4.77059364436928,0.216845165653149
100104,10.1991173091782,0.3922737426607
100105,32.3737170812123,1.79853983784513
100106,4.6035336300314,0.306902242002093
100107,34.1844934832515,1.00542627891916
100108,5.82486294629651,0.264766497558932
100109,18.099186365883,1.06465802152253
100110,41.1981541660429,0.98090843252483
100111,4.24359597942739,0.146330895842324
100112,10.3422402033311,0.544328431754271
100201,65.4877469215548,0.439515080010435
100202,7.343189827537,0.0941434593273975
100203,18.1746564721186,0.204209623282231
100204,25.4078715175971,0.36296959310853
100301,5.51411027792426,0.0208079633129217
100302,107.142081119033,0.558031672494962
100303,32.8917581269466,0.764924607603409
100304,27.1730586793442,0.468501011712831
100305,3.86407648598254,0.0188491535901587
100306,10.2550324640552,0.110269166280163
100307,31.0455504325888,0.199009938670441
100401,31.8963001088619,0.419688159327131
100402,102.385822119961,1.73535291728747
100403,37.1276543940947,1.54698559975394
100404,3.79753916567248,0.130949626402499
100405,27.695215941891,0.359678129115467
100502,41.2759610903272,0.0595612714146136
100508,235.66497549482,0.539279120125446
100601,12.5393668732635,0.015557527138044
100608,64.4169286600994,0.0710219720618516
100701,22.8828049823044,0.204310758770575
100702,23.3713887537205,0.359559826980315
100703,14.0517462096271,0.167282692971751
100704,103.645851420433,0.95968380944845
100801,20.4338533471796,0.1524914428894
100802,6.31582841471283,0.119166573862506
100803,1.03869796696627,0.0131480755312186
100804,28.6229514862094,0.650521624686578
100805,23.0104304989684,0.561230012169961
101001,25.7175057344301,0.0367392939063287
101002,161.198915249123,0.455364167370403
101102,10.2875805450306,0.0246704569425194
101103,24.9045872611488,0.289588223966846
101104,54.3914868859489,0.3237588505116
101105,64.8696566698956,0.617806253999006
101106,3.1781988004505,0.0836368105381709
101203,46.7160507622361,0.130491761905688
101204,61.815854235838,0.228947608280881
101301,12.9678441380021,0.350482274000055
101302,22.9151767905578,0.363732964929488
101303,19.0536658726103,0.40539714622575
101401,2.34222485314615,0.00340935204242525
101501,11.0067815878111,0.177528735287275
101502,12.7876406661464,0.236808160484193
101503,10.1262220768567,0.0613710428900407
101504,253.945556112341,0.651142451570104
101505,10.9373939359216,0.103182961659638
101506,32.6448442736125,0.302267076607523
101507,47.8452190082281,0.655413959016824
101601,39.6015702052632,0.309387267228619
101602,8.95162254587922,0.0219941585893838
101701,98.6084765286813,0.25612591306151
101702,61.4970411962884,0.476721249583631
101704,8.82612602858575,0.0243143967729635
101801,6.22658420379743,0.0676802630847547
101802,13.0267259606706,0.0972143728408257
101803,6.63196684817675,0.0383350684865708
101804,29.8506479177127,0.289812115705948
101901,38.5741050670049,0.714335279018609
101902,16.2535992473877,0.0719185807406537
101904,30.9033164930227,0.261892512652735
101905,18.8334483863596,0.155648333771567
101907,23.1365274375748,0.379287335042211
102004,19.5468580379889,0.156374864303911
102005,3.74323129905005,0.0149729251962002
102006,58.5865652573172,0.542468196827011
102007,4.4663532871532,0.0175840680596583
102009,61.336385761285,0.276290025951734
102105,22.0985677738202,0.0553848816386471
102107,83.1315146908893,0.10768330918509
102201,59.1162928586126,0.248387785120221
102202,56.7537272049909,0.343961983060551
102206,11.1389134654034,0.210168178592517
102207,48.3663135400179,0.270202868938647
102208,25.6957883547063,0.295353889134556
102209,7.33291076715786,0.0643237786592794
102210,3.71739562686465,0.0953178365862731
102302,56.129249320458,0.151291777144092
102303,72.1226555870237,0.202591729177033
102401,119.552371849226,0.343541298417317
102402,39.2394650375049,0.102990721883215
102501,157.110954736513,0.481935443977033
102502,110.646766421749,0.430532165065172
102503,38.6718994366418,0.20353631282443
102504,91.7062400737792,0.331069458750106
102601,137.254159976518,0.110867657493149
102701,103.903516256391,0.149286661287919
102801,191.783770618979,1.11502192220336
