addrcode,error,norm_error
800101,59.9383964354245,0.156497118630351
800102,4.26220202642409,0.031807477809135
800103,8.33123952922799,0.0682888486002294
800106,15.767083258642,0.50861558898845
800107,0.795440539625133,0.00729761962958838
800108,8.34189552151953,0.208547388037988
800112,24.8562700610115,0.73106676650034
800113,8.55987183953451,0.31703229035313
800114,6.47518088332698,0.231256460118821
800115,12.8220436340513,0.144067906000577
800116,1.19984247452074,0.0155823697989706
800118,18.0953701254293,0.0770015750018267
800119,22.5862883036629,1.18875201598226
800120,38.0524896042142,0.197163158571058
800121,5.62093477849994,0.0826608055661756
800122,11.5263117343598,0.0976806079183036
800201,21.0086715450882,0.323210331462896
800202,11.0939889424326,0.410888479349356
800203,0.583132212591302,0.0132530048316205
800204,8.21920350767368,0.114155604273246
800205,1.32067927689831,0.0287104190630068
800301,31.0686281737052,0.526586918198393
800302,22.1985760145756,0.426895692587993
800303,5.9026960191471,0.12558927700313
800304,7.22763582041521,0.124614410696814
800305,24.9519467595685,0.378059799387402
800401,19.8847497389113,0.34284051273985
800403,5.36845873900032,0.0865880441774245
800404,0.0313496755500964,0.000895705015717039
800405,7.13884111903484,0.274570812270571
800406,11.8247399239136,0.454797689381293
800407,4.37138528736474,0.230072909861302
800409,14.9187165658116,0.331527034795814
800410,1.54083938046063,0.0366866519157293
800415,4.01936311911097,0.446595902123441
800416,8.07663210808334,0.196991027026423
800501,29.3720892383743,0.506415331696108
800502,16.8176359279227,0.323416075536975
800503,3.81697957088147,0.0625734355882208
800504,4.61310237608191,0.109835770859093
800505,4.07057013284514,0.254410633302822
800601,10.362495547888,0.545394502520421
800603,2.32925283988857,0.194104403324047
800604,2.26094863427866,0.452189726855732
800605,3.81398536918305,0.317832114098587
800606,6.7476742613358,0.749741584592867
800607,5.83494243488517,0.307102233415009
800610,5.42630867754348,0.361753911836232
800611,5.68222871813347,0.195938921314947
800612,9.01010366671522,0.281565739584851
800613,8.87669585220304,0.306092960420794
800701,31.2407990613319,1.00776771165587
800702,23.7908137450353,1.58605424966902
800703,0.627471686071829,0.021636954692132
800704,30.9146777992118,1.81851045877717
800705,15.6909589669374,0.871719942607634
800706,16.3838106334813,0.862305822814806
800707,10.877398711341,0.604299928407832
800708,13.6748656410999,0.854679102568744
800709,7.54590789805598,0.243416383808258
800710,2.88174165599585,0.0960580551998618
800711,18.552473413623,1.0306929674235
800801,71.7399767270998,0.996388565654164
800802,18.7293568211608,0.720359877736954
800803,12.8750789279864,0.247597671692046
800804,6.81631093686161,0.358753207203243
800806,21.4273707836084,0.714245692786945
800807,18.5427211150971,0.349862662549003
800809,2.27053987513695,0.0667805845628516
800810,6.09413070871257,0.196584861571373
800811,5.55530140660408,0.241534843765395
800813,5.40697979293395,0.112645412352791
800901,15.4649899520908,0.116278119940532
800902,27.7882474658282,0.402728224142437
800903,14.2341898640767,0.245417066622013
800904,4.60748964221049,0.118140760056679
800905,33.0552931221,0.944436946345715
800906,6.84754078740892,0.167013189936803
800907,3.87807840537532,0.0718162667662096
800908,13.6789386165072,0.258093181443531
800909,5.83986680451132,0.0884828303713836
800910,3.46581594834322,0.247558282024516
800911,12.4647334876238,0.155809168595297
800912,15.9120385874391,0.378858061605694
800913,4.7243643193376,0.0674909188476799
801001,62.5904704654045,0.563878112300941
801002,36.0560738240475,0.462257356718558
801003,50.4787089339031,0.630983861673789
801101,9.83774224644215,0.166741394007494
801102,15.8070636815583,2.25815195450832
801103,20.2895064892786,1.19350038172227
801104,0.529009271582147,0.0129026651605402
801105,7.50376224015822,0.117246285002472
801106,38.8768827469929,4.31965363855476
801107,19.2799896678828,0.664827229926994
801202,30.1037625526628,3.76297031908285
801203,3.15376744456759,0.242597495735969
801204,4.87891807286088,1.21972951821522
801205,8.57699936413479,0.714749947011232
801206,13.5037645451961,2.25062742419935
801207,1.83580709398534,0.367161418797069
801208,4.99302358559527,0.356644541828234
801209,3.79521595413762,0.34501963219433
801210,19.610714020655,0.784428560826202
801211,10.0388970298087,0.836574752484058
801212,7.01572083395327,0.539670833381021
801213,2.13738962747833,1.06869481373916
801214,13.8357463315147,0.251559024209357
801215,0.0328426335916152,0.00656852671832304
801216,17.0288606960084,0.681154427840336
801217,3.28824518027051,0.411030647533814
801218,3.17487773066149,0.17638209614786
801301,14.7054070019078,0.188530858998819
801303,18.8125291074443,0.606855777659494
801304,0.540883800932381,0.0416064462255678
801305,20.5217372694309,0.347826055414083
801306,2.93513215159297,0.0946816823094508
801401,2.85176891632004,0.0413299842944933
801402,7.86792184673321,0.201741585813672
801403,9.86627390228011,0.493313695114006
801404,4.7665665485237,0.110850384849388
801405,2.90666776271613,0.0854902283151804
801406,4.48074363174978,0.106684372184519
801407,19.8671742412152,1.80610674920138
801408,6.25868381365389,0.240718608217457
801409,25.4228957144911,1.05928732143713
801501,0.695594139056425,0.00891787357764647
801502,30.2054385670322,0.943919955219756
801601,8.28285308193779,0.156280246829015
801602,16.8077255425465,0.294872377939413
801603,13.9735841024791,0.297310300052747
801604,17.3102993971985,0.443853830697398
801605,9.54469704363344,0.280726383636278
801606,12.8360152476373,2.13933587460622
801607,5.52574391508404,2.76287195754202
801608,1.7686356942742,0.17686356942742
801609,13.3609052498989,1.33609052498989
801610,4.18462445926846,1.04615611481711
801611,14.2722386532824,0.264300715801526
801701,46.3551322503688,0.463551322503688
801702,53.6005182077321,0.391244658450599
801703,3.14035956704096,0.0747704658819276
801704,8.34844958896444,0.219696041814854
801801,9.23900878321868,0.615933918881245
801802,0.995432882728169,0.0663621921818779
801803,4.05348863622367,0.213341507169667
801901,9.75356992239783,0.812797493533153
801902,6.1872349610682,0.386702185066763
801903,0.585308902538539,0.0344299354434435
801904,1.3402384327555,0.0297830762834555
801905,5.20905500932796,0.162782969041499
801906,21.1666610811836,0.492247932120548
802001,19.678762986362,0.281125185519457
802002,20.5377077035719,0.331253350057612
802003,27.5326566171919,0.299268006708608
802004,14.7548097093347,0.210782995847639
802101,6.03711993588484,0.215611426281601
802102,1.97735396493018,0.0403541625495955
802103,13.4411056114429,0.537644224457718
802104,2.58270316992381,0.0890587299973729
802201,30.6787695837337,0.326369889188657
802202,16.3394236445767,0.355204861838624
802203,0.459594701366616,0.0164140964773791
802301,0.629900180588667,0.0286318263903939
802302,28.7304744370458,0.718261860926145
802303,16.0743583305969,0.292261060556308
802304,7.29139849923567,0.251427534456402
