distcode,error,norm_error
1001,327.892243308963,1.04757905210531
1002,149.900085830063,0.177396551278181
1003,140.274818020565,0.129285546562732
1004,193.077289419793,0.72859354498035
1005,250.327074953185,0.221528384914323
1006,230.642152612825,0.134642237368841
1007,156.13737821885,0.423136526338347
1008,125.097496299923,0.356403123361605
1010,192.387789758427,0.182531109827729
1011,64.2355156934964,0.0633486348062094
1012,39.6706416094671,0.0631698114800432
1013,60.9322592406582,0.414505164902437
1014,32.528014454345,0.0473479104138937
1015,89.6582178081918,0.0935889538707639
1016,41.9930855918261,0.0784917487697684
1017,55.928727806028,0.0637727797104082
1018,6.18673225271897,0.0123241678341015
1019,60.1709044085621,0.0835707005674474
1020,37.4928628454343,0.0390957902454998
1021,59.3081998574328,0.050647480663905
1022,53.921892795491,0.061625020337704
1023,209.623492872203,0.288340430360664
1024,149.227137583118,0.204701148948036
1025,309.669893205445,0.294923707814709
1026,269.751479982329,0.217892956366986
1027,200.594631892233,0.224378782877218
1028,273.945112300332,0.634132204398918
1029,127.15108933725,0.128047421286254
1030,197.882628503871,0.114053388186669
1031,67.7912244799375,0.105593807601149
1032,327.701981165674,0.226783377969325
1033,126.553998761469,0.151925568741259
1034,261.923290427549,0.197528876642194
1035,136.351582300583,0.115454345724456
1036,250.025879784968,0.296942850100912
1037,126.602148060112,0.220177648800194
1038,39.998320044934,0.0306500536742789
1039,169.170901072649,0.172799694660519
1040,58.3140138404638,0.0420736030594977
1041,181.297713557772,0.249035320821115
1042,282.829144686914,0.360291904059763
1043,205.52764165635,0.411879041395492
1044,173.04442180427,0.183698961575659
1045,441.905202327167,0.356087995428821
1046,176.551600409747,0.179787780457991
1047,10.3890030287133,0.0166490433152457
1048,70.7612722165422,0.171334799555792
1049,215.156009175323,0.324030134300185
1050,214.962708015603,0.221839739954183
8001,124.853675755037,0.0731421650586042
8002,37.5340154868289,0.147771714515074
8003,90.2241900300724,0.319943936276853
8004,32.4999678333525,0.0895315918274172
8005,38.4832535354092,0.168049142076023
8006,31.9135119645029,0.176317745660237
8007,266.529590066184,1.10136194242225
8008,338.496575017092,0.872413853136836
8009,295.767455876633,0.392264530340362
8010,175.236892998731,0.651438263935804
8011,88.05263496256,0.389613429037876
8012,214.012341171997,0.792638300637025
8013,230.666849652433,0.83273230921456
8014,145.594671603527,0.472709972738723
8015,81.5569272031143,0.53305181178506
8016,8.29014453921042,0.0262346346177545
8017,140.117438500995,0.442010847006294
8018,25.3864651915987,0.518091126359157
8019,27.3789231994799,0.165932867875636
8020,138.089646439061,0.469692674962791
8021,65.2217414022928,0.497875888567121
8022,1.18619056278817,0.00706065811183434
8023,55.118999236559,0.377527392031226
8101,674.219467047294,0.456478989199251
8102,81.9128902051475,0.593571668153243
8103,72.5482906239022,0.503807573777098
8104,25.0689718275609,0.054855518222234
8105,79.9356060002288,0.318468549801708
8106,16.590377859404,0.20737972324255
8107,42.6913900124256,0.454163723536443
8108,162.557340270692,1.15288893809001
