distcode,error,norm_error
1001,46.5736622999073,0.148797643130694
1002,164.407934635723,0.194565603119199
1003,80.6284497539496,0.0743119352570964
1004,58.1298817395166,0.219358044300063
1005,196.277443309765,0.173696852486517
1006,683.333272428774,0.398910258277159
1007,29.8918899595527,0.0810078318687064
1008,26.8775948927091,0.0765743444236725
1010,74.5046297096493,0.070687504468358
1011,180.208928985142,0.177720837263454
1012,79.3436465378968,0.126343386206842
1013,18.7030943283774,0.127231934206649
1014,190.569946566136,0.277394390925962
1015,189.499720575878,0.197807641519705
1016,68.0311155461988,0.127160963637755
1017,317.048451028577,0.361514767421411
1018,6.79465792395428,0.0135351751473193
1019,8.39394784462081,0.0116582608953067
1020,179.637880339812,0.187317914848604
1021,77.9724542422691,0.0665862119916901
1022,9.21312698401277,0.0105292879817289
1023,350.454630849207,0.4820558883758
1024,154.663851797031,0.212158918788794
1025,402.112278564006,0.382964074822863
1026,379.061270888326,0.306188425596386
1027,108.106730112534,0.120924754040866
1028,123.107755352636,0.284971655908881
1029,118.89383632445,0.119731960044763
1030,637.268536123234,0.367301749926936
1031,17.8349849740493,0.0277803504268681
1032,245.003681236568,0.16955272057894
1033,112.140842229046,0.134622859818783
1034,482.620123118366,0.363966910345676
1035,114.456136595129,0.0969145949154356
1036,330.981510196897,0.393089679568762
1037,76.2354197715119,0.132583338733064
1038,466.792427992683,0.35769534712083
1039,395.717162284699,0.40420547730817
1040,48.6440388175427,0.0350967091035661
1041,2.48383859789215,0.0034118662058958
1042,608.000176188455,0.774522517437522
1043,160.057104124046,0.320755719687467
1044,285.647871533198,0.303235532413161
1045,459.764667223167,0.370479183902633
1046,335.044180148991,0.34118551949999
1047,11.6698985707153,0.0187017605299925
1048,123.885865072441,0.299965774993804
1049,174.039821578961,0.262108165028556
1050,227.696258773131,0.234980659208598
8001,181.954317623645,0.106593039029669
8002,0.666738166630722,0.00262495341193198
8003,3.65948263159652,0.0129768887645267
8004,99.8170613519845,0.274978130446238
8005,32.2560868245388,0.140856274342964
8006,115.212927589523,0.636535511544328
8007,355.115258453509,1.46741842336161
8008,394.759065834402,1.01742027276908
8009,361.862489341602,0.479923725917244
8010,88.2762527325586,0.328164508299474
8011,285.912020050908,1.26509743385357
8012,418.364501878116,1.54949815510413
8013,288.829803565072,1.04270687207607
8014,303.821379339405,0.986433049803263
8015,51.9007777542829,0.339220769635836
8016,141.295276418592,0.447136950691747
8017,3.37597887400182,0.010649775627766
8018,77.5054109024719,1.58174307964228
8019,48.2253927614607,0.292275107645216
8020,3.12856534430108,0.0106413787221125
8021,94.3593404125613,0.720300308492834
8022,33.5178107824322,0.199510778466859
8023,67.1415175472826,0.4598734078581
8101,657.748226396937,0.445327167499619
8102,238.586351575701,1.72888660562103
8103,88.4677648141565,0.614359477876086
8104,72.2532205822328,0.15810332731342
8105,133.848060172246,0.533259203873489
8106,182.110663424938,2.27638329281173
8107,67.6281568395573,0.719448477016567
8108,289.252509447332,2.05143623721512
